stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,52.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,0,0,5.26,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.03,7.89,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,25.18,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.56,53.5,0,0,18.88,0,0,0,6.29,0,3.15,0,0,0,0,0,0
 14-21,0,0,13,8,50,12,1,0,0,0,3,3,0,1,0,8,0,0,0,0,23,1,0,29,18,5,3,2,4,0,0,4,0,4,18,59,0,0,7,0,0
 24-34,0,0,9.85,2.46,23.8,0,0,0,1.64,0.82,0.82,0,0.82,0.82,1.64,22.16,0,0.82,0,0,23.8,4.93,0,22.98,44.33,5.75,37.76,3.28,0,0,0,0,0,0,1.64,28.73,0,0,27.91,0,0.82
 36-46,0,0,4.03,0,14.5,0,0.81,0,2.42,0,2.42,0.81,0.81,2.42,0,8.86,0,2.42,0,3.22,25.78,4.83,0.81,13.7,63.65,4.03,23.36,0.81,0,0,0.81,0,0,0,0,17.72,0,0,12.89,0,0
 48-58,0,0,2.3,0,11.48,0,2.3,0,8.61,4.02,1.15,0,1.15,1.72,1.72,4.02,0.57,4.59,0,4.02,40.74,5.74,0,10.33,39.59,1.72,24.67,1.15,0,0.57,0.57,0,0,0,0,16.07,0,0,16.07,0,0
 60-70,0,0,6.87,0,30.43,0,1.96,0,10.8,3.93,7.85,6.87,1.96,1.96,5.89,8.83,0,4.91,0,0,94.23,2.94,2.94,17.67,25.52,0.98,18.65,3.93,0,1.96,0.98,0,0,0,0,6.87,0.98,2.94,18.65,2.94,0
 72-82,0,0,17.67,0.98,46.14,0,6.87,0.98,9.82,6.87,20.61,15.71,2.94,7.85,7.85,27.49,3.93,8.83,0,0,146.27,15.71,3.93,16.69,56.94,2.94,34.36,5.89,0,1.96,0.98,0,0.98,0,0,12.76,13.74,5.89,50.06,5.89,0.98
 84-94,0,0,14.87,0,69.03,1.06,14.87,1.06,26.55,4.25,8.5,14.87,5.31,4.25,7.43,36.11,8.5,18.05,1.06,6.37,101.96,12.74,3.19,12.74,56.29,2.12,28.68,10.62,0,2.12,3.19,0,2.12,0,0,5.31,30.8,3.19,39.3,9.56,1.06
 96-106,1.09,0,16.39,0,100.54,2.19,17.49,0,20.76,6.56,20.76,28.41,0,7.65,9.84,49.18,5.46,30.6,1.09,5.46,147.53,8.74,6.56,12.02,68.85,3.28,55.74,19.67,0,6.56,3.28,0,0,0,0,22.95,48.09,8.74,46.99,8.74,1.09
108-118,0,0,13.79,0,91.92,1.53,10.72,0.77,27.57,3.06,15.32,26.81,0,2.3,13.79,35.23,12.26,21.45,1.53,3.83,126.38,8.43,2.3,9.19,69.7,5.36,39.06,13.02,0,9.96,2.3,0,0.77,0,0,5.36,72.77,3.06,42.13,2.3,6.89
120,0,0,11.76,0,86.23,1.96,5.88,1.96,19.6,1.96,9.8,19.6,0,1.96,7.84,21.56,9.8,5.88,3.92,1.96,50.95,7.84,5.88,1.96,47.03,1.96,25.48,11.76,0,3.92,1.96,0,0,0,0,1.96,17.64,3.92,31.36,0,1.96
