stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,527.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,913.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,6.13,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,7.89,0,13.14,0,0,0,26.29,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,215.55,23.66,0,0,94.63,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,22.03,0,3.15,0,44.06,0,0,0,0,0,40.91,0,0,0,0,0,0,0,0,0,0,0,453.16,44.06,0,0,182.52,0,3.15,6.29,6.29,22.03,0,18.88,3.15,0,0,0,0,0
 14-21,0,0,5,19,147,52,0,77,0,5,0,20,12,55,4,16,10,1,0,27,24,74,1,0,53,513,115,2,20,20,0,2,8,168,35,224,1122,201,0,0,60,0,6
 24-34,0.82,0,5.75,13.95,69.77,8.21,0,83.73,0,18.88,4.93,26.27,8.21,25.45,9.03,34.48,33.66,4.1,5.75,24.63,31.19,91.12,14.78,0.82,80.44,524.53,18.88,22.16,9.03,0,0.82,9.85,0,2.46,56.64,11.49,159.25,210.14,0,0,223.27,0,13.95
 36-46,0,0,0.81,0.81,21.75,0.81,0,104.74,0,8.06,12.89,44.31,5.64,3.22,4.83,71.7,13.7,3.22,4.83,7.25,8.06,104.74,9.67,0.81,39.48,387.53,13.7,12.89,6.45,0,0,12.09,1.61,0,33.03,0.81,0.81,149.05,0,0.81,113.6,0,4.83
 48-58,0,0,0,0,12.05,3.44,0,123.37,0,4.59,14.92,76.32,1.72,26.97,8.61,43.04,4.59,5.16,4.59,8.03,6.31,147.47,14.92,4.59,26.97,254.77,4.02,6.31,10.33,0,0.57,9.75,0,0,22.95,0,0,104.43,0,1.72,68.28,0,5.74
 60-70,0,0,0,0,15.7,6.87,0,189.43,0,10.8,12.76,122.69,4.91,10.8,7.85,88.34,9.82,14.72,7.85,3.93,2.94,211.03,9.82,7.85,24.54,255.2,2.94,2.94,5.89,0,1.96,18.65,0.98,0,26.5,0,0,75.58,0,5.89,63.8,0.98,3.93
 72-82,0,0,8.83,0,25.52,25.52,0,238.54,0.98,5.89,15.71,214.98,31.41,8.83,10.8,94.24,9.82,3.93,8.83,15.71,5.89,391.68,42.21,6.87,39.27,350.45,1.96,10.8,23.56,0,1.96,33.38,0,0,51.05,0,0,60.86,1.96,8.83,109.95,11.78,6.87
 84-94,0,0,8.5,0,63.72,27.61,1.06,210.28,0,13.81,10.62,121.07,45.67,12.74,9.56,146.56,21.24,11.68,7.43,18.05,4.25,268.7,19.12,13.81,32.92,197.54,2.12,7.43,22.3,0,3.19,98.77,0,0,99.83,0,0,49.92,3.19,19.12,111.51,16.99,7.43
 96-106,1.09,0,7.65,0,79.78,26.23,3.28,192.34,4.37,22.95,16.39,174.86,57.92,0,10.93,157.37,29.51,8.74,14.21,26.23,2.19,273.21,38.25,13.11,33.88,231.68,9.84,13.11,49.18,0,9.84,126.77,0,0,108.19,0,0,32.79,5.46,9.84,124.58,16.39,12.02
108-118,0,0,6.13,1.53,87.32,26.04,1.53,153.96,1.53,39.06,10.72,155.49,68.17,0.77,5.36,147.83,41.36,19.92,11.49,39.83,13.79,232.85,32.17,9.96,25.28,333.19,4.6,6.13,26.81,0,5.36,137.11,0,0,85.02,0,0,24.51,4.6,8.43,108,6.13,20.68
120,1.96,0,1.96,0,74.47,23.52,3.92,115.63,1.96,13.72,13.72,92.11,56.83,0,1.96,135.23,11.76,15.68,5.88,15.68,3.92,133.27,11.76,3.92,9.8,188.14,1.96,1.96,25.48,0,5.88,92.11,0,0,43.12,0,0,7.84,5.88,5.88,72.51,7.84,1.96
