stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,39.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,2.63,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.29,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,9.44,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,88.12,6.29,0,0,50.35,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,13,5,7,0,0,0,3,0,2,1,0,0,0,0,0,0,3,0,0,5,60,1,0,3,2,0,0,1,15,0,1,14,25,0,0,2,0,0
 24-34,0,0,0,0.82,0.82,0.82,11.49,0,1.64,0,0.82,0,0,0,0,2.46,0,0.82,0,0,11.49,0,0,4.1,98.5,1.64,1.64,0.82,0,0,0.82,0,0,0.82,0,4.93,26.27,0,0,0.82,0,0
 36-46,0,0,0,0,1.61,0,27.39,0,0,0,0.81,0,0,0,0,0,0,0,0,0,10.47,0,0.81,2.42,123.27,0,0,1.61,0,0,0,0.81,0,0,0,0,40.28,0,0,0.81,0,0.81
 48-58,0,0,0,0,1.15,0.57,26.97,0.57,0,0.57,4.59,0,0.57,0,0,0.57,0.57,0,0,0.57,9.18,0.57,0,0.57,95.25,0.57,0,1.15,0,0,2.3,0,0,0,0,0,30.99,0,0,0.57,0,0
 60-70,0,0,0,0,0.98,1.96,66.74,0,0.98,0,13.74,0,1.96,0,0.98,0.98,0.98,0,0,0,15.7,0,0,0,96.19,0,0,0,0,0,0.98,0,0,0,0,0,21.59,0,0,0.98,0,0
 72-82,0,0,0,0.98,2.94,8.83,94.24,0,0,0.98,8.83,0,0.98,0,0,0,0.98,0,0,0,17.67,0.98,1.96,0,114.85,0,0,3.93,0,0,2.94,0,0,0,0,0,25.52,0,0.98,2.94,0,0.98
 84-94,0,0,0,0,6.37,12.74,69.03,0,0,0,12.74,0,0,1.06,0,2.12,1.06,0,0,0,21.24,0,0,2.12,77.53,0,2.12,2.12,0,1.06,11.68,0,0,1.06,1.06,0,12.74,0,4.25,3.19,0,0
 96-106,1.09,0,0,0,4.37,7.65,93.98,0,2.19,1.09,21.86,2.19,0,0,0,2.19,0,1.09,0,0,20.76,2.19,1.09,2.19,72.13,2.19,5.46,4.37,0,0,5.46,0,0,0,0,0,6.56,1.09,0,5.46,0,0
108-118,0,0,1.53,0,2.3,9.96,69.7,0,0.77,1.53,22.21,0,0,0,1.53,0.77,0,0.77,0.77,0,18.38,0.77,0.77,0,109.53,0.77,2.3,2.3,0,0,4.6,0,0,0,0,0,3.06,0.77,2.3,3.83,0.77,0
120,0,0,1.96,0,19.6,13.72,52.91,0,3.92,1.96,21.56,0,0,0,5.88,1.96,1.96,0,0,0,23.52,1.96,0,3.92,78.39,5.88,0,3.92,0,0,17.64,0,0,0,0,0,3.92,0,1.96,1.96,0,0
