stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,131.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,42.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,75.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.79,3.15,0,0,53.5,0,0,0,176.23,0,3.15,0,0,0,0,0,0
 14-21,0,1,1,21,145,33,0,8,0,1,0,2,43,0,0,0,2,1,0,2,0,113,1,0,72,54,3,0,62,1,0,0,13,1,31,192,39,0,0,2,0,0
 24-34,0,0,1.64,7.39,61.56,2.46,0,40.22,1.64,3.28,0.82,10.67,0.82,0,2.46,0,0.82,2.46,0,1.64,0.82,183.05,1.64,0,77.16,118.2,14.78,0.82,17.24,0,0.82,1.64,0,0.82,24.63,50.07,21.34,0,0,4.1,0,0
 36-46,0,0,3.22,0,41.09,0,0,33.84,4.83,4.83,1.61,16.92,10.47,0,2.42,0.81,0,4.03,1.61,0,0,328.71,0,7.25,75.73,91.85,7.25,0.81,17.72,0,0.81,1.61,0,0.81,22.56,0.81,22.56,0,0.81,2.42,0.81,0
 48-58,0,0,1.15,0,19.51,0,0,35.58,6.89,4.02,1.72,12.05,2.87,0,0.57,0.57,1.15,5.74,1.72,0.57,0.57,409.7,0,9.75,55.09,55.09,3.44,0,12.62,0,1.15,0.57,0,0,9.18,0,12.62,0,1.72,0.57,1.15,0
 60-70,0,0,2.94,0,15.7,0,0,105.02,7.85,4.91,2.94,56.93,2.94,0.98,0,0,3.93,28.46,0.98,0.98,0.98,523.15,0,14.72,38.28,52.02,5.89,0.98,8.83,0,2.94,0.98,0,1.96,0,0,7.85,0,7.85,2.94,2.94,2.94
 72-82,0,0,6.87,0,12.76,1.96,0,170.81,7.85,1.96,4.91,83.44,7.85,0,0,0.98,3.93,19.63,1.96,0,1.96,442.73,0,5.89,35.34,42.21,1.96,0,15.71,0,5.89,0,0,0.98,1.96,0,3.93,0,5.89,0,8.83,0
 84-94,0,0,5.31,1.06,22.3,1.06,0,140.19,15.93,5.31,3.19,63.72,11.68,0,1.06,1.06,12.74,18.05,0,0,5.31,336.67,0,15.93,36.11,30.8,7.43,1.06,19.12,0,5.31,2.12,0,3.19,4.25,0,2.12,0,10.62,2.12,6.37,0
 96-106,0,0,2.19,0,18.58,0,1.09,158.46,9.84,5.46,5.46,76.5,9.84,1.09,2.19,0,8.74,16.39,0,0,0,190.16,0,8.74,19.67,30.6,4.37,2.19,15.3,0,5.46,0,0,0,3.28,0,3.28,0,4.37,3.28,5.46,0
108-118,0,0,1.53,0,19.92,0,0,125.62,9.96,7.66,2.3,58.21,8.43,0,0.77,0.77,12.26,29.87,0.77,0.77,1.53,146.3,0,3.06,18.38,33.7,11.49,1.53,12.26,0,7.66,1.53,0,0.77,3.83,0,1.53,0.77,0,1.53,5.36,1.53
120,0,0,1.96,0,11.76,0,0,80.35,9.8,3.92,0,50.95,17.64,0,3.92,0,7.84,23.52,0,0,1.96,115.63,1.96,3.92,11.76,33.32,15.68,1.96,13.72,0,7.84,3.92,0,0,1.96,0,0,0,3.92,0,0,0
