stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,421.69,7300.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.49,0,0,0,0,0,0,0,0,0,0,0
  5-6,435.2,5633.13,0,6.13,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,165.5,24.52,0,0,67.43,0,67.43,0,0,0,0,0,0,0,0,0,0,0
  7-9,118.29,128.81,0,160.35,0,2.63,0,431.11,0,0,0,0,0,115.66,0,0,0,0,0,0,0,0,0,0,0,3241.2,97.26,0,0,1135.6,0,15.77,26.29,0,0,0,0,0,0,0,0,0,0
 10-12,0,97.56,0,88.12,0,6.29,0,336.73,0,0,0,0,0,25.18,0,0,0,0,0,0,0,0,0,0,0,2353.93,59.79,0,0,764.71,0,3.15,9.44,6.29,81.82,0,6.29,3.15,0,0,0,0,0
 14-21,1,2,2,58,504,106,0,446,0,2,0,58,27,3,3,0,11,1,2,1,14,226,2,0,168,3899,28,15,61,96,0,8,5,395,35,6,455,1087,0,0,14,0,7
 24-34,0.82,0,0.82,15.6,82.09,8.21,0,452.29,0,2.46,4.1,56.64,4.1,1.64,1.64,3.28,9.03,3.28,12.31,5.75,13.95,229.84,4.1,0.82,94.4,3852.28,9.03,27.91,36.94,0,0,21.34,0,0,5.75,0.82,28.73,856.97,0,0,27.91,0,4.1
 36-46,0,0,0,0.81,22.56,0.81,0,985.33,1.61,1.61,6.45,120.85,4.03,0,3.22,5.64,0,1.61,6.45,4.03,3.22,234.45,1.61,4.83,57.2,4167.73,3.22,25.78,15.31,0,0,24.17,1.61,1.61,3.22,0,0,860.45,0,0.81,27.39,0.81,4.03
 48-58,1.15,0,1.15,0.57,26.97,1.15,0,1381.72,0,3.44,7.46,211.73,5.16,1.72,2.87,2.87,0.57,4.59,7.46,2.3,5.74,321.33,2.3,10.33,52.79,2906.9,2.87,13.77,12.62,0,0,9.75,0,0.57,1.15,0.57,0,608.23,0,0,17.21,0.57,5.74
 60-70,0.98,0,0.98,0,36.32,0,0,1345.67,1.96,4.91,5.89,188.45,4.91,0.98,4.91,3.93,1.96,3.93,4.91,3.93,0,257.16,2.94,11.78,23.56,2187.81,4.91,6.87,6.87,0,1.96,24.54,0,0,3.93,0,0,265.99,0.98,6.87,9.82,1.96,4.91
 72-82,0,0,4.91,0,43.19,7.85,0.98,982.64,0,1.96,12.76,235.6,10.8,0.98,6.87,19.63,6.87,5.89,13.74,0,1.96,329.84,6.87,15.71,44.17,1707.11,1.96,20.61,13.74,0,2.94,38.28,0,0,0.98,0,0,124.67,8.83,12.76,43.19,9.82,5.89
 84-94,0,0,6.37,0,61.6,9.56,0,662.71,1.06,11.68,12.74,154,24.43,1.06,5.31,22.3,16.99,10.62,6.37,1.06,2.12,249.58,4.25,13.81,40.36,896.36,3.19,11.68,19.12,0,2.12,120.01,0,0,5.31,1.06,0,71.16,16.99,11.68,29.74,8.5,8.5
 96-106,0,0,5.46,0,83.06,16.39,1.09,534.4,2.19,12.02,5.46,144.26,29.51,0,15.3,32.79,9.84,4.37,19.67,6.56,3.28,228.4,7.65,7.65,52.46,751.88,5.46,20.76,27.32,0,8.74,110.38,1.09,0,3.28,1.09,0,36.06,12.02,12.02,36.06,13.11,8.74
108-118,0,0,5.36,0,72,10.72,0.77,405.96,1.53,13.79,6.13,146.3,31.4,0,3.06,41.36,11.49,9.96,7.66,4.6,0.77,150.13,2.3,9.96,45.96,1028.69,2.3,24.51,24.51,0,3.83,80.43,0,0,4.6,0.77,0,27.57,10.72,6.13,26.04,8.43,3.83
120,1.96,0,3.92,0,68.59,21.56,0,329.24,1.96,7.84,3.92,96.03,19.6,0,3.92,29.4,3.92,11.76,1.96,1.96,0,129.35,1.96,7.84,35.28,666.33,9.8,19.6,15.68,0,1.96,72.51,0,0,7.84,0,0,15.68,1.96,1.96,29.4,0,7.84
