stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,144.96,1120.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0
  5-6,85.81,1293.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,12.26,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,7.89,0,21.03,0,0,0,28.92,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,373.28,7.89,0,0,128.81,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,15.73,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.67,9.44,0,0,81.82,0,0,0,15.73,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,7,55,17,0,33,0,1,0,10,5,0,0,0,0,0,0,0,0,23,0,0,22,371,5,3,4,10,0,14,42,4,3,48,148,0,0,2,0,0
 24-34,0,0,0.82,0.82,20.52,0,0,76.34,0,4.1,2.46,22.98,1.64,0,1.64,2.46,3.28,0,3.28,0,3.28,65.67,1.64,0,32.01,1032.64,5.75,21.34,5.75,0,0.82,37.76,0.82,1.64,0,13.13,252,0,0,13.13,0,0.82
 36-46,0,0,0,0,7.25,2.42,0,179.66,0.81,4.83,0,24.98,0,0,0,0,0.81,0.81,1.61,0,0.81,38.67,0.81,0,8.06,799.22,5.64,11.28,3.22,0,0,25.78,0,1.61,0,0,174.83,0,0,3.22,0,0
 48-58,0,0,0,0.57,10.33,1.72,0,401.66,1.15,3.44,1.15,47.63,0,0,0,1.72,0.57,0,1.15,0.57,1.72,57.38,0.57,2.3,10.9,1182.61,2.87,8.03,4.59,0,0,14.35,0,2.3,0.57,0,241.57,0,0.57,5.74,0,0.57
 60-70,0,0,0,0,12.76,0,0,478,0,3.93,0,30.43,0.98,0,0,0.98,0,0.98,0,0.98,0,51.04,0.98,1.96,3.93,684.12,1.96,5.89,0.98,0,0.98,25.52,0,1.96,0.98,0,80.48,0,0,1.96,0,0
 72-82,0,0,0,0,14.72,4.91,0,534.02,0.98,0,4.91,65.77,0.98,0,0,2.94,0.98,0.98,1.96,0,0,64.79,1.96,1.96,3.93,795.15,0.98,8.83,2.94,0,0,20.61,0,0.98,0,0,74.61,0,0.98,4.91,0,1.96
 84-94,0,0,0,0,19.12,4.25,0,287.81,1.06,6.37,3.19,52.04,5.31,2.12,4.25,4.25,1.06,0,2.12,0,1.06,32.92,1.06,4.25,4.25,301.62,1.06,6.37,3.19,0,0,40.36,0,2.12,0,0,28.68,1.06,0,3.19,0,0
 96-106,1.09,0,0,1.09,20.76,3.28,0,269.93,1.09,1.09,0,56.83,3.28,0,1.09,15.3,5.46,0,3.28,0,0,55.74,2.19,3.28,3.28,252.45,3.28,12.02,8.74,0,3.28,42.62,0,0,0,0,20.76,3.28,0,6.56,1.09,3.28
108-118,0,0,0,0,13.79,4.6,1.53,153.96,0,4.6,1.53,43.66,1.53,0,0.77,6.89,0.77,3.06,1.53,0,1.53,27.57,2.3,1.53,5.36,268.09,0.77,6.13,1.53,0,1.53,18.38,0,1.53,0,0,13.79,3.06,0,1.53,0.77,0.77
120,0,0,3.92,0,15.68,0,1.96,195.98,1.96,3.92,1.96,62.71,3.92,0,0,5.88,1.96,0,1.96,3.92,0,43.12,0,1.96,3.92,407.64,0,5.88,7.84,0,0,23.52,0,0,0,0,17.64,1.96,1.96,5.88,0,0
