stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,105.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.03,2.63,0,0,13.14,0,2.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,22.03,0,0,18.88,0,0,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,107,6.29,0,0,44.06,0,0,6.29,3.15,3.15,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,3,17,33,15,0,0,0,0,1,0,1,6,0,0,0,38,1,17,0,0,5,89,4,0,2,5,0,0,1,13,2,0,13,26,0,0,5,0,2
 24-34,0,0,2.46,1.64,7.39,10.67,15.6,0,0.82,0,1.64,0.82,0,2.46,35.3,0.82,0,0,45.97,1.64,36.12,0,0,6.57,109.17,0.82,0,2.46,0,0,1.64,0,0,0,0,5.75,27.09,0,0,12.31,0,3.28
 36-46,0,0,0.81,0,1.61,5.64,15.31,0,0,4.83,8.86,3.22,0,1.61,65.26,0,1.61,2.42,24.98,8.06,35.45,0.81,0.81,12.89,41.89,0.81,0.81,3.22,0,0,1.61,1.61,0,0,0,0,20.14,0,0,9.67,0,3.22
 48-58,0,0,0,0,2.3,2.3,17.21,0.57,0.57,6.89,11.48,4.59,1.15,1.15,49.35,0.57,0.57,2.87,13.77,4.02,59.1,0.57,0.57,8.03,30.99,0.57,0,1.15,0,0,0.57,0,0,0.57,0,0,10.9,0,0,6.31,0,4.59
 60-70,0,0,1.96,0,7.85,17.67,21.59,0,0,7.85,18.65,24.54,0,0,74.6,0,1.96,0,13.74,5.89,106.99,1.96,4.91,8.83,44.17,1.96,0.98,0.98,0,0,5.89,0,0,0.98,0,0,0,0,2.94,6.87,0,3.93
 72-82,0,0,2.94,0,4.91,34.36,25.52,0.98,0,5.89,32.39,116.82,0.98,2.94,75.59,1.96,3.93,1.96,10.8,6.87,168.85,4.91,10.8,12.76,66.75,0,0,8.83,0,0.98,1.96,0,0,0,0,0,1.96,0,2.94,16.69,3.93,0.98
 84-94,0,0,1.06,0,14.87,66.91,26.55,0,2.12,10.62,16.99,260.2,1.06,1.06,108.33,2.12,6.37,5.31,7.43,6.37,103.02,3.19,9.56,15.93,47.79,0,0,19.12,0,0,9.56,0,0,3.19,0,0,1.06,0,3.19,11.68,7.43,3.19
 96-106,0,0,5.46,0,10.93,67.76,28.41,1.09,2.19,13.11,41.53,443.7,0,4.37,119.12,6.56,1.09,5.46,12.02,2.19,110.38,3.28,17.49,6.56,98.36,2.19,3.28,22.95,0,1.09,16.39,0,0,5.46,0,0,4.37,0,3.28,18.58,14.21,6.56
108-118,0,0,3.83,0,18.38,47.49,24.51,1.53,2.3,3.83,26.04,512.43,0,0.77,98.04,4.6,12.26,3.06,8.43,10.72,119.49,2.3,16.85,10.72,91.92,4.6,3.06,26.04,0,5.36,9.19,0,0,6.13,1.53,0,3.06,1.53,3.83,16.09,10.72,14.55
120,3.92,0,1.96,0,13.72,50.95,21.56,0,7.84,7.84,29.4,409.6,0,3.92,166.58,3.92,1.96,3.92,15.68,3.92,109.75,0,5.88,21.56,117.59,0,5.88,19.6,0,1.96,5.88,0,0,1.96,0,0,1.96,0,1.96,5.88,7.84,0
