stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,65.89,948.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0
  5-6,140.98,2114.72,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,30.65,6.13,0,0,24.52,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,44.69,55.2,0,36.8,0,0,0,181.38,0,0,0,0,0,60.46,0,0,0,0,0,0,0,0,0,0,0,1740.21,28.92,0,0,323.33,0,0,7.89,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,9.44,0,0,0,25.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.97,12.59,0,0,53.5,0,0,3.15,0,15.73,0,0,0,0,0,0,0
 14-21,0,0,1,4,21,10,0,8,0,0,0,7,2,0,3,0,0,0,0,0,0,11,0,0,6,282,5,0,0,0,0,0,0,17,1,5,76,0,0,15,0,0
 24-34,0,0,2.46,0,10.67,2.46,0,20.52,0,1.64,0,13.13,0,0,6.57,0,0,0,0,0.82,0,51.71,0,0,18.06,655.04,2.46,0.82,0.82,0,0,8.21,0,0,1.64,0.82,126.41,0,0,86.19,0,2.46
 36-46,0,0,1.61,0,3.22,0,0,26.59,0,0.81,1.61,49.95,0,0,2.42,0,0,0,0,0,3.22,67.68,0,2.42,12.89,542.22,0,1.61,0,0,0,1.61,0,0,0.81,0,135.35,0,0,56.4,0,3.22
 48-58,0,0,1.15,0,4.02,0,0,65.41,0,0,3.44,78.04,0,0,4.02,0,0,1.15,0.57,0,10.33,80.91,0,3.44,10.33,261.08,0,0.57,0,0,0,1.72,0,0,0,0,107.3,0,0.57,40.74,0,6.89
 60-70,0,0,1.96,0,6.87,0,0,131.52,0,0,0.98,72.63,0.98,0,3.93,0.98,0,1.96,0,0,2.94,75.58,0,1.96,3.93,199.25,0,0.98,0,0,0,2.94,0,0,0.98,0,68.71,0,1.96,42.21,0,5.89
 72-82,0,0,1.96,0,6.87,5.89,0,157.07,0,2.94,6.87,113.87,3.93,0,4.91,0.98,0,1.96,0,0.98,11.78,98.17,0.98,7.85,9.82,195.35,0,3.93,0.98,0,1.96,3.93,0,0,0,0,65.77,0.98,0.98,109.95,4.91,7.85
 84-94,0,0,6.37,0,6.37,4.25,0,103.02,0,5.31,4.25,89.21,1.06,0,3.19,1.06,0,2.12,0,1.06,12.74,80.71,0,5.31,7.43,98.77,0,0,0,0,1.06,2.12,0,0,1.06,0,55.23,1.06,2.12,82.84,3.19,6.37
 96-106,0,0,2.19,0,10.93,3.28,1.09,78.68,0,7.65,3.28,86.33,1.09,0,15.3,4.37,1.09,3.28,0,1.09,4.37,65.57,0,8.74,3.28,91.8,0,4.37,2.19,0,0,5.46,0,0,1.09,0,87.43,2.19,2.19,112.56,4.37,3.28
108-118,0,0,2.3,0,9.19,0.77,0,66.64,0.77,9.96,1.53,68.94,2.3,0,6.89,0,0.77,2.3,0,2.3,13.79,59.75,0,3.06,3.83,100.34,0,1.53,0,0,0,1.53,0,0,1.53,0,42.89,0,0,77.36,4.6,5.36
120,0,0,1.96,0,3.92,5.88,0,37.24,0,1.96,3.92,78.39,0,0,1.96,5.88,1.96,0,0,1.96,1.96,43.12,0,0,3.92,117.59,0,0,0,0,3.92,1.96,0,0,0,0,39.2,0,1.96,76.43,1.96,1.96
