stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,197.67,3413.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6,0,0,0,0,0,0,0,0,0,0,0
  5-6,190.02,2016.65,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,36.78,12.26,0,0,6.13,0,73.56,0,0,0,0,0,0,0,0,0,0,0
  7-9,26.29,7.89,0,7.89,0,0,15.77,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,254.99,26.29,0,0,123.55,0,2.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,34.62,0,6.29,47.2,0,0,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,487.78,28.32,0,0,179.38,0,0,9.44,6.29,9.44,0,0,6.29,0,0,0,0,0
 14-21,0,0,0,3,83,9,20,0,1,0,19,1,2,0,0,0,0,0,0,1,22,0,0,23,520,13,0,5,8,0,1,0,18,3,3,43,213,0,0,0,0,0
 24-34,0,0,0,4.1,47.61,1.64,53.36,0,1.64,1.64,41.04,0,0.82,1.64,0,0,0,6.57,2.46,1.64,77.98,0.82,2.46,41.04,1637.61,4.93,20.52,8.21,0,0,2.46,0,0,3.28,0,9.85,381.7,0,0,5.75,0,0
 36-46,0,0,0,0,18.53,0.81,158.72,0,4.83,4.03,83.79,0,0,4.03,0,0,3.22,3.22,0.81,0.81,81.37,0.81,2.42,24.98,2230.9,5.64,8.06,5.64,0,0,4.03,0,0,3.22,0,0.81,554.3,0,0,8.86,0,1.61
 48-58,0,0.57,0,0,25.82,0.57,344.28,1.15,7.46,4.59,149.76,0,0,1.72,0,0,2.3,2.87,1.15,0,152.63,0.57,5.16,18.36,1887.82,2.87,4.02,9.18,0,0.57,2.87,0.57,0,0.57,0.57,0,455.03,0,0,4.02,0,2.87
 60-70,0,0,0,0,29.45,0,529.04,0.98,11.78,7.85,135.45,4.91,0,1.96,0,1.96,5.89,3.93,0,0,254.21,1.96,7.85,23.56,1694.11,3.93,7.85,4.91,0,0,0.98,0,0,1.96,0,0,245.38,0,6.87,8.83,0.98,2.94
 72-82,0,0,1.96,0,37.3,0.98,447.64,0,10.8,6.87,155.1,0,0,4.91,0,1.96,2.94,8.83,0,0,311.19,0.98,11.78,36.32,1109.28,7.85,12.76,16.69,0,1.96,9.82,0,0,0,0.98,0,103.07,4.91,6.87,18.65,6.87,5.89
 84-94,0,0,2.12,0,52.04,1.06,310.11,4.25,5.31,6.37,95.58,7.43,0,4.25,2.12,1.06,11.68,6.37,2.12,2.12,199.66,2.12,6.37,19.12,521.46,4.25,7.43,14.87,0,1.06,23.36,0,0,4.25,1.06,0,71.16,3.19,6.37,18.05,4.25,0
 96-106,0,0,2.19,0,30.6,2.19,231.68,4.37,8.74,6.56,91.8,4.37,0,7.65,2.19,0,10.93,13.11,1.09,1.09,191.25,2.19,7.65,13.11,412,4.37,8.74,17.49,0,2.19,37.16,0,0,1.09,1.09,0,28.41,5.46,4.37,21.86,10.93,1.09
108-118,0,0,0,0,50.55,1.53,170.04,1.53,14.55,3.83,72,4.6,0,2.3,0.77,1.53,11.49,4.6,2.3,0,147.06,0,5.36,9.96,461.11,4.6,2.3,7.66,0,2.3,16.85,0,0,2.3,2.3,0,15.32,1.53,4.6,9.96,4.6,1.53
120,0,0,0,0,43.12,3.92,166.58,0,3.92,3.92,64.67,1.96,0,7.84,0,3.92,3.92,3.92,0,0,127.39,0,11.76,5.88,556.58,1.96,3.92,15.68,0,1.96,11.76,0,0,3.92,0,0,21.56,0,1.96,11.76,0,0
