stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,31.54,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,0,0,0,3.15,0,0,3.15,0,0,0,0,0,0,0,0,0
 14-21,0,0,5,5,0,3,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
 24-34,0,0,7.39,0.82,0.82,0,0,0.82,0,0,0,0,5.75,0,0,0,0.82,0,0,0,0,0,0,0,0,3.28,0,0,0.82,0,0,0,0,0,0,0,0,0,0,1.64,0,0
 36-46,0,0,4.83,0,3.22,0,0,2.42,0,0,0,0.81,1.61,0,0.81,0,0,0,0,0,0,2.42,0,0.81,0,6.45,0,0,0.81,0,0,2.42,0,0,0,0,0,0,0,0.81,0,0
 48-58,0,0,4.59,0,2.3,0.57,0,9.75,0.57,0,0,3.44,0,0,0,0,0,0.57,0,0,0,15.49,0.57,6.31,0,18.36,0,0,0,0,0,0,0,0.57,0,0,3.44,0,0,0,0,0.57
 60-70,0,0,1.96,0,1.96,0,0,22.58,0,0,0,0,1.96,0,0,0,0,0,0,0,0,33.37,0,28.46,2.94,24.54,0,0,0,0,0,0,0,0,0,0,2.94,0,6.87,0.98,1.96,0
 72-82,0,0,9.82,0,1.96,0.98,0,22.58,0,0,1.96,2.94,3.93,0,0.98,1.96,0,0.98,0.98,1.96,0.98,52.03,0.98,33.38,4.91,43.19,0,0,1.96,0,1.96,2.94,0,0,0.98,0,1.96,0,5.89,0,3.93,0.98
 84-94,0,0,27.61,0,1.06,0,0,8.5,0,0,2.12,3.19,10.62,0,1.06,0,0,0,0,0,0,50.98,0,36.11,4.25,16.99,1.06,0,1.06,0,0,2.12,0,0,0,0,0,0,4.25,0,9.56,0
 96-106,0,0,19.67,0,4.37,4.37,4.37,18.58,0,0,1.09,3.28,17.49,0,5.46,3.28,0,2.19,0,1.09,0,80.87,0,46.99,8.74,28.41,2.19,2.19,0,0,2.19,8.74,0,3.28,0,0,0,0,15.3,2.19,20.76,2.19
108-118,0,0,22.21,0,3.83,0.77,0.77,9.19,1.53,2.3,0,1.53,18.38,0,1.53,0,1.53,0,0,1.53,0,67.4,0,44.43,3.06,16.85,1.53,0,0,0,1.53,1.53,0,0.77,0,0,2.3,1.53,13.02,1.53,17.62,0
120,0,0,9.8,0,3.92,1.96,0,3.92,0,0,0,3.92,5.88,0,0,1.96,0,0,0,0,0,66.63,0,25.48,9.8,31.36,0,0,0,0,0,1.96,0,1.96,0,0,0,0,7.84,0,13.72,0
