stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,144.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,110.33,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,7.89,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.92,0,0,0,31.54,0,2.63,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.91,22.03,0,0,12.59,0,6.29,0,0,3.15,0,0,0,0,0,0,0
 14-21,1,1,1,74,5,3,1,0,0,0,0,65,1,2,0,7,0,0,3,0,13,0,0,2,13,1,0,0,1,0,33,0,5,0,1,6,0,0,1,0,0
 24-34,0,0,0,35.3,0.82,0,1.64,0,0,0,0,25.45,0,9.85,0,9.03,0,0.82,2.46,0,5.75,2.46,0,2.46,50.89,0.82,16.42,0,0,0,358.71,0,0,3.28,0,9.03,0,0,38.58,0,0.82
 36-46,0,0,0,3.22,0.81,0,7.25,0,1.61,0.81,1.61,12.89,0,10.47,0,2.42,0,2.42,4.03,0,6.45,4.03,0.81,0,42.7,0,32.23,0,0,0,402.83,0,0,0.81,0,10.47,0,0,34.64,0,0
 48-58,0,0,0,0.57,0.57,0,11.48,0,1.72,1.72,1.72,24.1,0,22.38,0,0.57,0,4.02,2.3,1.72,9.18,1.15,0,1.15,47.05,0,24.67,0.57,0,0,360.92,0,0,0.57,0,6.31,0,0.57,34.43,0,0.57
 60-70,0,0,0,0,1.96,0,13.74,0,0.98,0.98,2.94,45.15,0,21.59,0,2.94,0,9.82,8.83,0,68.71,1.96,0,0,59.87,0,30.43,0,0,0,311.14,0,0,0.98,0,9.82,0,0.98,44.17,0,0
 72-82,0,0,5.89,0,6.87,1.96,21.6,0,2.94,0.98,6.87,129.58,0,33.38,1.96,4.91,0.98,20.61,51.05,0,157.07,5.89,0,1.96,99.15,0,62.83,3.93,0,0,507.52,0.98,0,4.91,0,4.91,0,2.94,112.89,0.98,0
 84-94,0,0,6.37,0,12.74,3.19,16.99,0,14.87,1.06,4.25,231.52,0,28.68,1.06,16.99,5.31,26.55,248.52,1.06,96.65,15.93,1.06,3.19,57.35,0,96.65,3.19,0,1.06,2133.63,0,0,12.74,0,1.06,0,0,89.21,1.06,1.06
 96-106,0,0,4.37,0,18.58,4.37,34.97,1.09,9.84,1.09,3.28,281.95,0,46.99,2.19,20.76,0,43.71,315.83,0,158.46,18.58,2.19,3.28,106.01,2.19,140.98,3.28,0,1.09,1757.3,0,0,13.11,0,1.09,1.09,3.28,151.91,1.09,2.19
108-118,0,0,0,0.77,9.19,0.77,14.55,0,27.57,0,5.36,186.89,0,18.38,0,25.28,4.6,42.13,533.88,0,136.34,26.81,0.77,0.77,78.13,0,96.51,0,0,0.77,1721.88,0,0,6.13,0,1.53,3.06,2.3,99.58,1.53,0
120,1.96,0,0,0,15.68,0,7.84,3.92,7.84,1.96,1.96,82.31,0,29.4,1.96,7.84,0,21.56,223.42,0,78.39,9.8,0,0,56.83,0,58.79,0,0,0,595.77,0,0,3.92,0,0,0,0,94.07,0,0
