stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,289.91,803.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,300.35,760.07,12.26,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,171.63,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,139.32,0,189.27,0,0,0,0,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,92,252.36,0,0,113.03,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,22.03,273.79,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076.26,446.87,0,0,116.44,0,0,3.15,3.15,12.59,0,3.15,3.15,0,0,0,0,0
 14-21,0,0,10,761,10,0,8,0,1,0,3,0,0,2,0,3,0,0,1,0,146,2,0,113,2622,253,0,19,1,0,31,0,26,1,1,33,701,0,0,1,0,0
 24-34,0,0,17.24,398.12,3.28,0,28.73,0.82,1.64,1.64,15.6,0,1.64,9.03,0.82,9.03,0.82,0.82,1.64,0,208.5,16.42,0,63.21,4182.26,70.59,3.28,25.45,0,0,253.64,0,0,0.82,1.64,11.49,806.08,0,0,9.03,0,2.46
 36-46,0,0,1.61,119.24,0.81,0,42.7,0,3.22,12.09,149.85,0,0,9.67,1.61,1.61,0.81,2.42,0.81,0.81,159.52,9.67,0,48.34,3427.32,37.87,1.61,17.72,0,2.42,246.53,0,0,1.61,0,0,741.22,0,0,13.7,0,1.61
 48-58,0,0,1.72,75.17,0,0,139.43,1.72,2.3,9.75,298.38,1.15,0,3.44,0.57,1.72,0,3.44,0.57,0,185.91,14.92,0,26.97,2059.39,18.36,0.57,16.64,0,1.15,144.6,0,0,0.57,0.57,0,492.9,0,0,4.59,0,1.72
 60-70,0,0,0,44.17,0,0,166.86,17.67,1.96,5.89,269.92,9.82,0,2.94,0,0,0.98,4.91,0.98,0,203.18,13.74,0,31.41,1369.22,10.8,0,10.8,0,0,143.3,0,0,0.98,0,0,175.69,0.98,0,6.87,0,2.94
 72-82,0,0,0.98,56.94,3.93,0,217.93,26.5,2.94,9.82,324.93,27.49,0,6.87,1.96,2.94,1.96,8.83,0,0,277.81,29.45,0.98,23.56,1078.85,2.94,1.96,17.67,0,0,215.97,0,0,0,0,0,86.39,0.98,1.96,18.65,1.96,3.93
 84-94,0,0,0,98.77,1.06,0,194.35,25.49,7.43,12.74,191.17,31.86,0,1.06,1.06,9.56,0,4.25,1.06,0,175.24,19.12,2.12,20.18,571.38,7.43,1.06,11.68,0,0,510.84,0,0,1.06,1.06,0,66.91,1.06,2.12,13.81,2.12,1.06
 96-106,0,0,0,125.68,4.37,1.09,127.86,26.23,6.56,4.37,182.51,65.57,0,0,0,10.93,0,10.93,3.28,0,148.63,30.6,1.09,17.49,460.09,9.84,2.19,28.41,0,0,444.79,0,0,1.09,1.09,0,31.69,1.09,1.09,13.11,1.09,1.09
108-118,0,0,0,121.79,3.06,0,91.92,17.62,6.89,8.43,164.68,58.98,0,0.77,3.06,15.32,0,5.36,0.77,0,101.11,22.21,0.77,7.66,539.24,6.89,0.77,22.21,0,1.53,310.22,0,0,0.77,0,0,15.32,3.06,0.77,17.62,1.53,0
120,3.92,0,0,103.87,1.96,0,103.87,13.72,9.8,5.88,209.7,29.4,0,0,3.92,9.8,0,7.84,3.92,0,70.55,9.8,0,9.8,570.3,15.68,3.92,21.56,0,0,280.25,0,0,1.96,0,0,17.64,1.96,0,13.72,0,0
