stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,92.25,698.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,784.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.77,7.89,0,10.51,0,0,0,34.17,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,244.47,5.26,0,0,86.75,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,9.44,0,3.15,0,34.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.26,3.15,0,0,75.53,0,0,0,3.15,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,1,5,60,15,0,37,0,0,0,8,6,0,0,0,1,0,0,0,32,0,0,29,451,7,7,3,11,0,4,1,53,4,0,50,141,0,0,3,0,0
 24-34,0,0,0,1.64,16.42,2.46,0,65.67,0,1.64,2.46,18.88,1.64,0.82,2.46,0,0.82,0,0,0,56.64,0,1.64,27.09,599.22,2.46,4.1,5.75,0,0.82,12.31,0,0,0,0,5.75,123.95,0,0,9.03,0,0.82
 36-46,0,0,0,0.81,6.45,0,0,81.37,0.81,0.81,0.81,23.36,2.42,0,0.81,0,0,0,1.61,0.81,64.45,0,0.81,16.11,386.72,0,4.83,6.45,0,0,8.06,0,0,0.81,0,0,102.32,0,0,4.83,0,0.81
 48-58,0,0,0,0,8.61,0,0,127.38,0.57,0,2.3,34.43,0,0,0.57,0,0,0,1.72,0,79.19,1.72,2.3,17.21,228.37,1.15,1.15,1.72,0,0,3.44,0,0,0.57,0.57,0,60.82,0,0,4.59,0,1.15
 60-70,0,0,0,0,4.91,0,0,115.82,0,0,0.98,32.39,0,0,0,0,0,0,0,0,81.47,0,2.94,6.87,214.95,0,4.91,0.98,0,0,3.93,0,0,0,0,0,35.33,0,1.96,3.93,0,0
 72-82,0,0,0.98,0,7.85,0,0,71.66,0,0.98,0,35.34,1.96,0,0.98,2.94,0.98,1.96,1.96,0,88.35,0.98,3.93,12.76,143.32,0,1.96,4.91,0,0,4.91,0,0,0,0,0,19.63,0,2.94,10.8,0,0
 84-94,0,0,1.06,0,8.5,0,0,52.04,2.12,0,6.37,31.86,3.19,0,1.06,4.25,4.25,1.06,0,1.06,57.35,0,3.19,5.31,106.2,1.06,0,6.37,0,0,11.68,0,0,1.06,0,0,9.56,2.12,4.25,12.74,2.12,1.06
 96-106,0,0,1.09,0,10.93,1.09,0,33.88,1.09,2.19,2.19,30.6,3.28,0,1.09,4.37,0,1.09,2.19,0,49.18,0,1.09,4.37,79.78,3.28,5.46,5.46,0,0,10.93,0,0,0,0,0,3.28,0,3.28,8.74,2.19,2.19
108-118,0,0,0,0,9.96,0,0.77,24.51,0,1.53,2.3,28.34,1.53,0,1.53,0.77,0.77,1.53,0,2.3,36,0.77,1.53,7.66,75.06,0.77,0.77,3.83,0,0.77,6.89,0,0,0.77,0.77,0,3.83,0,0,5.36,0,0.77
120,0,0,0,0,13.72,0,0,19.6,0,0,0,19.6,0,0,0,1.96,1.96,0,0,0,31.36,1.96,0,5.88,58.79,3.92,1.96,3.92,0,0,7.84,0,0,0,0,0,1.96,0,1.96,1.96,0,1.96
