stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,909.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.78,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,269.7,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,13.14,0,15.77,0,0,0,52.57,0,0,0,0,0,49.95,0,0,0,0,0,0,0,0,0,0,0,320.7,21.03,0,0,47.32,0,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,59.79,0,3.15,0,132.17,0,0,0,0,0,72.38,0,0,0,0,0,0,0,0,0,0,0,783.6,34.62,0,0,97.56,0,6.29,0,18.88,0,0,0,0,0,0,0,0
 14-21,0,0,3,18,129,23,0,88,0,0,0,31,13,7,9,0,6,0,0,0,0,121,0,0,55,904,13,3,17,4,0,50,27,23,3,57,260,0,0,5,0,0
 24-34,0,0,0,10.67,37.76,4.93,0,168.28,0,3.28,0.82,46.79,4.1,1.64,13.13,1.64,9.03,0,2.46,2.46,16.42,129.7,0.82,0,60.74,1533.36,10.67,9.85,10.67,0.82,0.82,102.61,0.82,9.03,1.64,13.95,414.53,0,0,36.12,0,0
 36-46,0,0,0,0,16.11,2.42,0,257.01,0.81,2.42,1.61,91.85,2.42,0,10.47,1.61,1.61,2.42,0.81,0,12.89,99.9,1.61,5.64,23.36,981.31,0,10.47,14.5,0,0,66.87,0,6.45,2.42,0.81,344.83,0,0,22.56,0,2.42
 48-58,0,0,0,0,5.16,0,0,359.78,3.44,2.3,3.44,157.22,1.15,2.87,4.02,1.15,1.15,0.57,2.3,1.72,8.61,113.61,2.3,5.74,19.51,421.75,2.3,7.46,8.03,0,0.57,39.59,0,4.02,2.3,0,175.58,0,1.15,17.79,0,2.87
 60-70,0,0,3.93,0,7.85,0,0,529.04,3.93,1.96,3.93,171.77,4.91,1.96,4.91,5.89,2.94,0.98,0,0.98,2.94,127.6,0,13.74,11.78,202.19,1.96,6.87,4.91,0,0.98,47.11,0,6.87,1.96,0,55.95,0,2.94,6.87,0.98,0
 72-82,0,0,3.93,0,19.63,3.93,0,377.94,1.96,2.94,0.98,160.01,16.69,3.93,8.83,7.85,2.94,3.93,8.83,5.89,0.98,163.94,4.91,18.65,14.72,179.64,5.89,9.82,28.47,0,4.91,61.84,0,9.82,0.98,0,28.47,1.96,4.91,35.34,5.89,1.96
 84-94,0,0,4.25,1.06,25.49,3.19,3.19,332.42,0,13.81,3.19,103.02,19.12,0,3.19,9.56,13.81,4.25,2.12,7.43,3.19,116.82,6.37,23.36,13.81,138.06,7.43,5.31,23.36,0,5.31,145.5,0,15.93,2.12,0,32.92,5.31,3.19,11.68,5.31,4.25
 96-106,0,0,1.09,0,32.79,5.46,1.09,232.78,0,10.93,3.28,126.77,26.23,0,8.74,10.93,8.74,6.56,7.65,7.65,0,116.93,4.37,21.86,4.37,142.07,4.37,10.93,30.6,0,4.37,145.35,0,7.65,0,0,18.58,5.46,4.37,13.11,5.46,0
108-118,0,0,0,1.53,33.7,3.06,6.13,165.45,1.53,9.96,1.53,101.87,27.57,0,0.77,10.72,3.83,6.89,3.06,14.55,2.3,87.32,2.3,19.15,9.96,132.51,4.6,9.19,31.4,0,1.53,137.87,0,7.66,2.3,0,12.26,3.06,5.36,14.55,3.83,3.06
120,0,0,0,0,41.16,5.88,3.92,146.98,1.96,7.84,0,68.59,19.6,0,5.88,9.8,7.84,1.96,3.92,0,0,68.59,1.96,15.68,7.84,125.43,3.92,3.92,21.56,0,1.96,107.79,0,11.76,0,0,9.8,3.92,0,9.8,0,0
