stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,461.23,8947.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.16,0,0,0,0,0,0,0,0,0,0,0
  5-6,557.8,6564.84,0,12.26,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,73.56,6.13,0,0,30.65,0,312.61,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,23.66,0,28.92,0,0,0,39.43,0,0,0,0,26.29,0,0,0,0,0,0,0,0,0,0,0,657.18,26.29,0,0,147.21,0,76.23,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,28.32,0,0,0,25.18,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,808.77,0,0,0,44.06,0,31.47,3.15,3.15,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,14,1106,3,0,8,15,0,0,12,3,0,0,17,0,0,0,0,4,5,0,0,26,3,2,17,5,0,114,0,2,1,0,4,5,0,0,1,0,0
 24-34,0,0,0.82,9.85,716.61,0,0,6.57,62.39,0,1.64,9.03,1.64,0,0,14.78,0,4.93,1.64,0,4.93,12.31,0,1.64,72.24,0,9.85,10.67,0,0,180.59,0,0,12.31,0.82,0,7.39,0,0,4.1,0,0.82
 36-46,0,0,0.81,0.81,355.3,0,0,6.45,85.4,0.81,1.61,1.61,0.81,0,0.81,5.64,0,8.86,3.22,0.81,0.81,2.42,0,0,31.42,0,8.06,12.09,0,0,94.26,0,0,8.06,0,0,8.06,0,0,4.83,0,0.81
 48-58,0,0,0,0,252.47,0,0,10.33,89.51,0,2.3,4.02,3.44,0.57,0,4.02,0.57,8.61,0.57,0.57,4.59,1.72,0,2.87,27.54,0,6.89,9.75,0,0,55.09,0,0,2.3,0,0,4.59,0,0,1.15,0,1.15
 60-70,0,0,0,0,232.62,0,0,3.93,86.37,0,1.96,12.76,2.94,0,0,2.94,0,8.83,2.94,0,5.89,3.93,0,0,17.67,0,4.91,9.82,0,0,53.98,0,0,5.89,0,0,0.98,0.98,0,1.96,0,0.98
 72-82,0,0,0,0,248.36,0.98,0.98,10.8,70.68,0.98,5.89,24.54,1.96,0,2.94,9.82,0,5.89,2.94,0,4.91,1.96,0.98,0,27.49,0,10.8,24.54,0,0,63.81,0,0,6.87,0,0,3.93,3.93,0,1.96,0.98,0
 84-94,0,0,0,1.06,411.01,0,0,11.68,131.69,0,3.19,49.92,1.06,0,1.06,27.61,0,11.68,3.19,0,2.12,5.31,0,0,15.93,1.06,14.87,24.43,0,1.06,139.13,0,0,19.12,0,0,0,7.43,0,1.06,0,0
 96-106,0,0,2.19,1.09,368.29,4.37,2.19,13.11,108.19,0,1.09,51.36,0,0,0,28.41,0,21.86,4.37,0,10.93,9.84,0,3.28,29.51,0,16.39,14.21,0,0,109.28,0,0,6.56,0,0,2.19,6.56,0,2.19,2.19,0
108-118,0,0,0,3.06,392.94,1.53,3.06,7.66,147.06,1.53,1.53,44.43,0,0,3.83,36,0.77,10.72,4.6,0.77,8.43,7.66,0,0.77,19.92,0,11.49,17.62,0,0,106.47,0,0,9.19,0,0,0.77,12.26,0.77,2.3,0,0
120,1.96,0,0,0,293.97,0,0,3.92,103.87,0,1.96,39.2,0,1.96,1.96,21.56,0,7.84,0,0,5.88,9.8,0,1.96,23.52,1.96,15.68,9.8,0,0,74.47,0,0,13.72,0,0,0,5.88,0,3.92,1.96,0
