stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,1,0,4,145,11,0,26,0,5,0,10,8,8,1,1,5,0,1,0,0,38,2,0,24,298,28,6,9,2,0,41,4,43,10,2,46,110,0,0,4,0,0
 24-34,0,2.46,2.46,51.71,4.1,0,66.49,0,8.21,6.57,11.49,1.64,1.64,4.1,4.1,11.49,0,4.93,0.82,4.93,60.74,9.03,0,42.68,578.7,7.39,13.95,13.95,0,0,158.43,0,0.82,1.64,0.82,18.88,135.44,0,0,15.6,0,3.28
 36-46,0,0,0,15.31,1.61,0,200.61,0,4.03,13.7,34.64,1.61,0,4.83,6.45,0.81,2.42,3.22,0.81,4.83,91.04,8.06,0,29,798.42,4.83,14.5,8.86,0,0,103.13,1.61,0.81,2.42,0.81,0.81,203.83,0,0,12.89,0,7.25
 48-58,0,0,0.57,23.53,1.72,0,255.34,1.72,5.74,11.48,65.41,4.02,1.15,4.59,6.89,2.87,2.3,3.44,1.15,5.16,173.86,10.33,4.02,32.13,566.35,5.16,6.31,11.48,0,0.57,73.45,0,0,1.15,0,0,129.68,0,0.57,12.62,0,6.31
 60-70,0,0.98,0,27.48,5.89,0,528.06,1.96,6.87,13.74,102.08,7.85,1.96,3.93,3.93,1.96,4.91,5.89,3.93,0.98,259.12,2.94,18.65,34.35,730.25,1.96,19.63,5.89,0,1.96,73.61,0,0,1.96,0.98,0,93.24,1.96,8.83,18.65,0.98,3.93
 72-82,0,2.94,0,24.54,13.74,0,305.3,0,0.98,7.85,78.53,10.8,1.96,3.93,9.82,4.91,1.96,9.82,2.94,0,275.85,9.82,10.8,31.41,360.27,3.93,7.85,7.85,0,0.98,60.86,0.98,0,0,0.98,0,25.52,8.83,5.89,30.43,6.87,3.93
 84-94,0,2.12,0,50.98,12.74,1.06,216.66,0,11.68,9.56,42.48,28.68,1.06,0,18.05,10.62,8.5,12.74,3.19,3.19,178.42,7.43,7.43,22.3,208.16,3.19,22.3,24.43,0,1.06,164.62,0,0,2.12,0,0,19.12,11.68,9.56,26.55,9.56,6.37
 96-106,0,5.46,0,56.83,19.67,0,128.96,0,12.02,5.46,41.53,31.69,0,1.09,27.32,10.93,10.93,12.02,3.28,2.19,118.03,4.37,7.65,15.3,162.83,8.74,26.23,22.95,0,3.28,123.49,2.19,0,2.19,0,0,7.65,5.46,9.84,33.88,7.65,2.19
108-118,0,2.3,0,56.68,14.55,7.66,90.38,2.3,12.26,2.3,32.94,18.38,0,3.06,19.92,7.66,4.6,8.43,3.83,1.53,76.6,6.13,2.3,21.45,157.02,3.83,7.66,9.96,0,4.6,101.11,0,0,3.06,0.77,0,5.36,11.49,3.83,17.62,5.36,1.53
120,1.96,3.92,0,70.55,11.76,1.96,82.31,1.96,13.72,1.96,25.48,19.6,0,7.84,19.6,1.96,5.88,13.72,5.88,3.92,47.03,1.96,0,13.72,194.02,3.92,15.68,11.76,0,1.96,78.39,0,0,3.92,0,0,5.88,0,0,23.52,5.88,0
