stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,144.96,3044.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.96,0,0,0,0,0,0,0,0,0,0,0
  5-6,91.94,1201.41,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,42.91,6.13,0,0,12.26,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,2.63,0,0,0,10.51,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,86.75,0,0,0,47.32,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,3.15,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.17,9.44,0,0,59.79,0,0,6.29,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,4,9,3,0,8,0,0,6,4,0,1,0,1,0,0,0,0,16,0,0,5,125,3,3,0,3,0,2,0,14,1,1,8,40,0,0,2,0,1
 24-34,0,0,0.82,1.64,4.93,1.64,0,18.88,0,0,3.28,0.82,0,0.82,0.82,0.82,0.82,0,0,0.82,18.88,0,0.82,9.03,178.13,2.46,4.93,2.46,0,0,0.82,0,0,0.82,0,3.28,64.85,0,0,8.21,0,0
 36-46,0,0,0,0,1.61,0,0,26.59,0,0.81,9.67,0,0,0.81,0.81,0,0.81,0,0,0.81,16.11,0,0.81,5.64,151.47,2.42,4.03,0,0,0.81,1.61,0,0,0.81,0,0,70.9,0,0,5.64,0,1.61
 48-58,0,0,0,0,4.02,0,0,49.35,0,2.3,13.2,0,0,2.3,0,0.57,1.15,0.57,0,1.72,24.67,0,0,2.3,160.67,0,4.02,1.15,0,0,1.72,0,0,0.57,0,0,59.68,0,0,3.44,0,1.72
 60-70,0,0,2.94,0,2.94,0,0,76.56,1.96,0,13.74,1.96,0,0.98,0,0.98,2.94,0,0,0,36.32,1.96,1.96,2.94,178.64,1.96,6.87,0,0,0,3.93,0,0,0,0,0,31.41,0,0.98,1.96,0,1.96
 72-82,0,0,0.98,0,4.91,3.93,0,83.44,0,1.96,35.34,1.96,0,0,1.96,4.91,0.98,0,0,0,54.97,0,2.94,3.93,220.87,0,5.89,0.98,0,0,1.96,0,0,0.98,0,0,19.63,0,0,7.85,0.98,3.93
 84-94,0,0,0,0,5.31,1.06,0,54.16,1.06,2.12,10.62,2.12,0,0,4.25,6.37,4.25,0,0,1.06,24.43,1.06,1.06,3.19,98.77,1.06,2.12,2.12,0,1.06,9.56,0,0,1.06,1.06,0,7.43,2.12,2.12,5.31,0,0
 96-106,0,0,2.19,0,4.37,1.09,0,42.62,0,0,17.49,2.19,0,1.09,1.09,5.46,1.09,2.19,0,2.19,30.6,0,0,2.19,101.63,0,9.84,1.09,0,0,8.74,0,0,0,0,0,2.19,0,1.09,10.93,2.19,1.09
108-118,0,0,0.77,0,5.36,4.6,0.77,52.85,0,3.06,20.68,2.3,0,0,4.6,1.53,3.06,0.77,2.3,2.3,26.04,0.77,0.77,1.53,112.6,0,2.3,2.3,0,1.53,0.77,0,0,0,0,0,4.6,0,0.77,6.13,0.77,2.3
120,0,0,0,0,13.72,1.96,0,23.52,0,1.96,15.68,0,0,0,1.96,1.96,0,0,0,3.92,19.6,0,0,7.84,143.06,1.96,5.88,1.96,0,0,7.84,0,0,0,0,0,3.92,0,1.96,3.92,0,0
