stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.51,0,0,0,7.89,0,18.4,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.76,3.15,0,0,12.59,0,15.73,6.29,6.29,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,29,1,0,9,0,0,0,1,1,0,2,0,0,0,3,0,7,0,0,1,14,1,0,1,0,0,99,0,1,0,0,5,9,0,0,1,0,3
 24-34,0.82,0,0,0,35.3,0,0,27.09,0,4.93,0,4.1,1.64,9.03,2.46,0.82,0.82,0,11.49,0.82,22.16,3.28,0.82,15.6,67.31,1.64,1.64,0,0,0,334.91,0,0,1.64,4.1,1.64,14.78,0,0,8.21,0,61.56
 36-46,0,0,0,0,31.42,31.42,0,22.56,0,6.45,0.81,1.61,0.81,10.47,0.81,0,0,0.81,1.61,0.81,30.62,2.42,0,11.28,45.12,0,2.42,0.81,0,0,477.76,3.22,0,0,0.81,0,15.31,0,0,4.83,0,129.71
 48-58,0,0,0,0,31.56,1.15,0,35,0,13.77,0.57,9.18,1.15,4.59,2.3,0.57,1.72,1.15,1.15,1.15,33.85,5.16,0.57,11.48,56.81,0.57,1.72,0.57,0,0.57,589.87,0,0,0,0,0,10.9,0,0,6.31,0,164.68
 60-70,0,0,0,0,44.17,0,0,31.41,0,11.78,1.96,4.91,0.98,1.96,1.96,1.96,0.98,0.98,1.96,0.98,24.54,1.96,0,0,24.54,0,2.94,0,0,0,350.4,0,0,0,0,0,2.94,0.98,0,1.96,0,102.08
 72-82,0,0,0,0,87.37,0,0,16.69,0,15.71,6.87,27.49,29.45,0.98,0,4.91,0.98,1.96,4.91,0,52.03,2.94,0,5.89,29.45,0,0.98,6.87,0,0,279.77,0,0,0,0.98,0,4.91,1.96,0,0.98,0.98,66.75
 84-94,0,0,0,0,174.17,1.06,0,32.92,0,28.68,4.25,11.68,54.16,1.06,10.62,10.62,1.06,5.31,3.19,1.06,42.48,5.31,1.06,3.19,23.36,0,2.12,4.25,0,0,841.13,0,0,5.31,0,0,4.25,11.68,1.06,4.25,1.06,48.85
 96-106,0,0,2.19,0,257.91,3.28,2.19,25.14,0,27.32,6.56,13.11,194.53,3.28,6.56,14.21,0,3.28,15.3,1.09,48.09,4.37,1.09,3.28,69.94,0,4.37,2.19,0,0,546.42,0,0,4.37,0,0,1.09,5.46,0,0,0,43.71
108-118,0,0,0.77,2.3,227.49,2.3,3.06,29.87,0.77,31.4,3.06,10.72,248.17,2.3,1.53,16.85,0.77,3.06,13.79,0,39.06,6.89,0.77,2.3,51.32,0,3.06,1.53,0,0.77,427.41,0,0,3.06,0,0,0.77,12.26,0.77,0.77,1.53,40.6
120,0,0,0,0,143.06,3.92,0,13.72,1.96,5.88,3.92,5.88,109.75,0,7.84,3.92,5.88,0,5.88,0,31.36,9.8,0,0,47.03,0,1.96,1.96,0,0,186.18,0,0,3.92,0,0,1.96,0,0,1.96,0,5.88
