stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,105.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,202.28,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,15.77,0,21.03,0,0,0,15.77,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,236.58,26.29,0,0,107.78,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,25.18,0,0,0,25.18,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,3.15,361.9,12.59,0,0,138.47,0,6.29,0,3.15,12.59,0,0,0,0,0,0,0,0
 14-21,0,0,3,6,101,17,0,11,0,0,0,6,6,0,0,1,1,0,0,0,0,36,0,0,22,294,18,2,3,19,0,15,3,48,5,5,61,147,0,0,3,0,2
 24-34,0,0,0,0,46.79,7.39,0,51.71,0.82,4.1,0.82,12.31,2.46,0.82,4.1,0,12.31,0,6.57,0.82,5.75,58.28,3.28,1.64,23.8,760.93,11.49,16.42,12.31,0,0,121.49,0,0,3.28,1.64,14.78,220.81,0,0,16.42,0,4.93
 36-46,0,0,0.81,0,14.5,2.42,0,124.07,0.81,1.61,4.03,37.06,2.42,0,4.83,0,5.64,0.81,4.83,0,5.64,77.34,1.61,0.81,25.78,810.5,8.06,13.7,4.83,0,0,82.98,0,0,1.61,0.81,0,234.45,0,0.81,16.11,0,11.28
 48-58,0,0,0.57,0.57,13.77,2.3,0,193.95,1.15,1.72,8.03,80.91,0.57,0,1.72,1.15,4.02,3.44,2.87,2.87,11.48,102.14,1.15,5.16,26.97,507.24,1.72,10.9,6.89,0,0,67.71,0,0,2.3,2.87,0,161.24,0,1.15,13.2,0,12.05
 60-70,0,0,1.96,0,13.74,0.98,0,239.49,2.94,4.91,8.83,75.58,1.96,0,1.96,2.94,4.91,4.91,5.89,0,0.98,96.19,1.96,5.89,8.83,424.02,1.96,9.82,5.89,0,0.98,48.09,0,0,2.94,1.96,0,75.58,0,3.93,10.8,0,7.85
 72-82,0,0,4.91,0.98,23.56,8.83,0,192.41,0.98,3.93,5.89,86.39,10.8,0.98,7.85,4.91,8.83,2.94,3.93,0,2.94,125.65,3.93,6.87,16.69,478.07,1.96,24.54,13.74,0,0,62.83,0.98,0,0.98,1.96,0,64.79,2.94,3.93,37.3,2.94,7.85
 84-94,0,0,2.12,0,30.8,8.5,0,127.44,1.06,10.62,5.31,50.98,21.24,1.06,2.12,8.5,16.99,10.62,6.37,2.12,9.56,69.03,4.25,10.62,16.99,221.97,3.19,19.12,15.93,0,4.25,118.95,0,0,10.62,2.12,0,30.8,7.43,5.31,26.55,9.56,7.43
 96-106,0,0,4.37,0,43.71,6.56,1.09,146.44,6.56,2.19,3.28,59.01,9.84,0,6.56,9.84,14.21,13.11,8.74,2.19,9.84,61.2,4.37,4.37,7.65,212.01,3.28,38.25,18.58,0,3.28,72.13,1.09,0,2.19,3.28,0,17.49,6.56,1.09,26.23,6.56,7.65
108-118,0,0,1.53,1.53,24.51,4.6,1.53,102.64,3.83,3.83,3.83,49.79,12.26,0,1.53,9.19,9.19,19.92,4.6,2.3,9.96,48.26,1.53,0.77,6.89,225.19,3.06,22.98,9.96,0,2.3,55.15,0,0,6.13,0,0,18.38,8.43,0.77,9.19,3.06,3.83
120,0,0,5.88,0,27.44,3.92,0,76.43,3.92,1.96,5.88,43.12,9.8,0,1.96,11.76,17.64,11.76,5.88,3.92,3.92,52.91,0,3.92,11.76,258.69,5.88,25.48,19.6,0,3.92,66.63,0,0,5.88,0,0,19.6,3.92,3.92,9.8,1.96,7.84
