stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,92.25,1660.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,49.04,1035.91,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,30.65,0,0,0,6.13,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,18.4,0,26.29,0,0,0,89.38,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,520.49,5.26,0,0,212.93,2.63,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,28.32,0,31.47,0,0,0,69.23,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,648.28,22.03,0,0,232.88,0,3.15,0,12.59,0,0,3.15,0,0,0,0,0
 14-21,1,1,0,5,112,39,0,82,0,1,0,4,5,4,0,0,4,0,0,0,1,25,0,0,42,459,7,1,2,14,7,0,128,3,2,173,126,0,0,3,0,1
 24-34,0,0,0,1.64,28.73,3.28,0,82.91,0,0,0.82,6.57,2.46,0.82,0,1.64,12.31,0.82,1.64,0.82,3.28,35.3,2.46,0,9.03,332.45,1.64,1.64,7.39,0,10.67,0,0,2.46,0.82,32.01,67.31,0,0,2.46,0,0.82
 36-46,0,0,1.61,0,5.64,1.61,0,56.4,0,1.61,0,17.72,0.81,0,3.22,0,4.83,0,0,0.81,0,36.26,0.81,0.81,12.89,223.98,1.61,4.03,2.42,0,8.06,0.81,0,1.61,0,0.81,36.26,0,0,0.81,0,0.81
 48-58,0,0,0.57,0,6.31,0.57,0,102.14,1.72,1.72,2.3,18.94,1.15,0,1.15,0,2.87,0.57,0.57,1.15,1.15,49.35,1.15,1.72,14.35,161.24,0,0,3.44,0.57,6.31,0,0,0.57,0.57,0,35,0,0.57,4.59,0,1.72
 60-70,0,0,0,0,11.78,1.96,0,120.73,0.98,0,1.96,20.61,1.96,0,0,0.98,5.89,0,2.94,0.98,0.98,58.89,0.98,0.98,8.83,175.69,1.96,2.94,0,0,4.91,0,0,1.96,0,0,34.35,0,0,2.94,0,1.96
 72-82,0,0,1.96,0,11.78,1.96,0,107,0.98,0,1.96,27.49,5.89,0,0.98,1.96,7.85,0.98,0,1.96,0.98,93.26,1.96,1.96,22.58,203.2,0.98,2.94,4.91,0,8.83,0,0,3.93,0,0,17.67,0.98,1.96,8.83,1.96,0
 84-94,0,0,0,1.06,16.99,15.93,0,60.54,0,3.19,4.25,25.49,7.43,1.06,0,10.62,16.99,2.12,1.06,4.25,0,56.29,0,4.25,16.99,96.65,1.06,0,4.25,0,33.99,0,0,2.12,0,0,7.43,1.06,1.06,16.99,0,0
 96-106,0,0,0,0,22.95,5.46,0,40.44,0,1.09,1.09,29.51,12.02,0,3.28,14.21,8.74,3.28,4.37,6.56,1.09,68.85,0,3.28,21.86,75.41,4.37,6.56,5.46,0,18.58,0,0,0,1.09,0,4.37,1.09,2.19,13.11,3.28,4.37
108-118,0,0,0,0,32.94,7.66,3.06,44.43,1.53,6.13,1.53,29.11,9.96,0,0,11.49,14.55,0,0.77,6.89,0,56.68,0.77,0,35.23,113.36,0,3.06,7.66,0,22.21,0,0,1.53,2.3,0,2.3,1.53,2.3,9.19,1.53,3.06
120,1.96,0,0,0,31.36,9.8,0,48.99,0,3.92,0,19.6,5.88,0,3.92,11.76,5.88,1.96,0,3.92,0,45.08,0,0,23.52,84.27,0,3.92,9.8,0,29.4,0,0,3.92,0,0,0,3.92,1.96,9.8,0,1.96
