stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,92.25,1937.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.31,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,723.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,5.26,0,0,0,21.03,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,160.35,13.14,0,0,102.52,0,0,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,31.47,0,12.59,0,56.65,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,484.63,40.91,0,0,179.38,0,0,9.44,0,9.44,0,6.29,0,0,0,0,0,0
 14-21,0,0,0,4,53,13,0,13,0,0,4,2,1,0,0,1,0,0,0,2,23,0,0,22,208,22,1,5,6,0,1,0,21,4,1,69,69,0,0,3,0,0
 24-34,0,0,0.82,0.82,18.06,3.28,0,42.68,0.82,0.82,5.75,0.82,0,0,0.82,1.64,0,1.64,0,0.82,53.36,0.82,0,19.7,590.2,0,6.57,3.28,0,0,5.75,0,0,0.82,0,7.39,125.59,0,0,9.03,0,0.82
 36-46,0,0,0,0,6.45,0.81,0,204.64,0,3.22,20.95,1.61,0,0,0.81,0,0,1.61,0,0.81,59.62,0.81,1.61,11.28,707.38,1.61,11.28,9.67,0,0,9.67,0,0,0,0,0,132.94,0,0,1.61,0,0.81
 48-58,0,0,0,0,5.16,0,0,208.29,2.3,1.15,30.99,0,0,1.72,0.57,0.57,0,2.3,1.15,2.3,55.66,0.57,1.72,9.18,374.69,1.72,5.74,3.44,0,0,3.44,0,0,1.15,0,0,78.04,0,0,4.59,0,0.57
 60-70,0,0,0.98,0,3.93,0,0,307.22,1.96,4.91,49.08,1.96,0,0.98,0,2.94,0,4.91,0.98,0,89.32,0.98,2.94,7.85,388.68,0.98,1.96,2.94,0,0,3.93,0,0,0,0,0,68.71,0,1.96,0.98,0.98,0
 72-82,0,0,0,0,6.87,1.96,0,190.44,0,4.91,56.94,6.87,0,0.98,4.91,1.96,0.98,1.96,0.98,0.98,101.11,2.94,2.94,10.8,319.04,0,7.85,7.85,0,0,3.93,0,0,0.98,0,0,21.6,3.93,0,9.82,1.96,0
 84-94,0,0,3.19,0,15.93,2.12,0,147.62,2.12,3.19,36.11,7.43,0,2.12,11.68,7.43,6.37,4.25,0,1.06,82.84,3.19,3.19,20.18,215.59,1.06,11.68,6.37,0,0,16.99,0,0,0,0,0,29.74,1.06,1.06,9.56,2.12,0
 96-106,1.09,0,3.28,0,9.84,3.28,0,98.36,1.09,1.09,39.34,7.65,0,2.19,6.56,4.37,1.09,1.09,2.19,3.28,50.27,0,2.19,6.56,147.53,3.28,4.37,3.28,0,1.09,7.65,0,0,0,0,0,7.65,2.19,2.19,7.65,1.09,1.09
108-118,0,0,0.77,0.77,10.72,3.83,4.6,93.45,1.53,2.3,27.57,9.96,0,0,5.36,6.13,0,3.06,0.77,2.3,52.85,0.77,3.83,13.79,246.64,3.06,8.43,5.36,0,0.77,9.96,0.77,0,0.77,0,0,9.96,5.36,1.53,5.36,0,2.3
120,0,0,0,0,17.64,3.92,1.96,76.43,0,0,7.84,5.88,0,1.96,7.84,0,3.92,5.88,0,0,33.32,0,3.92,5.88,205.78,7.84,5.88,9.8,0,0,7.84,0,0,1.96,0,0,3.92,0,7.84,5.88,0,0
