stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,118.6,1199.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0
  5-6,42.91,655.87,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,5.26,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,76.23,0,0,0,34.17,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,15.73,3.15,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
 24-34,0,0,0,0,0,0,0,8.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,4.1,0,0,0,0,0,0,0,0,0,1.64,0,0,0.82,0,0
 36-46,0,0,0,0,0.81,0,0,11.28,0,0,0,0.81,0,0,0,0,0,0,0,0.81,0,0,0,0,0,5.64,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0
 48-58,0,0,0,0,0,0,0,30.99,0,0,0,0.57,0,0,0,0,0,0,0,0.57,0,1.15,0,0,0,7.46,0.57,0,0,0,0,0,0,0,0,2.87,0,0,0,0,0
 60-70,0,0,0,0,0,0,0,156.06,0,0.98,0.98,4.91,0,0,0,0.98,0,0,0,2.94,0,6.87,0,0,0,18.65,0,0,0,0,0,0.98,0,0,0,1.96,0,0,0,0,1.96
 72-82,0,0,0,0,0.98,7.85,0,271.92,0.98,0,0,11.78,0.98,0.98,0,1.96,0,0,0,5.89,0,29.45,0,2.94,4.91,82.46,0,1.96,2.94,0,0,4.91,0,0,0,6.87,0,0.98,6.87,0.98,2.94
 84-94,0,0,0,0,6.37,6.37,0,301.62,0,3.19,2.12,5.31,1.06,0,1.06,1.06,1.06,0,0,2.12,1.06,27.61,1.06,0,3.19,28.68,1.06,1.06,0,0,1.06,4.25,0,0,0,5.31,1.06,0,1.06,0,2.12
 96-106,0,0,1.09,0,20.76,5.46,1.09,292.88,2.19,1.09,1.09,14.21,0,0,1.09,6.56,1.09,3.28,0,6.56,0,38.25,0,3.28,3.28,71.04,0,0,4.37,0,0,21.86,1.09,1.09,0,2.19,1.09,0,2.19,1.09,1.09
108-118,0,0,0,0,6.89,3.83,0.77,233.62,1.53,0.77,1.53,18.38,1.53,0,2.3,2.3,0.77,2.3,0,3.06,0,21.45,1.53,0,2.3,71.23,1.53,0.77,2.3,0,0,6.89,0,0,0,3.06,0,1.53,1.53,0.77,1.53
120,0,0,0,0,23.52,9.8,1.96,323.36,1.96,5.88,0,9.8,1.96,0,0,11.76,0,0,7.84,3.92,0,21.56,0,0,5.88,72.51,0,0,3.92,0,0,7.84,1.96,0,0,1.96,0,0,5.88,1.96,3.92
