stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,184.49,1093.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0,0
  5-6,208.41,471.98,0,12.26,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,79.69,0,0,0,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,44.69,21.03,0,136.69,0,0,7.89,0,0,0,0,0,42.06,0,0,0,0,0,0,0,0,0,0,0,336.48,86.75,0,0,1027.83,0,2.63,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,31.47,0,166.79,0,6.29,40.91,0,0,0,0,0,6.29,0,0,0,0,0,6.29,0,0,0,0,0,887.45,97.56,0,0,2391.7,0,0,0,12.59,9.44,0,18.88,3.15,0,0,0,0,0
 14-21,0,1,1,24,418,49,76,0,0,0,44,13,2,2,0,2,1,2,1,1,69,1,0,95,615,252,1,6,237,0,2,0,814,1,112,955,755,0,0,1,0,4
 24-34,0,0,0,9.03,185.51,0.82,59.92,8.21,5.75,3.28,88.65,7.39,0,1.64,0,0.82,3.28,14.78,0,1.64,113.28,1.64,0.82,86.19,713.32,58.28,2.46,21.34,0.82,0.82,3.28,0,1.64,6.57,19.7,233.12,362.82,0,0,9.03,0,4.93
 36-46,0.81,0,0,0.81,95.07,0.81,43.51,10.47,4.03,5.64,95.87,4.03,0,4.83,0,0.81,1.61,13.7,0.81,0.81,188.53,0.81,4.83,68.48,431.84,41.89,0.81,13.7,0,0,3.22,0,0,2.42,7.25,6.45,258.62,0,0.81,6.45,0,0
 48-58,1.15,0,0.57,0,72.3,0,61.97,12.05,5.74,7.46,117.63,1.72,0,0,0,0,0,13.2,0,2.87,312.72,0,5.74,79.76,265.67,25.25,1.15,16.64,0.57,0,1.72,0,0,3.44,10.9,0,176.16,0,1.15,0.57,0,0.57
 60-70,0,0,0,0,70.67,0,45.15,18.65,10.8,4.91,120.73,1.96,0,0.98,0,3.93,0,19.63,0.98,1.96,440.7,0,10.8,59.87,156.06,17.67,0,7.85,0,1.96,0.98,0,0.98,4.91,8.83,0,85.39,0,10.8,2.94,2.94,0
 72-82,0,0,0.98,0,73.62,1.96,76.57,10.8,7.85,3.93,157.07,10.8,0,0,0,4.91,0,29.45,0.98,3.93,624.34,0.98,19.63,81.48,148.23,14.72,0,11.78,0,9.82,1.96,0,0,6.87,2.94,0,65.77,0,18.65,4.91,12.76,0
 84-94,0,0,0,1.06,130.63,0,105.14,13.81,19.12,6.37,121.07,23.36,0,2.12,0,11.68,2.12,25.49,0,3.19,363.22,0,19.12,62.66,89.21,19.12,0,13.81,0,2.12,3.19,0,0,19.12,2.12,0,76.47,1.06,14.87,5.31,23.36,0
 96-106,0,0,0,0,102.73,1.09,74.31,16.39,15.3,2.19,97.26,9.84,0,3.28,1.09,10.93,0,21.86,2.19,2.19,320.2,2.19,10.93,56.83,91.8,12.02,2.19,10.93,0,7.65,4.37,1.09,0,26.23,3.28,0,78.68,2.19,19.67,7.65,32.79,0
108-118,0,0,0,0,121.79,0.77,26.81,16.09,17.62,2.3,84.26,7.66,0,0,0.77,9.19,3.06,19.15,0.77,1.53,304.85,0.77,4.6,58.21,102.64,22.21,1.53,12.26,0,12.26,0,0,0,26.04,4.6,0,38.3,0.77,6.13,3.06,5.36,0
120,0,0,0,0,119.55,1.96,31.36,11.76,13.72,7.84,82.31,3.92,0,0,1.96,5.88,0,13.72,0,1.96,229.29,0,13.72,60.75,94.07,21.56,0,7.84,1.96,0,3.92,0,1.96,11.76,0,0,41.16,0,7.84,5.88,11.76,0
