stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,1502.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,116.46,1078.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,7.89,0,7.89,0,0,0,18.4,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,270.76,5.26,0,0,110.41,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,9.44,0,3.15,0,37.76,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,336.73,12.59,0,0,129.03,0,9.44,0,6.29,0,6.29,0,0,0,0,0,0
 14-21,0,0,2,5,49,10,0,11,0,1,0,11,2,2,0,0,4,0,0,2,0,15,0,0,4,189,6,3,4,2,0,4,24,5,2,13,80,0,0,3,0,0
 24-34,0,0,2.46,2.46,20.52,0.82,0,32.01,0,2.46,0.82,13.13,0,0,4.1,0,8.21,0,3.28,0.82,0.82,33.66,0.82,0,19.7,484.31,4.93,13.95,4.93,0,0.82,36.12,0,3.28,0.82,10.67,131.34,0,0,12.31,0,0.82
 36-46,0,0,0,0,12.09,2.42,0,126.49,0.81,2.42,3.22,26.59,0.81,0,0.81,1.61,1.61,1.61,4.03,0,4.03,56.4,1.61,1.61,14.5,841.92,4.03,10.47,7.25,0,0,30.62,0,4.83,0,0,206.25,0,0,4.03,0,2.42
 48-58,0,0,0.57,0,8.03,2.3,0,194.52,1.15,2.3,4.59,45.33,0.57,0.57,1.15,3.44,1.72,0.57,2.3,0.57,3.44,74.02,2.3,3.44,13.77,698.89,0,6.31,3.44,0,0,15.49,0,1.72,0.57,0,174.44,0,0.57,8.61,0,2.87
 60-70,0,0,0,0,9.82,2.94,0,331.75,0.98,0.98,3.93,37.3,5.89,1.96,0,9.82,0.98,1.96,0,0.98,0.98,113.86,0,1.96,9.82,835.28,0.98,12.76,12.76,0,0.98,40.24,0,2.94,0,0,135.45,0.98,0.98,7.85,0,1.96
 72-82,0,0,0.98,0,7.85,5.89,0,305.3,0,0.98,8.83,55.95,5.89,0,1.96,11.78,2.94,3.93,3.93,0,2.94,157.07,2.94,7.85,16.69,697.96,0.98,16.69,12.76,0,0,18.65,0,0,0,0,63.81,3.93,1.96,8.83,5.89,2.94
 84-94,0,0,1.06,0,24.43,6.37,1.06,198.6,2.12,5.31,6.37,40.36,7.43,0,3.19,10.62,2.12,5.31,1.06,1.06,0,71.16,0,5.31,11.68,286.75,3.19,9.56,13.81,0,0,66.91,0,3.19,1.06,0,44.61,5.31,1.06,9.56,2.12,1.06
 96-106,0,0,2.19,0,19.67,3.28,4.37,131.14,0,2.19,0,34.97,7.65,0,5.46,9.84,2.19,0,3.28,1.09,0,62.29,2.19,3.28,6.56,214.2,2.19,6.56,12.02,0,1.09,57.92,0,1.09,0,0,12.02,0,3.28,2.19,7.65,3.28
108-118,0,0,2.3,0,31.4,2.3,3.06,91.15,0.77,3.06,4.6,20.68,6.13,0,1.53,10.72,3.83,3.06,7.66,4.6,3.06,61.28,3.06,3.83,7.66,265.79,0.77,6.13,11.49,0,0,34.47,0,1.53,0,0,9.19,2.3,1.53,9.19,0,0.77
120,0,0,0,0,19.6,7.84,0,97.99,1.96,1.96,0,25.48,9.8,0,0,5.88,1.96,0,0,5.88,0,70.55,0,1.96,5.88,317.49,5.88,9.8,13.72,0,0,45.08,0,1.96,1.96,0,21.56,0,1.96,5.88,1.96,1.96
