stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,105.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,91.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.92,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.79,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,3,1,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,198,0,1,0,0,0,0,0,0,0,4,92,0,0,0,0,0
 24-34,0,0,0,0,4.93,0,0,40.22,0,1.64,0.82,50.07,0.82,0,0,0,0.82,0,0.82,0,0.82,16.42,0,0,8.21,1690.96,4.1,0.82,0,0,0,0.82,0,0,0,0,352.15,0,0,1.64,0,2.46
 36-46,0,0,0,0,2.42,0,0,157.11,0,0.81,0.81,419.75,0,0,0,0,0,0,0,0,1.61,28.2,0,0.81,8.06,3698.02,6.45,4.03,1.61,0,0,6.45,0,0,0,0,629.23,0,0,2.42,0,4.03
 48-58,0,0,0,0,25.25,2.87,0,440.68,0.57,2.3,3.44,983.5,0,0,0.57,2.87,0,1.15,1.15,3.44,0.57,78.61,1.15,1.15,10.9,4096.39,3.44,2.87,1.72,0,0.57,9.18,0.57,0.57,1.15,0,914.07,0,0,2.3,0,7.46
 60-70,0,0,0.98,0,21.59,1.96,0,690.99,0.98,0,2.94,1224.94,1.96,0.98,0,4.91,0,1.96,0.98,1.96,0.98,72.63,0.98,4.91,10.8,3950.63,1.96,2.94,1.96,0,0,11.78,0,0.98,1.96,0,693.94,0,0.98,2.94,0,4.91
 72-82,0,0,1.96,0.98,41.23,18.65,0.98,957.12,0,5.89,5.89,1392,4.91,0,3.93,3.93,1.96,2.94,1.96,4.91,1.96,136.45,2.94,2.94,19.63,2944,2.94,5.89,13.74,0,1.96,14.72,0,0.98,0.98,0,261.12,3.93,0.98,10.8,5.89,4.91
 84-94,0,0,0,0,43.54,10.62,2.12,703.07,0,3.19,2.12,1049.29,4.25,0,3.19,5.31,2.12,5.31,1.06,0,2.12,101.96,6.37,8.5,6.37,1361.53,3.19,4.25,14.87,0,1.06,23.36,0,0,1.06,0,187.98,6.37,1.06,8.5,4.25,2.12
 96-106,0,0,3.28,0,79.78,22.95,1.09,549.7,4.37,7.65,1.09,1099.4,5.46,0,2.19,12.02,6.56,1.09,3.28,12.02,0,93.98,1.09,2.19,9.84,1051.32,3.28,5.46,26.23,0,0,24.04,0,0,2.19,0,59.01,5.46,4.37,6.56,0,4.37
108-118,0,0,0,0,29.87,7.66,0,312.51,1.53,1.53,3.83,1043.24,4.6,0,0.77,6.13,2.3,0.77,0.77,4.6,0.77,65.11,0.77,0,7.66,1015.67,2.3,7.66,24.51,0,1.53,11.49,0,0,0.77,0,46.72,1.53,0,6.13,0,2.3
120,1.96,0,0,0,62.71,15.68,1.96,403.72,0,5.88,3.92,1458.08,5.88,0,0,9.8,1.96,0,1.96,7.84,0,64.67,0,1.96,17.64,1624.66,1.96,5.88,21.56,0,0,17.64,0,5.88,0,0,66.63,1.96,0,7.84,0,5.88
