stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,434.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,471.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,18.4,0,26.29,0,0,0,107.78,0,0,0,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,612.49,42.06,0,0,265.5,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,31.47,0,34.62,0,6.29,0,132.17,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,1224.17,18.88,0,0,572.75,0,0,3.15,44.06,0,3.15,3.15,0,0,0,0,0
 14-21,0,0,1,4,149,28,0,63,0,0,0,20,5,1,4,0,2,0,0,0,1,60,0,0,67,668,12,9,8,25,0,3,178,18,2,142,220,0,0,2,0,1
 24-34,0,0,0.82,3.28,35.3,0.82,0,142.83,0,4.1,3.28,19.7,1.64,0.82,3.28,0,0,2.46,5.75,0.82,0,124.77,0.82,0,62.39,805.26,5.75,40.22,11.49,0,0,5.75,0.82,4.1,0,24.63,170.74,0,0,14.78,0,3.28
 36-46,0,0,0,0,13.7,0.81,0,273.93,0,0,2.42,25.78,0,0,1.61,0.81,0,0,0.81,0.81,1.61,130.52,0,1.61,40.28,820.17,4.03,24.98,8.06,0,0,2.42,1.61,0.81,0,0,111.99,0,0.81,1.61,0.81,0.81
 48-58,0,0,0,0.57,11.48,1.15,0,421.75,0.57,2.87,6.89,45.33,0.57,0,1.72,0,1.15,0.57,4.02,1.15,0.57,179.03,0.57,5.16,26.97,758,2.87,15.49,10.9,0,0,4.02,0,1.72,0.57,0,98.12,0,1.72,2.87,0,1.15
 60-70,0,0,0.98,0,11.78,0,0,596.77,0,1.96,6.87,46.13,2.94,0,3.93,0.98,0.98,0,3.93,0,0,181.58,0,4.91,15.7,804.85,0,13.74,4.91,0,0,7.85,0,0,0,0,64.78,0.98,5.89,2.94,1.96,0.98
 72-82,0,0,4.91,0.98,18.65,4.91,0,453.53,0,2.94,15.71,79.51,6.87,0,2.94,0.98,0.98,2.94,9.82,0,1.96,248.36,0.98,9.82,28.47,654.77,0,18.65,10.8,0,0.98,8.83,0,0,0,0,43.19,1.96,7.85,6.87,6.87,0.98
 84-94,0,0,4.25,0,29.74,7.43,1.06,352.6,0,3.19,6.37,50.98,3.19,1.06,4.25,3.19,5.31,3.19,5.31,1.06,1.06,183.73,2.12,6.37,19.12,340.91,2.12,21.24,9.56,0,1.06,16.99,0,2.12,0,0,25.49,1.06,8.5,13.81,9.56,3.19
 96-106,0,0,4.37,0,34.97,6.56,1.09,209.83,0,2.19,8.74,54.64,8.74,0,4.37,5.46,2.19,2.19,4.37,1.09,1.09,172.67,0,9.84,13.11,302.72,0,30.6,17.49,0,3.28,9.84,0,0,0,0,14.21,0,4.37,8.74,9.84,0
108-118,0,0,4.6,0,26.04,8.43,1.53,170.81,0,5.36,15.32,51.32,3.83,0,3.06,1.53,3.06,3.83,4.6,1.53,1.53,148.6,0,3.06,21.45,423.58,2.3,14.55,9.19,0,0,13.79,0,2.3,0,0,13.02,2.3,0.77,6.13,2.3,3.83
120,0,0,1.96,0,23.52,5.88,0,146.98,1.96,11.76,3.92,41.16,1.96,0,1.96,0,1.96,0,1.96,5.88,0,94.07,0,0,15.68,366.48,0,7.84,9.8,0,0,5.88,0,3.92,0,0,5.88,0,5.88,3.92,7.84,1.96
