stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,118.6,2042.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,122.59,1814.37,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,42.91,18.39,0,0,24.52,0,30.65,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,10.51,0,18.4,0,0,44.69,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,470.54,13.14,0,0,144.58,0,2.63,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,6.29,0,3.15,37.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.26,6.29,0,0,62.94,0,0,9.44,0,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,33,10,19,0,0,0,11,3,0,0,0,0,0,0,0,0,33,0,0,20,384,6,0,1,3,0,1,3,29,1,4,9,147,0,0,3,0,0
 24-34,0,0,0,3.28,23.8,2.46,49.25,0,1.64,4.1,17.24,2.46,0.82,6.57,0,1.64,0,2.46,0,1.64,97.68,0,0,43.51,659.15,2.46,4.93,9.03,0,0,2.46,0,0,0,0.82,8.21,182.23,0,0,12.31,0,3.28
 36-46,0,0,0,0,12.09,0,72.51,0,0.81,7.25,66.06,0,0,8.86,0,0,0,1.61,0,3.22,173.22,0,2.42,41.09,541.41,5.64,7.25,9.67,0,0,2.42,1.61,1.61,0,0,0,208.67,0,0,19.34,0,0.81
 48-58,0,0,0.57,0,8.61,0,74.59,0,2.3,10.33,114.19,0,1.15,4.02,0,0,0.57,3.44,1.15,4.59,203.13,0.57,5.74,36.72,208.29,2.3,0,4.02,0,0,0.57,0.57,0,0.57,0,0,107.3,0,0.57,17.21,0,1.15
 60-70,0,0,0,0,8.83,0.98,108.95,0,5.89,11.78,151.15,0,0.98,8.83,0,1.96,2.94,4.91,0,0.98,326.85,0,8.83,30.43,156.06,0,0,8.83,0,3.93,0,0.98,0,0,0,0,64.78,0,7.85,26.5,2.94,0
 72-82,0,0,0.98,0,19.63,2.94,106.02,0,2.94,16.69,213.02,1.96,1.96,5.89,3.93,0.98,0.98,5.89,0.98,0.98,477.09,0.98,9.82,29.45,139.4,1.96,1.96,17.67,0,3.93,2.94,0.98,0.98,1.96,0,0,29.45,0.98,13.74,27.49,16.69,3.93
 84-94,0,0,0,0,30.8,3.19,101.96,0,5.31,10.62,130.63,2.12,3.19,7.43,1.06,2.12,3.19,0,3.19,1.06,334.54,1.06,13.81,28.68,94.52,0,2.12,15.93,0,3.19,9.56,0,0,0,0,0,22.3,1.06,14.87,30.8,10.62,2.12
 96-106,0,0,2.19,0,26.23,5.46,91.8,0,5.46,15.3,163.93,4.37,0,8.74,3.28,1.09,6.56,4.37,4.37,1.09,352.99,1.09,9.84,21.86,118.03,2.19,8.74,24.04,0,9.84,9.84,0,0,2.19,0,0,20.76,1.09,6.56,26.23,19.67,1.09
108-118,0.77,0,0,0,32.17,3.06,53.62,1.53,11.49,13.02,132.51,3.83,0,3.83,0.77,0.77,20.68,8.43,1.53,0,301.79,2.3,13.02,21.45,130.21,6.89,6.13,19.92,0,6.89,5.36,0,0,0,0,0,13.79,2.3,12.26,29.11,6.89,3.83
120,0,0,0,0,21.56,1.96,64.67,0,1.96,11.76,109.75,3.92,0,3.92,1.96,0,7.84,1.96,5.88,5.88,241.05,1.96,9.8,13.72,127.39,11.76,3.92,21.56,0,7.84,7.84,0,0,3.92,1.96,0,17.64,0,13.72,33.32,11.76,0
