stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,79.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.83,2.63,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,0,9.44,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,47.2,3.15,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,5,64,12,36,0,1,0,11,4,0,2,0,6,0,1,1,1,29,0,0,20,359,3,2,7,6,0,3,58,4,1,76,97,0,0,2,0,0
 24-34,0,0,0,3.28,10.67,2.46,34.48,0,0.82,0,10.67,0,0,1.64,0,0,0,1.64,0,0,27.09,0,0,9.03,341.48,0,4.93,2.46,0,0,3.28,0,1.64,0,16.42,84.55,0,0,1.64,0,0.82
 36-46,0,0,0,0,4.03,0,58.01,0,0,0,16.92,0,0,0,0.81,0.81,0,0.81,0,0,27.39,0,1.61,7.25,296.49,0.81,4.03,3.22,0,0,10.47,0,1.61,0,0,72.51,0,0,3.22,0,0
 48-58,0,0,0,0,4.02,0.57,60.82,0,0.57,6.31,22.95,0.57,0,1.72,0.57,0.57,0.57,0,0.57,0,40.74,0,1.15,8.03,169.27,0.57,0.57,1.72,0,0,5.16,0,0,0.57,0,37.3,0,0.57,4.02,0,0.57
 60-70,0,0,0,0,6.87,0,67.73,1.96,1.96,0.98,23.56,0,0,0,2.94,0,0,0.98,0,0,31.41,0,2.94,4.91,91.28,0,0,1.96,0,0,2.94,0,0,0,0,14.72,0,0,0.98,0,0
 72-82,0,0,1.96,0,8.83,1.96,64.79,0,0,3.93,25.52,4.91,0,0,1.96,0,0.98,1.96,0,0,35.34,0,0.98,5.89,106.02,0.98,2.94,4.91,0,0.98,6.87,0,0,0,0,4.91,0,0,2.94,1.96,0
 84-94,0,0,0,0,10.62,4.25,27.61,0,0,1.06,7.43,0,1.06,0,3.19,1.06,1.06,1.06,0,0,21.24,1.06,2.12,2.12,39.3,0,0,2.12,0,0,15.93,0,0,0,0,3.19,0,1.06,1.06,2.12,0
 96-106,0,0,0,0,10.93,4.37,24.04,0,1.09,3.28,8.74,3.28,0,0,8.74,1.09,1.09,4.37,1.09,0,29.51,0,0,5.46,41.53,0,1.09,6.56,0,1.09,12.02,0,1.09,0,0,4.37,2.19,0,3.28,2.19,0
108-118,0,0,0,0,8.43,7.66,26.04,0,0.77,0,13.02,2.3,0,0,3.83,1.53,2.3,1.53,2.3,0,19.15,0,1.53,4.6,49.02,0.77,0,5.36,0,0.77,9.19,0,0,0.77,0,3.06,1.53,0,5.36,0.77,0
120,0,0,0,0,19.6,11.76,9.8,0,3.92,1.96,7.84,1.96,0,0,11.76,0,0,1.96,1.96,0,15.68,0,1.96,7.84,41.16,1.96,0,3.92,0,0,17.64,0,5.88,0,0,1.96,1.96,0,5.88,0,0
