stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,434.87,5468.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.91,0,0,0,0,0,0,0,0,0,0,0
  5-6,300.35,3493.89,0,6.13,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,110.33,24.52,0,0,36.78,0,67.43,0,0,0,0,0,0,0,0,0,0,0
  7-9,23.66,23.66,0,44.69,0,0,97.26,0,0,0,0,0,34.17,0,0,0,0,0,0,0,0,0,0,0,822.79,47.32,0,0,273.39,0,13.14,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,22.03,0,66.09,0,6.29,100.7,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,840.24,40.91,0,0,280.08,0,0,12.59,3.15,37.76,0,0,3.15,0,0,0,0,0
 14-21,0,0,3,14,63,38,28,0,0,0,5,8,3,0,0,4,0,0,0,1,34,0,0,35,415,7,3,1,14,0,7,5,80,4,7,91,132,0,0,5,0,1
 24-34,0,0,0,3.28,13.95,2.46,36.94,0,0,2.46,6.57,0.82,0.82,0.82,0,2.46,0,0.82,0.82,0.82,34.48,0,0.82,16.42,433.41,2.46,2.46,4.1,0,0,9.03,0.82,0.82,3.28,0,9.03,84.55,0,0,9.03,0,1.64
 36-46,0,0,0,0,5.64,2.42,74.93,0.81,0.81,2.42,11.28,1.61,0,0.81,0.81,0.81,0,0,0.81,0,29.81,0,0.81,8.06,447.95,0,0,0.81,0,0,6.45,0,0.81,1.61,0,0,78.15,0,0.81,2.42,0,2.42
 48-58,0,0,0,0,1.72,1.72,96.4,0.57,2.3,2.87,18.94,0,0,0,0.57,0,0.57,0.57,0,0.57,49.35,0,2.3,8.03,232.96,0.57,0.57,2.3,0,0,7.46,0.57,0,0,0.57,0,53.36,0,0.57,2.87,0,1.72
 60-70,0,0,0,0,6.87,0.98,114.84,0,0.98,2.94,23.56,0.98,0,0,2.94,0,0,1.96,0.98,0.98,70.67,0.98,2.94,2.94,234.58,0,1.96,2.94,0,0.98,14.72,0,0,1.96,0,0,34.35,0,0,1.96,0,0
 72-82,0,0,0,0,3.93,1.96,49.08,0,0,1.96,11.78,2.94,0,0.98,0.98,0,1.96,0.98,0,0,56.94,0,0.98,3.93,124.67,0.98,0,1.96,0,0,14.72,0,0,0.98,0,0,7.85,0.98,2.94,8.83,0.98,0.98
 84-94,0,0,0,0,5.31,3.19,37.17,0,1.06,3.19,10.62,0,0,1.06,6.37,2.12,2.12,0,0,0,39.3,2.12,2.12,7.43,52.04,2.12,1.06,3.19,0,1.06,19.12,0,0,0,0,0,7.43,0,0,4.25,0,1.06
 96-106,0,0,0,0,9.84,3.28,22.95,0,1.09,1.09,10.93,4.37,0,0,4.37,1.09,1.09,2.19,0,2.19,21.86,3.28,1.09,4.37,48.09,2.19,1.09,3.28,0,0,24.04,1.09,0,0,0,0,3.28,0,2.19,8.74,2.19,1.09
108-118,0,0,0,0.77,7.66,3.06,19.92,0,3.83,1.53,15.32,6.13,0,1.53,5.36,0.77,0.77,0,3.06,0,19.15,0.77,0,6.13,48.26,2.3,0,0.77,0,0.77,15.32,1.53,0,0.77,0,0,2.3,0.77,0,2.3,0.77,1.53
120,0,0,0,0,7.84,3.92,17.64,0,0,0,11.76,1.96,0,0,13.72,0,0,1.96,1.96,0,15.68,0,0,1.96,37.24,1.96,0,0,0,0,31.36,0,0,3.92,0,0,1.96,0,0,7.84,0,0
