stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,65.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,67.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.26,0,2.63,0,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.32,7.89,0,0,44.69,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,6.29,0,0,0,47.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.84,3.15,0,0,47.2,0,0,3.15,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,1,2,1,0,0,5,0,0,0,1,1,0,0,0,0,0,6,0,15,0,0,7,29,0,0,0,0,0,0,1,2,0,1,5,9,0,0,0,0,0
 24-34,0,0,0,0,1.64,0,0,9.03,0,0,2.46,9.03,0.82,0.82,0,0,0,0,0,0,16.42,0,0,6.57,49.25,0,0.82,0,0,0,0,0,0.82,0,0,0,18.06,0,0,0,0,0.82
 36-46,0,0,0,0,0.81,0.81,0,6.45,0,0,0.81,28.2,0,1.61,0,0,0,0,0,0,5.64,0,0,1.61,73.32,0,0,0,0,0,0,0,0,0,0,0,18.53,0,0,0,0,0
 48-58,0,0,0,0,0,0,0,5.16,0.57,0,0.57,37.87,0,0.57,0,0,4.02,0,0,0,5.16,0,0,0.57,65.99,0,0,0,0,0,0,0,0,0,0,0,10.9,0,0,0.57,0,0.57
 60-70,0,0,0,0,0,0,0,12.76,0,0,0,36.32,0,0,0,0.98,21.59,0,0,0,15.7,0,0.98,0,70.67,0.98,0,0,0,0,0,0,0,0,0,0,22.58,0,1.96,0.98,1.96,0
 72-82,0,0,0,0,0.98,1.96,0,21.6,0,0.98,0,47.12,0,0,0.98,0,28.47,0.98,0,0.98,39.27,0,0.98,1.96,73.62,0,0.98,1.96,0,0,0,0,0,0,0,0,21.6,0,1.96,0,33.38,0.98
 84-94,0,0,0,0,0,0,0,27.61,0,0,0,35.05,0,0,0,1.06,22.3,0,0,0,24.43,0,4.25,2.12,41.42,1.06,0,0,0,0,1.06,0,0,0,0,0,13.81,1.06,1.06,0,36.11,2.12
 96-106,0,0,0,0,0,1.09,1.09,24.04,0,0,1.09,41.53,4.37,0,1.09,1.09,27.32,0,0,0,17.49,1.09,2.19,1.09,46.99,0,0,1.09,0,0,0,0,0,0,0,0,6.56,0,1.09,0,56.83,0
108-118,0,0,0,0,0.77,0.77,0,26.81,0,0,0,32.17,0.77,0,0,0,23.74,0,0,0,13.79,0,1.53,0,49.79,0.77,0,0,0,0.77,0,0,0,0,0,0,4.6,0,2.3,0.77,40.6,0
120,0,0,0,0,1.96,0,0,17.64,0,0,0,37.24,0,0,1.96,0,27.44,0,0,0,9.8,0,0,0,45.08,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,3.92,43.12,0
