stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,0,49.04,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,7.89,0,44.69,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.49,7.89,0,0,5.26,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,176.23,0,37.76,3.15,0,0,0,0,0,6.29,0,0,0,0,0,6.29,0,0,0,0,0,660.86,169.94,0,0,47.2,0,6.29,0,3.15,18.88,0,0,0,0,0,0,0,0
 14-21,1,1,0,43,1048,35,440,0,1,0,2,56,4,0,0,6,0,0,6,0,71,2,0,21,375,476,0,16,10,0,41,0,10,0,2,3,56,0,0,1,0,0
 24-34,0,0.82,0,30.37,352.15,1.64,322.6,0,5.75,2.46,2.46,27.91,0,1.64,0,0,0,0,9.85,0,50.07,6.57,0,6.57,350.51,70.59,0.82,21.34,0,0,104.25,0,0,0,0,4.93,157.6,0,0,18.88,0,0
 36-46,0,0,0,3.22,112.79,0,250.56,0,6.45,13.7,2.42,17.72,0,0.81,0.81,0.81,1.61,1.61,3.22,0.81,97.49,0.81,0.81,12.89,248.95,37.06,0.81,13.7,0,0,133.74,0,0,0,0,0,191.75,0,0,39.48,0,1.61
 48-58,0.57,0,0,0,77.46,0.57,345.43,0,10.33,18.94,12.05,9.75,0,0,0,0.57,1.72,4.02,3.44,1.72,122.22,1.72,1.72,17.21,235.26,12.62,0,14.35,0,0,148.04,0,0,0,0,0,126.81,0,0,30.41,0,0.57
 60-70,0,0,0,0,47.11,0.98,669.4,0,15.7,17.67,24.54,15.7,0,0,2.94,0.98,0,1.96,0,0.98,182.56,1.96,2.94,10.8,193.36,11.78,0,5.89,0,0,142.32,0,0,0.98,0.98,0,68.71,0,0,32.39,1.96,0
 72-82,0,0,5.89,0,57.92,0,600.78,0.98,13.74,43.19,58.9,13.74,0,1.96,0.98,2.94,0.98,0,0.98,0,265.05,3.93,0.98,11.78,254.25,6.87,0.98,20.61,0.98,0.98,159.03,0,0,0,0,0,39.27,0,1.96,55.95,5.89,1.96
 84-94,0,0,7.43,0,122.13,3.19,400.39,1.06,36.11,21.24,44.61,30.8,0,0,1.06,8.5,0,1.06,1.06,0,183.73,5.31,4.25,11.68,203.91,13.81,1.06,15.93,0,0,402.51,0,0,1.06,1.06,0,23.36,1.06,2.12,52.04,5.31,0
 96-106,0,0,9.84,0,98.36,5.46,365.01,3.28,39.34,22.95,43.71,38.25,0,2.19,2.19,8.74,1.09,1.09,2.19,0,204.36,4.37,3.28,12.02,192.34,12.02,1.09,22.95,0,0,291.79,0,0,0,0,0,15.3,0,2.19,65.57,1.09,1.09
108-118,0.77,0,6.13,0,75.83,0.77,298.73,2.3,45.19,16.85,36.77,33.7,0,0.77,0.77,7.66,0.77,1.53,1.53,0.77,167.75,10.72,2.3,9.96,204.51,16.09,1.53,16.85,0,0,184.6,0,0,0,0,0,9.19,1.53,0,34.47,1.53,0.77
120,0,0,3.92,0,80.35,0,190.1,0,37.24,17.64,29.4,29.4,0,0,0,1.96,0,1.96,7.84,0,146.98,3.92,1.96,11.76,194.02,11.76,0,17.64,0,0,150.9,0,0,0,0,0,15.68,0,0,37.24,0,0
