stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,42.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,7.89,0,28.92,0,0,0,34.17,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,433.74,7.89,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,22.03,0,37.76,0,0,0,22.03,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,421.69,3.15,0,0,50.35,0,3.15,0,3.15,0,0,3.15,0,0,0,0,0
 14-21,0,0,1,7,37,6,0,24,0,1,0,1,3,0,2,0,1,0,0,2,0,23,0,0,14,262,3,1,2,1,0,3,8,6,1,24,70,0,0,3,0,0
 24-34,0,0,0.82,2.46,20.52,0,0,32.01,0,0.82,0,13.13,1.64,0,3.28,0,0,0.82,2.46,2.46,0,38.58,0,0,22.16,623.03,5.75,1.64,7.39,0,0,5.75,0,10.67,1.64,1.64,164.17,0,0,23.8,0,0
 36-46,0,0,0,0,6.45,0,0,62.04,1.61,0.81,1.61,28.2,0,0,2.42,0.81,0,0,2.42,0,0,42.7,0,0,16.92,695.29,1.61,1.61,4.03,0,0,7.25,0,0,1.61,0,159.52,0,0,11.28,0,0
 48-58,0,0,0,0,6.89,0,0,241,0,4.02,1.15,74.02,0.57,0,2.3,0.57,0,2.3,2.3,0.57,0.57,57.38,0,1.72,11.48,762.01,2.3,2.3,6.31,0,0.57,6.89,0,1.15,2.3,0,171.57,0,0,10.9,0,1.72
 60-70,0.98,0,0.98,0,10.8,0,0,469.17,0,6.87,3.93,97.17,0.98,0,2.94,0,0.98,0,0.98,0,0.98,66.74,0,1.96,3.93,766.57,1.96,0,4.91,0,0,5.89,0,5.89,0.98,0,87.36,0,1.96,10.8,0.98,2.94
 72-82,0,0,0,0,16.69,3.93,0,372.05,0,0,2.94,62.83,4.91,0,3.93,0,0.98,0.98,0.98,0.98,0.98,95.22,0,3.93,11.78,565.44,0.98,2.94,4.91,0,2.94,5.89,0,0.98,0.98,0,53.01,0,4.91,20.61,2.94,0.98
 84-94,0,0,2.12,0,14.87,3.19,0,220.9,0,1.06,2.12,45.67,6.37,0,3.19,3.19,1.06,3.19,3.19,2.12,0,59.47,1.06,4.25,6.37,284.63,5.31,4.25,4.25,0,0,10.62,0,7.43,0,0,29.74,4.25,2.12,16.99,1.06,0
 96-106,0,0,1.09,0,9.84,3.28,1.09,165.02,0,3.28,1.09,49.18,14.21,0,3.28,1.09,4.37,3.28,2.19,0,0,41.53,2.19,1.09,2.19,226.22,3.28,1.09,10.93,0,1.09,13.11,0,3.28,0,0,10.93,1.09,3.28,16.39,0,1.09
108-118,0,0,0.77,0,13.02,2.3,0,154.72,0,5.36,3.06,34.47,5.36,0,0.77,2.3,3.06,1.53,2.3,0,0,39.06,0.77,6.89,4.6,228.26,3.83,2.3,8.43,0,1.53,12.26,0,3.06,0,0,9.19,4.6,1.53,9.19,2.3,2.3
120,0,0,1.96,1.96,19.6,0,0,168.54,1.96,7.84,1.96,35.28,5.88,0,0,3.92,3.92,1.96,1.96,0,0,21.56,0,0,3.92,250.85,0,7.84,7.84,0,0,11.76,0,3.92,1.96,0,11.76,0,1.96,7.84,1.96,1.96
