stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,171.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,42.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,7.89,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,2.63,0,0,2.63,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,0,0,3.15,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.47,0,0,0,18.88,0,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,6,2,0,6,0,0,0,1,1,0,0,1,0,0,0,0,5,0,0,6,38,3,0,1,0,0,0,0,2,4,0,0,12,0,0,0,0,1
 24-34,0,0,0,0,14.78,0.82,0,19.7,0,2.46,0.82,2.46,0,0.82,0,0.82,0.82,0,0.82,1.64,17.24,0,0,8.21,76.34,1.64,0,4.93,0,0,22.16,0,0,4.93,0,4.93,24.63,0,0,0.82,0,2.46
 36-46,0,0,0,0,6.45,0,0,50.76,1.61,0.81,0.81,4.03,0,0,0,0,0,0,0,1.61,16.11,0.81,0,4.83,47.53,0.81,0.81,0.81,0,0,20.14,0,0,4.03,0,0,12.89,0,0,3.22,0,0.81
 48-58,0,0,0,0,6.89,2.3,0,79.19,3.44,2.87,3.44,8.03,0.57,0.57,0,0,0,1.72,0,6.89,25.25,1.15,0.57,2.87,38.44,0,0,1.72,0,0,8.03,0,0,4.02,0,0,5.74,0,0,7.46,0,5.16
 60-70,0.98,0,0.98,0,12.76,9.82,0,274.83,1.96,2.94,1.96,17.67,1.96,1.96,0,0,1.96,3.93,0,4.91,37.3,0,2.94,4.91,58.89,0,0,0.98,0,0.98,18.65,0,0,2.94,0,0,9.82,0,0,5.89,0,4.91
 72-82,0,0,0,0,11.78,63.81,0,434.88,0.98,1.96,2.94,59.88,9.82,1.96,1.96,2.94,4.91,9.82,1.96,4.91,77.55,0,3.93,7.85,112.89,0.98,0.98,6.87,0,1.96,14.72,0,0,6.87,0,0,3.93,0,0.98,8.83,0.98,5.89
 84-94,0,0,3.19,0,30.8,45.67,2.12,289.94,1.06,7.43,1.06,44.61,14.87,0,1.06,3.19,9.56,12.74,2.12,9.56,60.54,1.06,1.06,3.19,53.1,1.06,1.06,7.43,0,0,55.23,0,0,6.37,1.06,0,7.43,1.06,3.19,7.43,7.43,10.62
 96-106,0,0,2.19,0,50.27,80.87,2.19,348.62,1.09,5.46,5.46,46.99,18.58,0,1.09,5.46,7.65,14.21,2.19,3.28,78.68,4.37,4.37,6.56,61.2,3.28,3.28,18.58,0,2.19,40.44,0,0,3.28,0,0,6.56,1.09,0,16.39,3.28,4.37
108-118,0,0,1.53,0,44.43,29.11,3.83,237.45,1.53,9.96,3.06,49.02,16.09,0.77,0.77,5.36,13.02,15.32,6.13,6.13,74.3,0.77,6.13,18.38,80.43,1.53,2.3,13.79,0,0.77,35.23,0,0,9.96,0,0,4.6,2.3,0.77,6.13,3.83,8.43
120,0,0,0,0,33.32,48.99,0,176.38,3.92,13.72,3.92,31.36,11.76,0,5.88,3.92,3.92,13.72,5.88,1.96,62.71,0,3.92,3.92,60.75,0,0,7.84,0,0,17.64,0,0,5.88,3.92,0,3.92,0,3.92,15.68,0,0
