stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,131.78,4058.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.96,0,0,0,0,0,0,0,0,0,0,0
  5-6,165.5,1789.85,0,6.13,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,61.3,0,0,0,18.39,0,42.91,0,0,0,0,0,0,0,0,0,0,0
  7-9,28.92,23.66,0,47.32,0,0,0,76.23,0,0,0,0,0,44.69,0,0,0,0,0,0,0,0,0,0,0,667.69,52.57,0,0,270.76,0,7.89,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,31.47,0,53.5,0,3.15,0,97.56,0,0,0,0,0,34.62,0,0,0,0,0,0,0,0,0,0,3.15,821.36,47.2,0,0,254.9,0,0,9.44,0,15.73,0,0,0,0,0,0,0,0
 14-21,0,0,2,8,107,13,0,40,0,1,0,6,5,1,3,0,3,0,0,0,0,47,1,0,32,434,20,2,4,10,0,22,0,44,7,2,96,183,0,0,10,0,0
 24-34,0,0,5.75,5.75,72.24,8.21,0,108.35,0,6.57,3.28,24.63,2.46,0,12.31,5.75,16.42,1.64,6.57,3.28,5.75,157.6,4.93,0,67.31,1203.38,11.49,24.63,22.16,0,0,69.77,0,0,4.93,1.64,18.88,325.88,0,0,45.97,0,7.39
 36-46,0,0,0.81,0,34.64,2.42,0,334.35,6.45,11.28,9.67,83.79,2.42,0,8.06,5.64,4.03,3.22,8.06,1.61,11.28,211.89,3.22,2.42,52.37,1654.84,7.25,24.98,8.06,0.81,0,66.87,0.81,0.81,4.03,4.83,0,431.03,0,1.61,33.03,0,19.34
 48-58,0.57,0,1.72,0,51.07,2.3,0,562.33,2.87,21.23,13.77,152.63,2.3,4.59,9.18,9.18,3.44,2.87,6.89,2.87,17.79,308.13,8.03,8.61,55.09,1452.3,4.59,22.38,26.97,0.57,0.57,48.2,0,0,2.3,8.03,0,358.05,0,2.3,41.31,0,24.1
 60-70,0,0,0.98,0,62.82,12.76,0,959.93,4.91,13.74,20.61,212.01,6.87,3.93,3.93,21.59,3.93,5.89,7.85,0,10.8,414.2,3.93,15.7,31.41,1722.57,7.85,19.63,15.7,0,3.93,57.91,0,0,4.91,6.87,0,248.33,1.96,12.76,41.22,2.94,25.52
 72-82,0,0,7.85,0.98,76.57,55.95,1.96,832.45,10.8,23.56,21.6,225.78,18.65,3.93,10.8,28.47,9.82,8.83,16.69,3.93,5.89,584.09,12.76,21.6,47.12,1439.12,2.94,30.43,42.21,0,2.94,71.66,0,0,1.96,10.8,0,109.95,3.93,15.71,75.59,15.71,17.67
 84-94,1.06,0,3.19,0,134.88,49.92,5.31,621.29,9.56,32.92,19.12,135.94,28.68,3.19,12.74,47.79,21.24,20.18,23.36,4.25,24.43,360.03,7.43,18.05,43.54,682.89,10.62,26.55,50.98,0,4.25,229.4,0,0,12.74,8.5,0,76.47,18.05,14.87,64.78,12.74,20.18
 96-106,0,0,6.56,0,138.79,44.81,5.46,414.19,18.58,41.53,18.58,153,32.79,1.09,8.74,44.81,26.23,17.49,28.41,6.56,15.3,323.48,20.76,15.3,37.16,562.82,6.56,45.9,54.64,0,4.37,225.13,0,0,15.3,15.3,0,40.44,21.86,8.74,72.13,21.86,33.88
108-118,0,0,5.36,0,161.62,38.3,9.19,375.32,13.79,55.15,19.92,118.72,36.77,0,10.72,42.13,19.92,32.94,20.68,9.96,15.32,267.32,6.13,16.09,35.23,738.39,5.36,28.34,44.43,0,10.72,154.72,0,0,7.66,12.26,0,25.28,29.87,10.72,57.45,10.72,26.81
120,3.92,0,1.96,1.96,154.82,45.08,3.92,268.49,15.68,27.44,13.72,88.19,39.2,0,7.84,45.08,15.68,11.76,27.44,9.8,11.76,215.58,11.76,15.68,37.24,709.44,11.76,25.48,33.32,1.96,3.92,129.35,1.96,0,3.92,5.88,0,33.32,7.84,5.88,52.91,15.68,9.8
