stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,711.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,42.91,711.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,5.26,34.17,0,0,0,39.43,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,475.8,7.89,0,0,134.06,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,22.03,0,0,0,47.2,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,380.78,18.88,0,0,169.94,0,3.15,9.44,0,15.73,0,3.15,0,0,0,0,0,0
 14-21,0,0,1,22,2,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,8,89,4,2,2,2,0,1,1,13,2,0,11,39,0,0,0,0,0
 24-34,0,0,0,3.28,0,0,9.85,0,2.46,0,0,0.82,0,0,0,0.82,0,0,1.64,0.82,19.7,1.64,0,5.75,132.16,2.46,0.82,1.64,0,0,9.03,0,0,0,0,4.93,42.68,0,0,4.93,0,0
 36-46,0,0,0,3.22,0.81,0,28.2,0.81,0,0,9.67,0,0,0.81,0,1.61,0,0,0,0,16.11,0,0.81,4.83,132.13,0.81,0.81,1.61,0,0,5.64,0,0,1.61,0,0,35.45,0,0,1.61,0,0
 48-58,0,0,0,1.72,0.57,0,43.04,0,0,0.57,14.35,1.15,0.57,0.57,0.57,0.57,0.57,0,0,1.15,19.51,0,0,3.44,97.55,0,0,1.15,0,0.57,4.02,0,0,0,0.57,0,22.95,0,1.15,0.57,0,0
 60-70,0,0,0,3.93,0,0,35.33,0,0.98,1.96,16.69,0,0,0.98,0,0,0.98,0,0,0,27.48,0,0,3.93,112.88,0.98,0.98,2.94,0,0,3.93,0,0,0.98,0,0,14.72,0,1.96,0.98,0,0
 72-82,0,0,0,8.83,3.93,0,40.25,0.98,0,0.98,25.52,0,0.98,0.98,1.96,0,0.98,0.98,0,0,38.28,2.94,0,2.94,79.51,1.96,1.96,0.98,0,0.98,4.91,0,0,0,0.98,0,8.83,0,0.98,3.93,2.94,1.96
 84-94,0,0,0,11.68,2.12,0,30.8,0,1.06,0,14.87,3.19,1.06,0,3.19,2.12,2.12,2.12,2.12,1.06,22.3,0,1.06,3.19,56.29,3.19,1.06,4.25,0,0,22.3,0,0,0,0,0,7.43,0,0,6.37,1.06,1.06
 96-106,1.09,0,0,12.02,3.28,0,21.86,1.09,1.09,2.19,10.93,1.09,0,2.19,3.28,1.09,1.09,1.09,1.09,1.09,32.79,1.09,1.09,4.37,43.71,1.09,1.09,6.56,0,0,15.3,0,0,0,0,0,0,1.09,2.19,5.46,0,2.19
108-118,0,0,0,14.55,1.53,1.53,18.38,0.77,2.3,1.53,16.09,3.06,0,0,1.53,0.77,0.77,0.77,0,0.77,22.98,0,1.53,4.6,54.38,0,0,3.83,0,0.77,21.45,0,0,2.3,0.77,0,3.83,0,0.77,3.06,2.3,1.53
120,0,0,0,13.72,0,0,23.52,0,1.96,1.96,21.56,1.96,0,0,1.96,0,0,1.96,0,0,23.52,0,0,5.88,58.79,3.92,0,1.96,0,0,5.88,0,0,0,0,0,5.88,0,1.96,1.96,1.96,1.96
