stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,197.67,2016.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.89,0,0,0,0,0,0,0,0,0,0,0
  5-6,392.3,3126.11,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.69,24.52,0,0,67.43,30.65,0,0,0,0,0,0,0,0,0,0,0
  7-9,34.17,110.41,0,102.52,0,0,0,389.05,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,3780.09,184.01,0,0,1369.56,15.77,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,47.2,0,31.47,0,3.15,0,210.85,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,2634.01,44.06,0,0,629.39,3.15,0,3.15,6.29,0,6.29,9.44,0,0,0,0,0
 14-21,0,0,0,2,116,2,0,10,0,0,0,144,1,0,0,0,1,0,0,0,0,6,0,0,8,3060,16,1,3,78,6,0,45,1,1,50,1600,0,0,0,0,0
 24-34,0,0,0.82,0,50.07,0,0,16.42,0,0.82,0,96.04,0,0,0,0.82,0,0,0,0.82,0,8.21,1.64,0,8.21,2274.59,1.64,1.64,0.82,0,8.21,0,0,0,0.82,0.82,893.91,0,0,6.57,0,0
 36-46,0,0,0,0,21.75,0,0,12.09,0,0,0,82.98,0,0,0,0,0,0,0,0,0,3.22,0,0,0,964.39,0.81,0.81,0,0,4.03,0,0,0,0,0,524.49,0,0,0.81,0,0.81
 48-58,0,0,0,0,21.8,0,0,20.66,1.15,1.72,0,149.76,0,0,0,0,0,0,0,0,0,6.89,0.57,0,1.15,512.98,0,0,0,0,5.74,0,0,0,0.57,0,227.23,0,0,0,0,0.57
 60-70,0,0,0,0,7.85,0,0,26.5,0,0.98,0,178.64,0,0,0,0.98,0,0,0,0,0,1.96,0,0.98,0,437.76,0,0,0,0,2.94,0,0,0,0,0,78.52,0,0.98,0,0,0
 72-82,0,0,0,0,29.45,1.96,0,74.61,1.96,0.98,0,321,0,0,0,0.98,0,1.96,0,0,0,21.6,0,0,0,386.77,0,0,0,0,5.89,0,0,0,0,0,88.35,0,0,2.94,0,1.96
 84-94,0,0,0,0,48.85,1.06,0,67.97,0,2.12,0,200.73,0,1.06,0,0,0,2.12,1.06,0,1.06,13.81,2.12,2.12,1.06,249.58,0,0,1.06,0,16.99,0,0,0,0,0,78.59,0,0,1.06,0,2.12
 96-106,0,0,0,0,64.48,4.37,0,39.34,0,4.37,0,238.24,0,0,1.09,3.28,1.09,1.09,0,3.28,0,12.02,0,1.09,4.37,213.11,0,0,0,0,12.02,0,0,0,0,0,40.44,1.09,0,0,1.09,0
108-118,0,0,0,0,38.3,1.53,0.77,19.92,0,4.6,1.53,211.41,2.3,0,0,0.77,0,0,0,0,0,11.49,0,0.77,0.77,245.87,0,0.77,1.53,0,6.13,0,0,0,0,0,31.4,0,0,2.3,0.77,0
120,0,0,0,0,29.4,0,0,29.4,0,5.88,0,162.66,0,0,0,1.96,0,0,0,1.96,0,7.84,1.96,0,0,241.05,1.96,0,0,0,11.76,0,0,1.96,0,0,13.72,0,0,0,0,0
