stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.51,0,0,0,7.89,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,12.59,0,0,0,6.29,0,3.15,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,2,2,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,1,0,0,5,8,1,0,0,1,0,2,1,1,376,43,5,0,0,0,0,0
 24-34,0,0,0,0.82,7.39,0,0,3.28,58.28,0,0,0.82,0.82,0,9.03,0,4.1,0,0,0,0,6.57,0,0,25.45,55.82,1.64,0,0,0,0,4.1,0.82,0,234.76,2.46,9.85,0,0,1.64,0,0.82
 36-46,0,0,0,0,0.81,0.81,0,10.47,243.31,1.61,0,3.22,0,0,4.03,0,0.81,0,0,0,1.61,6.45,0,0,16.92,57.2,0,0.81,1.61,0,0,3.22,0,0,208.67,1.61,16.92,0,0,0.81,0,0
 48-58,0,0,0,0,2.3,0.57,0,44.18,362.64,1.15,1.15,10.9,0,0,5.16,0,0.57,0,0,0,0.57,20.08,0.57,0,18.36,138.29,0.57,0.57,0,0,0,4.02,0,0.57,167.55,0,28.69,0,0.57,2.3,0,1.72
 60-70,0,0,0,0,1.96,0.98,0,44.17,288.57,2.94,0.98,12.76,0,0,3.93,0,0,0,0,0.98,0,26.5,0.98,1.96,18.65,80.48,1.96,0,0.98,0.98,0,2.94,0,0,110.91,0,14.72,0,0.98,1.96,0,0
 72-82,0,0,0,0,1.96,6.87,0,55.95,211.06,1.96,0.98,17.67,0.98,0,2.94,0.98,0,0,1.96,0,0.98,33.38,0.98,0,12.76,97.18,0.98,0.98,0.98,0,1.96,6.87,0,0.98,67.73,0,11.78,1.96,0.98,3.93,1.96,1.96
 84-94,0,0,1.06,0,8.5,2.12,0,54.16,343.04,0,1.06,8.5,1.06,0,5.31,2.12,0,0,0,2.12,2.12,33.99,0,1.06,15.93,74.34,1.06,1.06,0,0,0,19.12,0,2.12,124.26,0,5.31,2.12,0,5.31,1.06,3.19
 96-106,1.09,0,0,0,14.21,17.49,1.09,71.04,530.03,4.37,2.19,24.04,5.46,1.09,9.84,7.65,2.19,2.19,2.19,12.02,1.09,54.64,1.09,2.19,24.04,112.56,1.09,4.37,4.37,1.09,1.09,28.41,0,1.09,127.86,0,4.37,1.09,3.28,9.84,6.56,7.65
108-118,0,0,0,0,13.02,1.53,10.72,32.94,354.64,1.53,1.53,11.49,0,0,8.43,3.06,0,0.77,1.53,6.89,1.53,36.77,0.77,2.3,34.47,68.17,0.77,0.77,0.77,0,2.3,14.55,0,3.83,111.83,0,3.83,0.77,0,5.36,4.6,2.3
120,0,0,1.96,0,9.8,5.88,3.92,13.72,209.7,1.96,0,3.92,1.96,0,5.88,1.96,0,0,1.96,1.96,0,13.72,1.96,1.96,23.52,45.08,0,0,3.92,0,0,9.8,1.96,0,41.16,0,3.92,0,0,0,11.76,0
