stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,52.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,171.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,5.26,0,0,0,7.89,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,57.83,2.63,0,0,31.54,0,0,0,2.63,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,9.44,0,0,0,18.88,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,4,150,6,0,17,0,0,0,9,6,0,1,0,1,0,0,0,0,52,1,0,31,165,3,1,2,7,0,0,6,1,0,9,74,0,0,2,0,1
 24-34,0,0,0,0.82,4.1,0,0,7.39,0,0,0,2.46,0,0,0.82,0,0,0,0,0,2.46,47.61,0,0,7.39,356.25,0,4.93,2.46,0,0,0.82,0,0.82,0.82,0,64.03,0,0,8.21,0,3.28
 36-46,0,0,0,0,4.83,0,0,24.17,0,0.81,0,8.06,0,0,1.61,0,0.81,0,1.61,0.81,4.03,58.81,0,0,8.06,887.85,0.81,2.42,1.61,0,0,0.81,0,0,0,0,123.27,0,0.81,4.83,0,0.81
 48-58,0.57,0,0,0,2.87,0,0,114.76,1.15,1.15,0.57,21.23,0,0,0.57,0,0,1.72,0.57,0.57,2.87,33.85,0.57,1.72,3.44,1529.76,0,0.57,2.3,0,0.57,2.87,0,0,0,0,168.7,0,0.57,4.59,0,2.87
 60-70,0,0,0,0,2.94,0,0,234.58,0,2.94,1.96,39.26,0,0,0,0,0,0.98,0.98,0,0,37.3,0.98,1.96,3.93,2268.3,0,0.98,1.96,0,0.98,2.94,0,0,0,0,241.45,0,0,1.96,0,5.89
 72-82,0,0,0.98,0.98,6.87,0,0,335.73,0,0,1.96,53.01,0.98,0,0,1.96,0,3.93,0,0.98,1.96,23.56,0,0.98,1.96,2015.35,0.98,2.94,6.87,0,1.96,1.96,0,0,0,0,167.86,0,0,0.98,0,1.96
 84-94,0,0,1.06,0,14.87,1.06,1.06,219.84,1.06,1.06,1.06,42.48,2.12,0,2.12,4.25,0,3.19,0,1.06,1.06,27.61,0,4.25,5.31,1018.49,0,1.06,9.56,0,0,4.25,0,1.06,0,0,78.59,0,0,1.06,0,1.06
 96-106,0,0,0,0,12.02,1.09,0,205.46,0,0,0,40.44,2.19,0,0,3.28,2.19,2.19,1.09,2.19,0,30.6,0,3.28,4.37,792.31,0,1.09,17.49,0,0,4.37,0,1.09,0,0,45.9,1.09,0,2.19,0,3.28
108-118,0,0,0,0.77,14.55,1.53,0.77,127.92,0,0.77,0,31.4,3.06,0,0,0,0,1.53,0,1.53,1.53,21.45,0,0,3.06,752.94,0,0.77,9.96,0,1.53,3.83,0,0,0,0,35.23,0.77,0,2.3,1.53,1.53
120,0,0,0,0,13.72,1.96,0,178.34,0,1.96,0,47.03,0,0,0,1.96,0,0,0,1.96,0,19.6,0,1.96,1.96,836.83,1.96,3.92,9.8,0,1.96,1.96,0,0,0,0,58.79,0,0,3.92,0,1.96
