stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,1,8,64,42,0,26,0,0,0,6,9,1,5,2,4,0,0,0,2,45,0,0,60,499,7,3,11,18,0,9,1,82,26,3,127,227,0,0,5,0,0
 24-34,0,2.46,2.46,37.76,2.46,0,85.37,0,6.57,9.03,18.88,1.64,0,7.39,4.93,2.46,2.46,4.93,1.64,6.57,104.25,0,0.82,51.71,1159.05,10.67,13.95,17.24,0,0.82,63.21,0,0.82,0.82,1.64,31.19,309.46,0,0,34.48,0,2.46
 36-46,0,0,0.81,27.39,0,0,164.36,0,5.64,11.28,62.04,1.61,0.81,8.06,9.67,1.61,1.61,8.86,1.61,2.42,150.66,0.81,0.81,50.76,1192.39,2.42,7.25,9.67,0,0,65.26,0,0,1.61,0.81,0,454.4,0,0,19.34,0,1.61
 48-58,0,1.15,0,25.25,0,0,173.29,0.57,5.16,9.75,105.58,1.72,0,5.16,10.9,0.57,1.15,6.89,1.15,5.16,145.17,3.44,4.02,22.38,450.44,1.15,8.03,8.61,0,0.57,52.79,0,0,1.72,1.15,0,231.24,0,2.87,17.79,0,5.74
 60-70,0,0.98,0,30.43,0,0,159.99,0.98,9.82,16.69,183.54,6.87,0,8.83,20.61,1.96,0.98,6.87,2.94,2.94,219.86,4.91,8.83,13.74,268.94,1.96,1.96,9.82,0,1.96,73.61,0,0,3.93,0,0,101.1,1.96,0.98,23.56,0.98,0.98
 72-82,0,2.94,0.98,49.08,1.96,0.98,76.57,0,11.78,11.78,157.07,13.74,0,4.91,29.45,7.85,4.91,14.72,1.96,3.93,227.75,2.94,10.8,26.5,202.22,0.98,6.87,10.8,0,2.94,92.28,0,0,2.94,0.98,0,30.43,6.87,4.91,19.63,8.83,2.94
 84-94,0,3.19,0,86.03,1.06,4.25,66.91,1.06,24.43,15.93,91.34,25.49,2.12,7.43,56.29,6.37,9.56,19.12,1.06,5.31,189.04,7.43,9.56,10.62,116.82,2.12,6.37,11.68,0,0,276.13,0,0,7.43,0,0,25.49,7.43,5.31,27.61,7.43,4.25
 96-106,0,2.19,0,67.76,4.37,1.09,56.83,0,15.3,6.56,102.73,26.23,0,7.65,56.83,6.56,7.65,14.21,2.19,0,168.3,2.19,3.28,10.93,124.58,1.09,9.84,12.02,1.09,1.09,238.24,0,0,2.19,0,0,5.46,9.84,6.56,21.86,8.74,3.28
108-118,0,6.13,0,71.23,1.53,9.19,53.62,0,25.28,9.96,94.98,17.62,0,2.3,43.66,9.96,9.19,4.6,1.53,1.53,101.87,3.06,3.83,6.13,117.19,1.53,9.19,11.49,0,1.53,163.15,0,0,3.83,0.77,0,6.89,9.19,2.3,14.55,5.36,3.06
120,1.96,0,1.96,105.83,1.96,5.88,56.83,0,15.68,9.8,86.23,17.64,0,1.96,70.55,11.76,5.88,9.8,1.96,1.96,119.55,3.92,0,15.68,123.47,1.96,5.88,11.76,0,5.88,184.22,0,0,3.92,0,0,13.72,3.92,3.92,21.56,5.88,0
