stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,131.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,153.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,2.63,0,2.63,0,0,0,18.4,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,36.8,0,0,0,28.92,0,0,5.26,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,3.15,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.67,3.15,0,0,28.32,0,0,3.15,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,6,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,71,0,0,1,0,0,0,0,6,0,5,51,0,0,0,0,0
 24-34,0,0,0,0,2.46,1.64,0,15.6,0,0,0,4.1,0.82,0,0,0,0.82,0,0,0,0,10.67,0,0,4.1,467.89,0,8.21,0,0,0,1.64,0,0,0,3.28,114.92,0,0,2.46,0,0
 36-46,0,0,0.81,0,3.22,0.81,0,50.76,0,0.81,0,12.09,0,0,0,0,0,0.81,0,0,0,8.06,0.81,0,2.42,1092.49,0,16.11,0,0,0,2.42,0,0,0,0,237.67,0,0,0.81,0,0.81
 48-58,0,0,0,0,4.02,0,0,170.42,0,0,1.15,29.26,0.57,0,0,0,0.57,0.57,0.57,0,1.15,19.51,0,0.57,3.44,1257.21,0.57,7.46,0,0,0,1.15,0,0,0,0,215.75,0,0.57,0.57,0,1.15
 60-70,0,0,0,0,4.91,0.98,0,343.53,0.98,0,0.98,26.5,0.98,0,0,0,0.98,0,0,0,1.96,25.52,0,1.96,4.91,1755.94,0,8.83,0.98,0,0,4.91,0,0,0,0,260.1,0,0.98,0,0,0
 72-82,0,0,0.98,0,6.87,1.96,0,328.86,0,0.98,1.96,35.34,0.98,0,0,0.98,0,0,0,0,0,31.41,0,0.98,5.89,1329.17,0,13.74,3.93,0,0,2.94,0,0.98,0,0,129.58,0.98,0,3.93,0,0.98
 84-94,0,0,2.12,0,6.37,2.12,1.06,221.97,0,0,0,43.54,1.06,0,2.12,1.06,1.06,1.06,1.06,0,0,20.18,0,0,2.12,666.96,2.12,10.62,2.12,0,0,8.5,0,0,1.06,0,86.03,1.06,0,0,1.06,0
 96-106,0,0,1.09,0,6.56,3.28,0,174.86,0,0,1.09,53.55,3.28,0,1.09,2.19,0,1.09,0,1.09,1.09,27.32,0,1.09,0,542.05,0,15.3,6.56,0,0,5.46,0,0,0,0,26.23,1.09,0,4.37,0,1.09
108-118,0,0,0.77,0,6.89,1.53,2.3,122.55,0,0.77,0.77,32.94,0,0,0,1.53,0,3.83,0.77,2.3,0.77,22.98,0,0,2.3,586.73,0,9.19,2.3,0,0.77,2.3,0,0,0.77,0,26.81,0.77,0,3.83,0,0
120,0,0,1.96,0,21.56,1.96,0,115.63,1.96,1.96,0,39.2,1.96,0,0,1.96,0,1.96,0,0,0,17.64,1.96,1.96,1.96,658.49,1.96,7.84,1.96,0,1.96,3.92,0,0,0,0,29.4,0,1.96,3.92,3.92,0
