stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,645.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,416.82,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,2.63,0,10.51,0,0,0,18.4,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,115.66,5.26,0,0,65.72,0,2.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.29,0,3.15,0,12.59,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,173.08,3.15,0,0,56.65,0,0,3.15,3.15,0,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,1,15,5,0,13,0,0,0,3,2,2,0,0,1,0,0,0,1,16,0,10,161,2,0,2,3,0,1,0,28,1,1,23,53,0,0,1,0,0
 24-34,0,0,0.82,1.64,4.1,0,0,18.88,0,0,0,4.1,0.82,0,0,0,0.82,0,3.28,0,0,27.09,0,8.21,208.5,1.64,4.1,1.64,0,0,0,0,0,1.64,0.82,4.93,48.43,0,0,4.1,0,0.82
 36-46,0,0,0,0,0.81,0,0,11.28,0,0,1.61,8.06,0,0,0,0,0,0,1.61,0,0,22.56,0.81,4.83,221.56,1.61,5.64,1.61,0,0,1.61,0.81,0,0.81,0,0,37.87,0,0,0.81,0,0.81
 48-58,0,0,0,0,1.72,0,0,27.54,0,0,2.3,14.35,0,0,0,0.57,1.15,0,0,0,0.57,20.66,0,4.02,149.76,0,1.15,1.15,0,1.15,0,0,0,0,0,0,36.72,0,0,0,0,0.57
 60-70,0,0,0,0,0.98,0.98,0,32.39,0,0,0,8.83,0.98,0,0.98,0,0.98,0,0.98,0,0,31.41,1.96,5.89,121.71,1.96,2.94,1.96,0,0,4.91,0,0,3.93,0,0,11.78,0,0,0.98,0.98,0
 72-82,0,0,0.98,0,4.91,0,0,48.1,0,0.98,2.94,16.69,0.98,0,0.98,3.93,0,0,0,0.98,0,37.3,0.98,4.91,115.84,0,5.89,0,0,0,1.96,0,0,0.98,0,0,13.74,0,0.98,3.93,1.96,0.98
 84-94,0,0,0,0,4.25,0,0,41.42,1.06,0,1.06,18.05,3.19,0,1.06,1.06,2.12,2.12,2.12,1.06,0,33.99,2.12,4.25,74.34,1.06,2.12,3.19,0,0,8.5,1.06,0,0,1.06,0,11.68,1.06,2.12,4.25,2.12,0
 96-106,0,0,1.09,0,6.56,2.19,0,18.58,0,1.09,0,18.58,1.09,0,0,3.28,1.09,0,0,1.09,0,26.23,1.09,5.46,73.22,0,2.19,4.37,0,0,4.37,0,0,0,0,0,1.09,0,0,3.28,1.09,1.09
108-118,0,0,0.77,0,8.43,0,0.77,23.74,0.77,0,0,12.26,0.77,0,0.77,0.77,0.77,1.53,1.53,1.53,0,28.34,0.77,6.89,92.68,0.77,3.83,1.53,0,0,6.13,0,0,1.53,1.53,0,3.06,0,0.77,3.83,0.77,1.53
120,0,0,0,0,0,1.96,0,27.44,0,0,0,15.68,0,0,0,0,1.96,1.96,0,0,0,19.6,0,1.96,62.71,0,1.96,1.96,0,0,3.92,1.96,0,0,0,0,5.88,0,0,1.96,0,0
