stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.26,0,5.26,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,76.23,2.63,0,0,396.94,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,78.67,0,129.03,0,3.15,9.44,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,1051.09,59.79,0,0,3310.61,0,0,9.44,245.46,0,15.73,15.73,0,0,0,0,0
 14-21,0,0,0,2,392,74,4,0,2,0,60,25,0,0,0,1,0,0,0,1,96,1,0,115,167,73,0,1,290,0,1,647,3,15,447,1588,0,0,21,0,0
 24-34,0,0,0,0,35.3,4.1,6.57,0,6.57,7.39,90.29,9.03,0,0,0,0,0,0,0,0.82,79.62,1.64,0.82,117.38,135.44,10.67,0.82,0,0,0,3.28,2.46,0,4.93,90.29,1086.81,0,0,64.03,0,2.46
 36-46,0,0,0,0,7.25,0,9.67,2.42,6.45,12.89,51.56,4.03,0,0,0.81,0,0,0,0,0,95.87,0,2.42,78.96,133.74,4.03,2.42,0.81,0,0.81,0.81,0.81,0,1.61,2.42,1359.16,0,0,23.36,0,0.81
 48-58,0,0,0,0,2.87,0,35.58,3.44,7.46,18.94,59.1,0.57,0,0,1.15,0,0.57,1.15,0.57,1.15,101.56,0,13.2,53.94,165.26,1.15,1.72,0,0,0,4.02,0,0,4.02,0.57,1275.57,0,0,14.92,0.57,2.3
 60-70,0,0,0,0,6.87,0,26.5,1.96,5.89,20.61,50.06,3.93,0,0,0,0,0,0,0,0.98,73.61,0,16.69,40.24,98.15,1.96,0.98,0,0,0,0.98,0,0,0.98,0,801.9,0,0.98,9.82,2.94,0.98
 72-82,0,0,0,0,4.91,0.98,18.65,0.98,4.91,11.78,70.68,2.94,0,0,0.98,0,0,0.98,0,0.98,93.26,0,21.6,46.14,87.37,0.98,0,0,0,0,0.98,0,0,0.98,0,322.97,0.98,6.87,15.71,13.74,1.96
 84-94,1.06,0,1.06,0,10.62,0,31.86,0,4.25,16.99,72.22,5.31,0,1.06,0,0,1.06,0,0,1.06,77.53,0,22.3,35.05,39.3,4.25,0,0,0,0,2.12,0,0,6.37,0,224.09,0,7.43,13.81,18.05,1.06
 96-106,0,0,4.37,0,15.3,0,16.39,2.19,5.46,19.67,38.25,1.09,0,0,1.09,0,3.28,0,2.19,0,56.83,0,13.11,25.14,32.79,2.19,0,0,0,1.09,3.28,0,0,3.28,0,57.92,1.09,1.09,13.11,24.04,0
108-118,0,0,1.53,0.77,10.72,0.77,5.36,1.53,6.89,16.85,26.81,6.89,0,0,0,0,0,0,0,0,44.43,0,8.43,35.23,41.36,1.53,0.77,0,0,3.06,0,0,0,7.66,0,42.13,0,0.77,16.09,18.38,0.77
120,0,0,0,0,11.76,0,7.84,1.96,11.76,13.72,11.76,1.96,0,0,0,0,0,0,0,3.92,29.4,1.96,11.76,29.4,25.48,5.88,0,0,0,3.92,0,0,0,1.96,0,29.4,0,0,0,7.84,0
