stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,79.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,153.24,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,2.63,0,5.26,0,0,0,28.92,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,176.12,10.51,0,0,70.98,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,3.15,0,3.15,0,31.47,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,220.29,6.29,0,0,34.62,0,6.29,0,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,0,6,39,14,0,12,0,0,0,2,3,2,2,0,0,0,0,0,0,11,0,0,11,111,1,1,1,10,15,1,40,2,2,39,44,0,0,2,0,1
 24-34,0,0,0,2.46,9.03,0.82,0,15.6,0,0.82,0,2.46,1.64,0,0,1.64,0,0,0.82,0,0.82,8.21,0.82,0,9.85,92.76,0,3.28,0.82,0,4.1,0,0,0.82,0,8.21,33.66,0,0,8.21,0,0.82
 36-46,0,0,0,0,8.86,0,0,14.5,0.81,0.81,0.81,6.45,0.81,0,0,0.81,0,0,0.81,0.81,0.81,14.5,0,0,1.61,75.73,0,5.64,3.22,0,5.64,0,0,0.81,0.81,0,17.72,0,0,4.83,0,0.81
 48-58,0,0,0,0,6.31,0.57,0,20.08,0,2.87,1.15,5.74,0.57,0.57,0.57,2.3,0,0,1.72,0,0,16.07,1.15,0.57,1.15,56.81,0,1.72,3.44,0,3.44,0.57,0,0,0.57,0,8.61,0,0,1.72,0,0
 60-70,0,0,0,0,14.72,0.98,0,20.61,0,8.83,0.98,3.93,3.93,0,0,6.87,0,0,0.98,1.96,0,35.33,0,0.98,2.94,44.17,0,1.96,2.94,0,8.83,0,0,0,0,0,1.96,0,0.98,3.93,0,0
 72-82,0,0,0.98,0,5.89,0.98,0,36.32,0,3.93,0.98,9.82,4.91,0,0.98,2.94,0,0,0,0.98,0,23.56,0.98,0.98,2.94,69.7,0,6.87,6.87,0,3.93,0,0,0,0,0,2.94,0,0.98,6.87,2.94,0
 84-94,0,0,0,0,16.99,0,1.06,13.81,0,7.43,2.12,5.31,3.19,0,0,9.56,3.19,0,2.12,1.06,1.06,15.93,1.06,2.12,5.31,29.74,0,4.25,3.19,0,15.93,0,0,2.12,0,0,2.12,0,1.06,6.37,0,0
 96-106,0,0,0,0,12.02,2.19,1.09,16.39,0,2.19,2.19,4.37,5.46,0,0,15.3,0,0,0,5.46,0,16.39,1.09,3.28,0,25.14,1.09,10.93,4.37,0,17.49,0,0,1.09,0,0,1.09,0,1.09,5.46,1.09,0
108-118,0,0,0,0,13.02,3.06,0,14.55,0,5.36,0.77,8.43,2.3,0,0,21.45,1.53,0.77,0,2.3,0,16.85,0.77,0,0,26.04,0.77,3.06,6.89,0,21.45,0,0,0.77,0,0,0.77,2.3,0.77,5.36,0,0
120,0,0,0,0,29.4,1.96,0,11.76,0,5.88,0,1.96,0,0,0,45.08,0,0,0,0,0,7.84,1.96,0,0,19.6,1.96,0,1.96,0,19.6,1.96,0,0,0,0,1.96,0,0,7.84,0,0
