stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,65.89,2161.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,73.56,606.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.03,2.63,0,0,34.17,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.76,15.73,0,0,9.44,0,3.15,0,0,15.73,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,3,107,0,5,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,49,1,1,1,1,0,27,0,3,1,0,3,7,0,0,18,0,0
 24-34,0,0,0.82,0,1.64,6.57,0,4.93,0,0.82,0,0.82,0,10.67,0,0.82,0,0,0,1.64,7.39,0,0,1.64,105.07,0,1.64,1.64,0,0,143.65,0,0,1.64,0,0.82,23.8,0,0,56.64,0,4.1
 36-46,0,0,0,0,1.61,0,0,12.89,0,0.81,0,3.22,0,4.83,2.42,3.22,0.81,0,0,2.42,4.83,0.81,0,0.81,124.07,0,2.42,0.81,0,0,151.47,0.81,0,0.81,0,0,24.98,0,0,30.62,0,0.81
 48-58,0.57,0,0,0,1.72,0,0,35,0.57,0.57,0.57,6.31,0,4.59,1.15,1.72,0.57,1.72,0,3.44,10.33,0.57,0,1.15,151.48,0,3.44,2.3,0,0,100.99,0,0,0,0,0,23.53,0,0,52.79,0,2.87
 60-70,0,0,0.98,0,7.85,0,0,75.58,0,1.96,0,25.52,0.98,5.89,2.94,1.96,1.96,0.98,0,0,20.61,2.94,0,0.98,185.51,0,0,0.98,0,0.98,71.65,0,0,0,0,0,20.61,0,0,58.89,0,3.93
 72-82,0,0,0,0,10.8,0.98,0,111.91,0.98,0.98,1.96,40.25,5.89,14.72,7.85,3.93,2.94,0,0,0,39.27,1.96,3.93,0.98,175.72,0,4.91,3.93,0,0,95.22,0,0,1.96,0,0,26.5,0,0.98,121.73,2.94,2.94
 84-94,0,0,0,1.06,14.87,2.12,1.06,77.53,0,2.12,0,37.17,7.43,4.25,15.93,5.31,5.31,1.06,0,2.12,26.55,4.25,3.19,2.12,78.59,1.06,0,3.19,0,0,237.9,0,0,3.19,0,0,9.56,1.06,0,100.89,0,3.19
 96-106,0,0,1.09,0,24.04,4.37,1.09,64.48,1.09,4.37,0,38.25,7.65,8.74,14.21,10.93,4.37,0,3.28,0,29.51,6.56,2.19,0,116.93,0,5.46,5.46,0,1.09,196.71,1.09,0,0,0,0,7.65,0,0,103.82,1.09,2.19
108-118,0,0,0,0,24.51,1.53,2.3,54.38,0.77,4.6,0,24.51,6.13,3.83,16.85,13.02,6.89,2.3,0,6.13,22.98,1.53,2.3,2.3,97.28,0,3.83,2.3,0,0.77,156.26,0,0,0.77,2.3,0,5.36,1.53,0,76.6,1.53,6.89
120,0,0,0,0,23.52,1.96,0,45.08,1.96,0,0,21.56,13.72,11.76,13.72,5.88,3.92,1.96,0,0,35.28,3.92,5.88,3.92,113.67,0,11.76,3.92,0,0,156.78,0,0,0,0,0,7.84,0,0,82.31,1.96,0
