stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,25.18,3.15,0,0,3.15,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,27,6,1,0,1,0,27,2,0,1,0,1,0,0,0,0,16,0,0,13,79,6,2,2,5,0,3,14,32,1,11,93,0,0,1,0,0
 24-34,0,0,0,0,9.85,0,5.75,0.82,0,0,21.34,0,0,0,0,0,0,0,0,0,15.6,0,0,8.21,94.4,3.28,9.03,1.64,0,0.82,0,0,5.75,0.82,1.64,64.03,0,0,0.82,0,0
 36-46,0,0,0,0,1.61,0,4.83,0.81,0,0.81,29.81,0.81,0,0.81,0,0.81,0,0,0,0,29.81,0,0,6.45,109.57,4.83,13.7,0.81,0,0,0,0,1.61,1.61,0,62.84,0,0,0,0,0
 48-58,0,0,0,0,0,0,10.9,1.15,0,0.57,20.08,0,0,0.57,0,0,0,0,0,0,21.23,0,1.15,1.72,79.76,0,7.46,0,0,0,1.15,0,1.15,0.57,0,35.58,0,0,1.15,0,0
 60-70,0,0,0,0,0.98,0,13.74,0.98,0,0.98,21.59,0,0,0,0,0,0,0,0,0,36.32,0,0.98,3.93,108.95,0,14.72,0.98,0,0.98,0.98,0,0,0,0,32.39,0,1.96,0.98,0.98,0
 72-82,0,0,1.96,0,1.96,0,20.61,0,0.98,0,30.43,0,0.98,0.98,0,0.98,0,1.96,0,0,41.23,0,1.96,0.98,107,0,17.67,2.94,0,0.98,3.93,0,0,0,0,13.74,0,0,2.94,0.98,0
 84-94,0,0,0,0,5.31,0,13.81,1.06,2.12,0,25.49,1.06,0,0,3.19,2.12,1.06,5.31,0,0,28.68,0,2.12,3.19,45.67,1.06,16.99,2.12,0,0,3.19,0,0,0,0,11.68,1.06,0,3.19,2.12,1.06
 96-106,0,0,2.19,0,18.58,2.19,12.02,1.09,0,0,21.86,3.28,0,0,2.19,3.28,0,7.65,2.19,2.19,38.25,0,1.09,2.19,46.99,1.09,28.41,3.28,0,0,9.84,0,3.28,1.09,0,5.46,1.09,0,7.65,1.09,1.09
108-118,0,0,0.77,0,9.19,0,13.02,0,3.83,0,26.04,1.53,0,0.77,0.77,2.3,0,3.83,0,0.77,27.57,0,1.53,1.53,55.15,1.53,24.51,3.06,0,0.77,3.83,0,0.77,0.77,0,9.19,3.06,0,2.3,0,0
120,0,0,0,0,5.88,0,11.76,0,1.96,0,9.8,1.96,0,0,1.96,1.96,1.96,1.96,0,0,21.56,1.96,1.96,3.92,88.19,3.92,9.8,0,0,0,7.84,0,1.96,0,0,3.92,0,0,1.96,0,0
