stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,65.89,672.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,0,220.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,5.26,0,2.63,0,0,0,5.26,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,107.78,18.4,0,0,47.32,0,2.63,7.89,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,18.88,0,3.15,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.43,12.59,0,0,66.09,0,0,3.15,0,12.59,0,0,0,0,0,0,0
 14-21,0,0,0,3,22,6,0,7,0,0,3,0,0,0,0,0,0,0,1,0,17,0,0,13,82,6,0,3,2,0,2,0,12,0,7,31,0,0,5,0,1
 24-34,0,0,0,0.82,11.49,0.82,0,24.63,0,0.82,4.93,0.82,0,2.46,0,0,0,0.82,0.82,1.64,50.89,0,0,24.63,231.48,2.46,4.93,1.64,0,0,6.57,0,0,2.46,3.28,41.86,0,0,27.91,0,0
 36-46,0,0,0,0,4.03,0.81,0,40.28,1.61,2.42,10.47,0,0,3.22,1.61,0,0.81,0,0,0.81,45.92,0,0.81,12.09,178.86,1.61,1.61,1.61,0,0,6.45,0,0,0,0,42.7,0,0,11.28,0,0
 48-58,0,0,0,0,1.72,0,0,56.23,3.44,2.3,22.38,0,0.57,1.72,1.72,1.15,0.57,0,0,1.15,64.27,1.72,2.3,10.9,113.04,0.57,1.15,2.87,0,0,1.72,0,0,0,0,33.28,0,0,13.77,0,2.3
 60-70,0,0,0,0,2.94,0.98,0,69.69,0.98,0.98,24.54,0,0,1.96,5.89,0,0.98,0.98,1.96,0,104.04,0,0.98,3.93,83.43,0.98,1.96,0.98,0,0.98,5.89,0,0,0.98,0,8.83,0,0,11.78,0.98,1.96
 72-82,0,0,0.98,0,6.87,0,0,65.77,1.96,1.96,32.39,2.94,0,5.89,15.71,1.96,1.96,0.98,0.98,2.94,131.54,0.98,3.93,9.82,97.18,0,0.98,0.98,0,1.96,2.94,0,0,1.96,0,5.89,0,4.91,22.58,2.94,0.98
 84-94,0,0,0,0,12.74,2.12,0,40.36,3.19,3.19,14.87,5.31,1.06,1.06,14.87,1.06,4.25,1.06,0,2.12,98.77,0,10.62,4.25,50.98,1.06,2.12,4.25,0,2.12,21.24,0,0,3.19,0,5.31,2.12,3.19,15.93,4.25,2.12
 96-106,0,0,0,0,9.84,1.09,2.19,42.62,1.09,1.09,24.04,1.09,0,5.46,18.58,1.09,3.28,0,0,1.09,63.39,1.09,2.19,6.56,51.36,2.19,2.19,4.37,0,3.28,13.11,0,0,1.09,0,5.46,1.09,1.09,31.69,3.28,1.09
108-118,0,0,0,0.77,19.15,0.77,0.77,34.47,2.3,3.83,13.02,6.89,0,2.3,20.68,2.3,3.06,2.3,3.06,2.3,56.68,0.77,4.6,2.3,58.98,0.77,3.06,9.96,0,1.53,6.89,0,0,0.77,0,2.3,1.53,0,16.85,0,1.53
120,0,0,0,0,11.76,5.88,0,21.56,9.8,1.96,7.84,7.84,0,1.96,9.8,1.96,7.84,0,1.96,1.96,37.24,0,0,7.84,45.08,1.96,1.96,11.76,0,0,1.96,0,0,0,0,1.96,1.96,1.96,9.8,3.92,0
