stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,197.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,10.51,0,7.89,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465.28,5.26,0,0,36.8,0,5.26,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.88,0,22.03,0,0,0,37.76,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,742.68,15.73,0,0,88.12,0,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,6,1,198,1,0,23,0,6,0,50,0,0,1,0,0,4,0,2,15,0,0,10,900,15,44,34,6,0,1,0,6,0,1,12,882,0,0,1,0,1
 24-34,0,0,12.31,0.82,48.43,0,0,128.05,0,10.67,0,20.52,0.82,0.82,0,0.82,0,8.21,1.64,0,13.95,0,0,10.67,2368.99,0.82,41.04,22.98,0,0,3.28,0,0,1.64,2.46,7.39,768.32,0,0,1.64,0,0
 36-46,0,0,6.45,0.81,14.5,0,0,646.95,0,13.7,0.81,44.31,1.61,0.81,0,0,0,3.22,4.03,2.42,12.89,0,0,4.03,3536.08,0.81,46.73,8.86,0,0,7.25,0,0,0.81,0.81,0,865.29,0,0,2.42,0,0.81
 48-58,0,0,2.87,0,18.94,0.57,0,1003.01,1.15,22.38,1.15,96.97,1.15,0,0.57,0,1.15,4.02,5.16,1.15,18.94,0,0,5.74,3077.32,0.57,21.8,11.48,0,0,1.72,0,0,0.57,0.57,0,559.46,0,0,1.15,0,0.57
 60-70,0,0,0.98,0,29.45,0,0,1216.11,0,26.5,0.98,280.72,0.98,1.96,3.93,0.98,0.98,7.85,6.87,1.96,27.48,0,1.96,2.94,2948.49,0,16.69,13.74,0,0.98,2.94,0,0,2.94,0,0,345.5,4.91,0,0.98,0,3.93
 72-82,0,0,0.98,0.98,47.12,1.96,0,1075.9,0,42.21,2.94,574.27,3.93,2.94,0.98,1.96,1.96,15.71,12.76,1.96,40.25,0,6.87,1.96,2209.72,0,38.28,36.32,0,0.98,5.89,0,0,2.94,0.98,0,189.46,26.5,0.98,6.87,3.93,0.98
 84-94,0,0,0,0,64.78,1.06,0,737.05,1.06,74.34,3.19,399.33,12.74,3.19,5.31,3.19,3.19,11.68,50.98,1.06,47.79,0,1.06,3.19,1274.44,1.06,29.74,55.23,0,1.06,13.81,0,0,1.06,0,0,106.2,130.63,1.06,5.31,3.19,0
 96-106,0,0,2.19,0,92.89,5.46,1.09,569.37,2.19,69.94,3.28,478.67,20.76,2.19,7.65,3.28,3.28,20.76,36.06,1.09,51.36,1.09,2.19,7.65,1021.81,1.09,34.97,45.9,0,2.19,5.46,1.09,0,4.37,1.09,0,44.81,208.73,0,4.37,2.19,1.09
108-118,0,0,0,0.77,51.32,4.6,3.06,389.88,0.77,110.3,2.3,412.09,25.28,1.53,5.36,1.53,2.3,13.79,52.85,0,32.17,0.77,0.77,3.06,1083.07,0,29.11,40.6,0,0.77,6.89,0,0,3.06,0,0,38.3,235.15,1.53,5.36,0.77,0
120,1.96,0,0,1.96,56.83,3.92,3.92,425.27,0,58.79,1.96,458.59,11.76,1.96,3.92,3.92,1.96,9.8,35.28,0,27.44,1.96,1.96,7.84,1077.88,3.92,21.56,48.99,0,0,3.92,0,0,5.88,0,0,47.03,88.19,1.96,3.92,0,1.96
