stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,289.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,61.3,778.46,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,21.03,0,10.51,0,0,15.77,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,302.3,2.63,0,0,60.46,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,9.44,0,3.15,22.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.11,12.59,0,0,53.5,0,0,0,12.59,0,0,0,0,0,0,0,0
 14-21,0,0,0,5,38,11,24,0,0,0,4,2,0,1,0,1,0,0,0,0,23,0,0,20,264,4,2,7,5,0,1,31,3,0,32,86,0,0,1,0,0
 24-34,0,0,0,0.82,22.98,6.57,56.64,0,2.46,2.46,9.85,0.82,0,2.46,0,0.82,0,1.64,0,1.64,74.7,0.82,1.64,28.73,554.08,3.28,9.03,4.1,0,0.82,12.31,0,1.64,0,10.67,112.46,0,0,10.67,0,2.46
 36-46,0,0,0,0,12.89,9.67,53.17,0,1.61,0.81,25.78,0.81,0,0.81,0,0.81,0.81,0,0.81,0,52.37,0,1.61,10.47,350.47,0,4.03,4.03,0,0,2.42,0.81,0.81,0,0.81,67.68,0,0,8.06,0,0.81
 48-58,0.57,0,0,0,13.2,16.64,79.76,0.57,2.87,2.3,39.02,0,0,1.72,0.57,0.57,0,0.57,1.15,0,72.87,0,1.72,21.8,254.2,1.72,4.02,6.31,0.57,0,1.72,0,0.57,0,0.57,43.04,0,0,3.44,0,0.57
 60-70,0,0,0.98,0,11.78,14.72,105.02,0,4.91,4.91,37.3,1.96,0,0,0,0.98,1.96,0,0,0.98,95.21,0.98,1.96,6.87,291.51,1.96,5.89,3.93,0,0.98,2.94,0,1.96,0.98,0,31.41,0,1.96,4.91,0.98,0.98
 72-82,0,0,0,0,9.82,99.15,73.62,0.98,1.96,2.94,37.3,0.98,0,1.96,0.98,0.98,0.98,3.93,0,0,110.93,0.98,2.94,10.8,228.73,0,3.93,6.87,0,1.96,3.93,0,0.98,0,0,11.78,0.98,1.96,5.89,0.98,0
 84-94,0,0,1.06,0,13.81,47.79,41.42,0,4.25,1.06,30.8,4.25,0,0,4.25,1.06,0,1.06,0,0,78.59,2.12,3.19,11.68,99.83,1.06,0,5.31,0,1.06,5.31,0,1.06,0,0,3.19,0,0,4.25,3.19,1.06
 96-106,0,0,1.09,0,15.3,44.81,21.86,1.09,3.28,1.09,13.11,2.19,0,2.19,1.09,0,1.09,2.19,2.19,0,50.27,0,1.09,6.56,90.71,1.09,2.19,4.37,0,1.09,8.74,0,1.09,0,0,2.19,0,0,2.19,2.19,1.09
108-118,0,0,2.3,0,22.21,36,32.17,0.77,1.53,6.89,23.74,2.3,0,0,5.36,3.83,0,1.53,1.53,0,65.11,0,3.83,10.72,88.85,2.3,3.83,6.89,0,0.77,3.83,0,0,0,0,3.06,2.3,0,3.06,0,0
120,0,0,0,1.96,33.32,82.31,29.4,0,1.96,1.96,31.36,0,0,3.92,13.72,3.92,0,0,1.96,0,48.99,0,1.96,15.68,113.67,0,3.92,3.92,0,0,0,0,0,0,0,5.88,0,0,1.96,1.96,0
