stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,1133.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,61.3,1017.52,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,0,0,0,12.26,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,21.03,0,23.66,0,0,0,57.83,0,0,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,523.11,18.4,0,0,134.06,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,12.59,0,0,0,34.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.84,3.15,0,0,119.58,0,3.15,3.15,0,15.73,0,0,0,0,0,0,0
 14-21,0,0,1,2,29,5,0,14,0,1,0,7,0,1,1,0,0,0,0,1,0,10,0,0,12,214,2,2,2,3,0,2,0,15,1,9,52,0,0,1,0,0
 24-34,0,0,0,1.64,9.03,0.82,0,65.67,0,2.46,0.82,10.67,0.82,0,0,1.64,0,0,0,0,0,27.91,0,0,10.67,407.97,1.64,1.64,0.82,0,0,1.64,0,0.82,0,2.46,93.58,0,0,9.03,0,0.82
 36-46,0,0,0,0,0.81,0,0,122.46,0,0,0,15.31,0,0,0.81,1.61,0,0,0.81,0.81,0,31.42,0,2.42,5.64,253.79,0.81,0.81,0.81,0,0,3.22,0,0,0,0,63.65,0,0,4.83,0,0
 48-58,0.57,0,0,0,1.72,1.15,0,123.94,0.57,0.57,1.72,21.8,0,0,1.15,0.57,0,0,1.15,1.15,0,24.67,0,0,6.89,125.66,0,3.44,2.3,0,0,4.02,0,0,0,0,39.59,0,0,4.02,0.57,0
 60-70,0,0,0,0,0,0,0,71.65,0,0.98,0.98,5.89,0.98,0,0.98,0,0,0,0.98,0,0.98,27.48,0,0,3.93,50.06,0.98,0,1.96,0,0.98,0.98,0,0,0.98,0,10.8,0,0,0,0,0
 72-82,0,0,0,0,0.98,9.82,0,41.23,0,1.96,3.93,23.56,0.98,0,1.96,0,0.98,0,0.98,0,0,62.83,0.98,1.96,2.94,57.92,0,6.87,4.91,0,0,0,0,0,0,0,2.94,0,0.98,2.94,1.96,0.98
 84-94,0,0,0,0,8.5,7.43,0,40.36,0,2.12,1.06,16.99,0,0,0,3.19,1.06,1.06,4.25,0,0,25.49,0,1.06,1.06,39.3,0,1.06,3.19,0,2.12,7.43,0,0,0,0,4.25,0,0,1.06,0,1.06
 96-106,0,0,0,0,9.84,3.28,0,24.04,0,0,2.19,13.11,4.37,0,0,3.28,0,2.19,1.09,2.19,0,30.6,0,2.19,4.37,41.53,2.19,1.09,3.28,0,1.09,6.56,0,0,1.09,0,2.19,1.09,0,5.46,0,0
108-118,0,0,0,0,3.83,5.36,0.77,23.74,0,2.3,2.3,14.55,0.77,0,0,3.06,0.77,0.77,1.53,0,0,29.11,0.77,0.77,3.83,35.23,0.77,3.83,5.36,0,1.53,3.06,0,0,0.77,0,0,0.77,0.77,3.06,0.77,1.53
120,0,0,0,0,7.84,3.92,1.96,15.68,0,1.96,0,15.68,0,0,0,11.76,0,1.96,0,0,1.96,19.6,0,3.92,5.88,39.2,0,0,3.92,0,0,13.72,0,0,0,0,1.96,0,0,5.88,1.96,0
