stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,909.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,306.48,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,2.63,0,7.89,0,0,0,18.4,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,126.18,2.63,0,0,21.03,0,2.63,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,0,0,25.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.7,3.15,0,0,56.65,0,0,0,0,6.29,0,0,0,0,0,0,0
 14-21,0,0,0,3,25,6,0,7,0,1,0,5,4,0,1,0,2,0,1,0,0,11,0,0,4,78,4,2,3,5,0,68,0,16,1,20,52,0,0,1,0,4
 24-34,0,0,1.64,0,10.67,0.82,0,13.13,0,3.28,0,6.57,0.82,0,0,0,2.46,0,1.64,1.64,8.21,14.78,1.64,0,4.93,275.81,4.93,10.67,15.6,0,0,109.99,0,0,3.28,3.28,75.52,0,0,8.21,0,12.31
 36-46,0,0,0,0,5.64,0,0,30.62,0,0.81,0,16.11,0,0.81,0,0,2.42,0,0.81,0.81,21.75,16.11,5.64,0.81,5.64,878.99,4.03,8.06,7.25,0,0,79.76,0.81,0,1.61,0,129.71,0,0,3.22,0,12.89
 48-58,0,0,0,0,4.02,0.57,0,94.68,0,2.87,1.72,13.77,0.57,0.57,1.72,0,3.44,0.57,0.57,0.57,20.08,21.8,5.74,1.15,2.3,776.36,1.15,6.89,5.16,0,0.57,67.71,0,0,0,0,143.45,0,0.57,2.3,0,13.77
 60-70,0,0,1.96,0,7.85,0,0,250.29,0,2.94,2.94,37.3,2.94,0.98,1.96,0,0.98,5.89,0,0.98,12.76,31.41,5.89,0.98,1.96,1038.45,0.98,8.83,1.96,0,0,50.06,0,0,0.98,0,154.1,0,0,4.91,0,18.65
 72-82,0,0,0.98,0,12.76,2.94,0,225.78,0.98,0.98,0.98,71.66,6.87,0.98,0,0,4.91,5.89,2.94,0,21.6,60.86,5.89,0.98,4.91,643.97,0.98,10.8,8.83,0,0,77.55,0,0,0,0,72.64,0.98,0,0.98,0.98,16.69
 84-94,0,0,0,0,22.3,0,0,227.28,0,3.19,2.12,36.11,16.99,1.06,0,1.06,6.37,9.56,6.37,1.06,36.11,37.17,11.68,2.12,1.06,283.56,1.06,2.12,13.81,0,0,196.48,0,0,1.06,0,43.54,2.12,1.06,4.25,1.06,10.62
 96-106,0,0,1.09,0,32.79,2.19,0,218.57,1.09,5.46,1.09,54.64,13.11,0,1.09,1.09,8.74,10.93,1.09,1.09,30.6,36.06,4.37,0,1.09,246.98,1.09,9.84,12.02,0,0,139.88,0,0,0,0,24.04,3.28,0,3.28,1.09,24.04
108-118,0,0,0.77,0,36,0.77,0.77,204.51,0,4.6,1.53,42.13,9.19,0,0,0,5.36,24.51,4.6,1.53,24.51,22.98,12.26,0.77,0.77,271.92,2.3,5.36,9.96,0,0,104.17,0,0,5.36,0,9.96,4.6,0.77,3.83,0.77,22.21
120,0,0,1.96,1.96,27.44,1.96,0,117.59,0,7.84,3.92,25.48,17.64,0,0,1.96,7.84,9.8,1.96,0,17.64,25.48,5.88,0,3.92,305.73,7.84,5.88,11.76,0,0,82.31,0,0,1.96,0,15.68,1.96,0,0,1.96,13.72
