stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,0,0,0,310.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.06,0,0,0,26.29,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,28.32,0,9.44,0,0,0,1381.52,0,0,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,1123.47,6.29,0,0,97.56,0,3.15,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,15,3,0,535,0,0,0,3,0,0,1,0,0,0,0,0,0,17,0,0,5,1375,1,29,0,1,0,0,12,1,0,2,22,0,0,0,0,0
 24-34,0,0,0,9.03,1.64,0,456.4,0,1.64,9.03,32.83,0,0,0,0,0,0,0,0.82,0,64.03,0,0,18.88,1658.95,2.46,97.68,0.82,0.82,0,3.28,0,0.82,0,29.55,45.15,0,0,1.64,0,0.82
 36-46,0,0,0,6.45,0,0,388.33,0.81,0.81,33.03,73.32,0,0.81,1.61,0.81,0,0,0,0,1.61,75.73,0,0,16.92,2136.63,0.81,87.82,1.61,0,0,0.81,0,0,0,0,52.37,0,0,3.22,0,1.61
 48-58,0,0,0,13.2,1.72,0,542.25,0.57,3.44,41.31,87.22,0,0,0,2.3,0.57,1.15,1.15,0.57,1.15,101.56,0,1.72,24.1,2442.69,0.57,53.94,1.15,0.57,0,2.3,0,0,0.57,0,92.38,0,0,3.44,0,2.87
 60-70,0,0,0,4.91,1.96,0,565.36,10.8,0.98,53.98,113.86,0.98,0,0,0.98,0,0.98,0,0,0,71.65,0,2.94,25.52,1915.93,0.98,39.26,0,0,0,6.87,0,0,0,0,40.24,0,0,1.96,1.96,0.98
 72-82,0,0.98,0,19.63,3.93,0,448.62,4.91,0.98,59.88,156.08,0,0,0.98,1.96,0,0.98,0,0.98,0.98,118.78,0.98,2.94,26.5,1318.37,0,71.66,1.96,0,0.98,4.91,0,0,0,0,39.27,0.98,1.96,1.96,0.98,0.98
 84-94,0,0,0,25.49,0,1.06,390.83,9.56,4.25,59.47,108.33,2.12,0,1.06,2.12,2.12,3.19,1.06,1.06,0,74.34,1.06,1.06,24.43,795.47,0,65.85,0,0,0,6.37,0,1.06,1.06,0,23.36,2.12,0,1.06,4.25,0
 96-106,0,0,0,44.81,2.19,1.09,312.55,5.46,1.09,48.09,115.84,1.09,0,0,7.65,1.09,2.19,0,0,0,78.68,0,3.28,14.21,627.29,0,98.36,3.28,0,2.19,3.28,0,0,1.09,0,13.11,1.09,0,2.19,2.19,2.19
108-118,0,0,0,13.02,3.83,0,238.21,7.66,0.77,38.3,109.53,0.77,0,0,3.83,0.77,1.53,0.77,2.3,0,59.75,0.77,0.77,8.43,726.9,0,71.23,0,0,0,1.53,0,0,0,0,3.06,0,0.77,0,1.53,0
120,0,0,0,15.68,3.92,0,268.49,3.92,3.92,27.44,103.87,3.92,0,0,7.84,0,1.96,0,0,0,48.99,0,3.92,9.8,731,0,64.67,0,0,0,7.84,0,1.96,0,0,7.84,0,0,0,0,0
