stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,197.67,1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.14,0,0,0,0,0,0,0,0,0,0,0
  5-6,104.2,1556.93,0,6.13,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,55.17,12.26,0,0,36.78,0,79.69,0,0,0,0,0,0,0,0,0,0,0
  7-9,47.32,39.43,0,57.83,0,0,110.41,0,0,0,0,0,68.35,0,0,0,0,0,0,0,0,0,0,0,1172.41,78.86,0,0,709.75,0,5.26,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,28.32,0,129.03,0,22.03,91.26,0,0,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,1450.75,66.09,0,0,610.51,0,6.29,9.44,3.15,69.23,0,0,0,0,0,0,0,0
 14-21,0,0,0,18,339,66,61,0,4,0,28,14,2,4,1,22,1,0,0,8,113,0,0,54,679,30,9,28,34,0,2,1,60,10,0,51,286,0,0,24,0,7
 24-34,0,0,2.46,8.21,99.32,5.75,155.14,0,12.31,2.46,37.76,6.57,0.82,6.57,3.28,13.13,4.93,16.42,6.57,22.16,161.71,1.64,0.82,79.62,1342.1,4.1,19.7,18.88,0,1.64,17.24,0,1.64,10.67,0.82,22.16,388.26,0,0,75.52,0,27.09
 36-46,0,0,1.61,0,31.42,2.42,261.04,0,2.42,3.22,91.85,6.45,0,1.61,8.06,1.61,5.64,11.28,2.42,6.45,193.36,1.61,7.25,43.51,1214.95,0.81,18.53,19.34,0,0.81,18.53,0,1.61,8.06,0,0,399.61,0,0,44.31,0,15.31
 48-58,0,0,1.15,0,32.71,0,418.88,0,7.46,4.02,107.88,1.72,0,5.16,17.21,1.72,8.61,11.48,1.72,4.59,227.23,1.72,10.33,37.87,634.63,0.57,4.59,12.62,0,0.57,8.03,0,0,1.72,0,0,245.59,0,2.3,35.58,0.57,10.33
 60-70,0,0,0.98,0.98,39.26,0,406.35,0.98,5.89,6.87,95.21,3.93,0,3.93,30.43,2.94,10.8,7.85,3.93,0,285.62,1.96,21.59,16.69,383.78,0,6.87,7.85,0,3.93,18.65,0,0,4.91,0,0,113.86,1.96,7.85,25.52,3.93,10.8
 72-82,0,0,6.87,0,40.25,3.93,208.11,0.98,4.91,10.8,82.46,19.63,0,6.87,36.32,2.94,15.71,14.72,3.93,0.98,259.16,2.94,26.5,28.47,316.1,0,12.76,18.65,0,1.96,20.61,0.98,0,1.96,0,0,41.23,5.89,10.8,41.23,8.83,2.94
 84-94,0,0,4.25,1.06,61.6,2.12,156.12,1.06,7.43,15.93,66.91,32.92,2.12,3.19,55.23,12.74,20.18,11.68,2.12,2.12,209.22,3.19,30.8,27.61,184.79,0,8.5,15.93,0,7.43,55.23,0,0,8.5,0,0,29.74,23.36,12.74,44.61,4.25,4.25
 96-106,0,0,5.46,0,77.59,5.46,88.52,0,8.74,7.65,49.18,30.6,0,8.74,57.92,5.46,10.93,14.21,2.19,3.28,143.16,6.56,13.11,18.58,132.23,0,18.58,15.3,0,5.46,50.27,0,0,8.74,0,0,14.21,8.74,5.46,43.71,14.21,2.19
108-118,0,0,1.53,1.53,50.55,2.3,77.36,0.77,18.38,8.43,37.53,17.62,0,3.06,51.32,13.79,22.21,10.72,5.36,1.53,131.75,3.06,13.02,16.85,155.49,1.53,11.49,10.72,0,6.13,32.94,0,0,1.53,0,0,11.49,19.15,3.83,36,5.36,6.13
120,1.96,0,3.92,0,54.87,1.96,66.63,0,11.76,1.96,33.32,17.64,1.96,3.92,54.87,1.96,1.96,11.76,1.96,0,68.59,1.96,7.84,13.72,115.63,0,1.96,19.6,0,5.88,39.2,1.96,0,1.96,0,0,11.76,9.8,5.88,37.24,1.96,0
