stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,2.63,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,3.15,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,3,12,0,0,0,2,0,1,0,0,0,0,4,0,0,2,0,3,1,0,3,8,0,0,0,0,0,6,2,0,2,3,3,9,0,0,0,0,0
 24-34,0,3.28,0,2.46,4.1,0,4.1,0,4.1,0,0.82,0,0,1.64,0.82,11.49,0,0.82,3.28,0,2.46,0,0,4.1,20.52,0,0,0.82,0,0,18.88,0,0.82,0.82,0.82,0,9.03,0,0,0.82,0,0.82
 36-46,0,0,0,3.22,0,0,33.03,0,0,0,2.42,0.81,0,0.81,0.81,9.67,0,0.81,0,0,3.22,1.61,0.81,0,46.73,0,0,0,0,0,14.5,0,0,0.81,0.81,0,9.67,0,0,1.61,0,0
 48-58,0,0,0,2.3,0.57,0,75.74,1.15,0.57,0.57,1.72,0,3.44,0,0.57,2.3,0,2.3,0,1.15,4.02,1.72,0,0,45.9,0.57,0.57,0,0,0,9.18,0,0,1.15,0,0,4.02,0,0.57,0.57,0,1.72
 60-70,0,0,0,2.94,0,0,119.75,0,1.96,0.98,5.89,1.96,0.98,1.96,0.98,3.93,0,0.98,0.98,0,6.87,0.98,0,0.98,92.26,0,0,1.96,0,0,13.74,0,0,3.93,0.98,0,0.98,0,0,0.98,0,1.96
 72-82,0,0,0,4.91,8.83,0,103.07,0.98,4.91,1.96,4.91,0,0.98,1.96,1.96,11.78,0,5.89,0.98,0,27.49,0.98,0.98,2.94,98.17,0.98,0.98,4.91,0,0,18.65,0,0,0.98,0,0,4.91,1.96,0,8.83,0.98,0.98
 84-94,0,1.06,0,5.31,4.25,0,90.27,0,3.19,0,4.25,3.19,0,0,2.12,9.56,1.06,1.06,1.06,1.06,11.68,2.12,0,3.19,56.29,1.06,0,6.37,0,0,59.47,0,0,1.06,1.06,0,3.19,6.37,1.06,4.25,0,0
 96-106,0,0,0,17.49,6.56,0,53.55,0,3.28,1.09,13.11,4.37,0,1.09,10.93,18.58,1.09,7.65,1.09,0,15.3,3.28,2.19,0,57.92,2.19,2.19,8.74,0,1.09,64.48,0,0,3.28,0,0,5.46,20.76,0,8.74,0,1.09
108-118,0,0,0,11.49,3.06,1.53,35.23,0,6.89,0.77,6.13,7.66,0,0.77,14.55,12.26,2.3,5.36,3.06,0,16.09,2.3,0.77,4.6,57.45,0,0.77,7.66,0,0.77,55.15,0,0,0,0,0,3.83,14.55,1.53,6.89,0,3.83
120,0,1.96,0,17.64,3.92,1.96,33.32,0,1.96,0,13.72,9.8,0,1.96,15.68,11.76,0,5.88,1.96,1.96,11.76,1.96,1.96,3.92,78.39,1.96,5.88,7.84,0,0,31.36,0,0,1.96,0,0,1.96,11.76,0,0,0,0
