stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,513.94,12769.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527.12,0,0,0,0,0,0,0,0,0,0,0
  5-6,686.52,12988.7,12.26,0,0,0,0,0,0,0,0,0,61.3,0,0,0,0,0,0,0,0,0,0,0,502.63,24.52,0,0,128.72,0,386.17,0,0,0,0,0,0,0,0,0,0,0
  7-9,291.79,283.9,791.24,0,5.26,0,993.65,0,0,0,0,0,281.27,0,0,0,0,0,0,0,0,0,0,0,9103.23,249.73,0,0,3306.92,0,28.92,7.89,0,2.63,0,0,0,0,0,0,0,0
 10-12,3.15,169.94,374.49,0,37.76,0,242.32,0,0,0,0,0,66.09,0,0,0,0,0,0,0,0,0,0,3.15,4814.86,169.94,0,0,2297.29,0,9.44,6.29,15.73,110.14,0,25.18,6.29,0,0,0,0,0
 14-21,1,0,18,323,58,0,72,0,1,0,23,10,0,3,0,2,1,1,0,2,153,1,0,186,1083,43,2,38,22,0,26,1,480,11,20,347,425,0,0,12,0,1
 24-34,0.82,0,12.31,123.95,6.57,0,109.17,0,9.03,4.1,41.86,2.46,1.64,12.31,0,5.75,0.82,12.31,3.28,4.1,371.03,0,2.46,174.02,1795.21,42.68,3.28,32.83,0,0.82,50.07,0,0,9.03,2.46,50.07,490.05,0,0,50.07,0,2.46
 36-46,0,0,2.42,57.2,0.81,0,82.98,2.42,5.64,9.67,72.51,0,0.81,8.86,0,4.03,3.22,9.67,1.61,0.81,547.86,3.22,7.25,153.88,995.81,30.62,0.81,18.53,0,0,37.06,0.81,0,1.61,1.61,0,339.19,0,0.81,21.75,0,4.03
 48-58,0.57,0,1.15,25.82,0,0,102.14,0.57,12.05,17.21,126.24,0,0.57,6.89,0.57,4.02,1.72,12.05,1.72,4.59,819.39,1.15,13.2,119.35,353.46,21.8,4.02,24.1,0,2.3,33.85,0,0,1.72,1.72,0,172.72,0,2.87,17.21,0,3.44
 60-70,0,0,0,47.11,0,0,64.78,5.89,16.69,16.69,101.1,2.94,0,7.85,0,1.96,5.89,13.74,1.96,1.96,1026.67,0,22.58,66.74,134.47,13.74,1.96,20.61,0,3.93,43.19,0,0,0.98,1.96,0,41.22,0,10.8,17.67,5.89,1.96
 72-82,0,0,0,52.03,1.96,0,77.55,4.91,11.78,33.38,179.64,5.89,0,7.85,0.98,5.89,11.78,29.45,2.94,1.96,1447.95,0.98,31.41,103.07,153.14,14.72,3.93,50.06,0,9.82,76.57,0,0,0.98,1.96,0,28.47,0.98,25.52,25.52,24.54,2.94
 84-94,0,0,0,94.52,2.12,2.12,87.09,11.68,26.55,23.36,78.59,4.25,1.06,4.25,1.06,12.74,12.74,30.8,0,3.19,930.34,3.19,35.05,67.97,78.59,16.99,6.37,29.74,0,5.31,157.18,0,0,3.19,0,0,19.12,3.19,26.55,24.43,27.61,3.19
 96-106,0,0,0,101.63,2.19,3.28,92.89,10.93,24.04,18.58,116.93,13.11,0,16.39,3.28,21.86,13.11,39.34,3.28,2.19,966.08,5.46,32.79,76.5,137.7,29.51,12.02,49.18,0,20.76,167.21,0,0,2.19,1.09,0,17.49,3.28,22.95,25.14,29.51,12.02
108-118,1.53,0,0,84.26,2.3,3.83,49.79,11.49,26.04,20.68,94.98,10.72,0,6.13,2.3,10.72,15.32,17.62,1.53,3.06,834.13,2.3,26.81,62.81,110.3,29.11,6.89,32.94,0,16.85,114.89,0,0,0.77,1.53,0,6.13,3.06,19.15,6.13,17.62,8.43
120,1.96,0,0,66.63,0,1.96,58.79,1.96,21.56,15.68,92.11,9.8,0,3.92,1.96,3.92,9.8,21.56,3.92,1.96,587.94,5.88,23.52,50.95,101.91,37.24,1.96,23.52,0,13.72,84.27,0,0,0,1.96,0,1.96,3.92,15.68,3.92,15.68,3.92
