stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,65.89,448.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,110.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,0,0,2.63,0,0,0,2.63,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,36.8,10.51,0,0,15.77,0,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,6.29,0,3.15,0,9.44,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,56.65,34.62,0,0,47.2,0,15.73,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,0,15,15,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,10,1,0,6,17,34,0,5,0,0,253,0,4,1,6,46,0,0,6,0,0
 24-34,0,0,1.64,0,24.63,1.64,0,8.21,0,0,0.82,1.64,0,0,0.82,0.82,4.1,0,0,0,0,15.6,8.21,0,22.16,52.53,18.06,0.82,11.49,0,0,492.51,0,0,2.46,3.28,48.43,0,0,27.91,0,0.82
 36-46,0,0,0.81,0,10.47,0,0,7.25,0,1.61,3.22,3.22,0,0,0.81,0,2.42,0,0.81,0,0.81,31.42,15.31,0,10.47,49.95,8.86,0.81,9.67,0,0,490.65,0.81,0,0.81,0,22.56,0,0,12.09,0,0
 48-58,0,0,0,0,5.74,0.57,0,14.92,0,1.72,2.87,7.46,0,1.15,1.15,0,3.44,0,0,0,0.57,51.64,22.95,1.15,6.31,52.22,6.31,2.87,10.9,0,1.15,381.01,0,0,0.57,0,24.67,0,0,9.18,0,1.15
 60-70,0,0,0.98,0,11.78,0,0,15.7,0,4.91,3.93,5.89,4.91,0.98,0,0,3.93,0.98,0.98,0,0,84.41,18.65,0.98,2.94,43.19,2.94,1.96,9.82,0,0,205.14,0,0,0,0,9.82,0.98,0.98,6.87,0,0
 72-82,0,0,2.94,0,15.71,0,0,14.72,0.98,4.91,0.98,5.89,28.47,1.96,0.98,0,5.89,0,0,0,0,97.18,53.01,0.98,7.85,42.21,2.94,3.93,25.52,0,0,210.08,0,0,1.96,0,19.63,0,0.98,24.54,0.98,0.98
 84-94,0,0,2.12,0,49.92,1.06,0,12.74,0,3.19,2.12,2.12,52.04,0,1.06,3.19,8.5,1.06,1.06,0,0,63.72,46.73,1.06,5.31,14.87,2.12,12.74,22.3,0,0,641.47,0,0,0,0,11.68,2.12,1.06,18.05,0,0
 96-106,0,0,3.28,0,85.24,0,0,13.11,0,7.65,1.09,6.56,126.77,0,1.09,7.65,14.21,0,3.28,0,0,56.83,61.2,0,3.28,26.23,3.28,6.56,22.95,0,0,710.35,0,0,0,0,15.3,4.37,0,21.86,2.19,2.19
108-118,0,0,1.53,0,78.13,1.53,0.77,13.02,0,11.49,2.3,4.6,172.34,0,0.77,0.77,26.81,0,5.36,0.77,0.77,38.3,56.68,0,2.3,32.17,0.77,7.66,29.11,0,0,630.39,0,0,0.77,0,6.13,12.26,1.53,9.96,0,0
120,0,0,0,0,72.51,1.96,0,1.96,0,7.84,3.92,0,84.27,0,0,1.96,17.64,0,3.92,1.96,0,31.36,41.16,0,0,23.52,1.96,7.84,15.68,0,0,346.88,0,0,0,0,3.92,1.96,3.92,9.8,0,1.96
