stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,368.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,0,110.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,2.63,0,0,0,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,49.95,0,0,0,7.89,0,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,9.44,0,6.29,0,22.03,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,62.94,6.29,0,0,3.15,0,6.29,0,0,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,3,42,2,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,6,0,0,3,130,1,0,0,0,0,95,3,0,1,2,78,0,0,0,0,0
 24-34,0,0,0.82,0.82,61.56,0,0,15.6,0,0.82,0,0.82,0,0,0,0,0,0,0,0,0,4.1,0.82,0,4.1,482.66,0.82,5.75,0,0,0,115.74,0,0,0,0,115.74,0,0,2.46,0,0
 36-46,0,0,0,0.81,23.36,0.81,0,84.6,0,1.61,0,2.42,0.81,0,0.81,0,0,0,0,0,0,11.28,0,0,2.42,1296.32,0,5.64,1.61,0,0,75.73,0,0.81,0,0,227.2,0,0,0,0,0
 48-58,0,0,0,0,28.12,0,0,426.91,0.57,5.16,0.57,20.08,0,0,1.15,0,0,0,1.15,0.57,0,18.36,1.15,2.3,2.87,1494.76,0,0.57,1.15,0,0,58.53,0,0,0.57,0,219.77,0,0,0.57,0,1.15
 60-70,0,0,0,0,27.48,0,0,1021.76,0,7.85,0.98,17.67,0,0,0,0,0,0.98,0.98,0,0,23.56,1.96,0.98,5.89,1986.6,0,2.94,0,0,0,37.3,0,0,0,0,225.75,0,0,0.98,0,0.98
 72-82,0,0,1.96,0,44.17,3.93,0.98,961.05,1.96,4.91,1.96,32.39,1.96,0,0,0.98,1.96,0,0,1.96,0.98,57.92,2.94,2.94,0,1392.98,0,1.96,0,0,0,40.25,0,0,0,0,113.87,0,1.96,0.98,1.96,0
 84-94,0,0,0,0,91.34,2.12,0,668.02,0,23.36,1.06,31.86,3.19,0,1.06,0,3.19,1.06,0,1.06,0,31.86,2.12,0,2.12,677.58,0,1.06,1.06,0,2.12,163.55,0,0,0,0,56.29,0,0,0,1.06,1.06
 96-106,0,0,3.28,0,83.06,1.09,0,402.17,0,15.3,0,16.39,6.56,0,0,0,4.37,0,0,1.09,0,28.41,1.09,2.19,2.19,438.23,1.09,7.65,3.28,0,0,86.33,0,0,0,0,16.39,0,1.09,1.09,1.09,0
108-118,0,0,0,0,104.94,0.77,1.53,235.15,0,22.98,0.77,14.55,3.06,0,1.53,0.77,0.77,0.77,0,0.77,0,15.32,3.06,0,0,561.45,0.77,3.06,0.77,0,0.77,75.06,0,0,0,0,12.26,1.53,0.77,2.3,0.77,0.77
120,0,0,0,0,72.51,1.96,0,172.46,0,7.84,7.84,19.6,9.8,0,0,1.96,3.92,1.96,0,0,0,11.76,7.84,1.96,1.96,482.11,0,0,3.92,0,0,37.24,0,1.96,0,0,15.68,0,3.92,1.96,0,0
