stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,42.91,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,2.63,0,0,0,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,10.51,2.63,0,0,18.4,7.89,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,56.65,0,6.29,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,84.97,3.15,0,0,12.59,3.15,0,0,144.76,0,0,0,0,0,0,0,0
 14-21,0,0,0,5,54,485,0,8,0,0,0,4,2,0,7,1,1,0,0,0,0,18,4,0,22,121,1,1,2,3,465,0,13,1,2,30,34,0,0,119,0,0
 24-34,0,0,0,0.82,18.88,44.33,0,7.39,0,0.82,0,1.64,0,0,17.24,0,4.93,0.82,0,0,0.82,12.31,1.64,0.82,8.21,196.18,0.82,8.21,0.82,0,219.99,0,0,0,0,3.28,9.85,0,0,412.07,0,0
 36-46,0,0,0,0,15.31,8.06,0,12.89,0,0.81,0,1.61,0,0,10.47,0,0.81,0,0,0,0,11.28,4.83,0,4.83,228.81,0,8.86,0.81,0,229.62,0,0,0,0,0,21.75,0,0,265.07,0,0
 48-58,0,0,0,0,16.64,2.3,0,32.13,1.15,2.87,0,10.33,0,0.57,18.94,0.57,0.57,0,0,0.57,0.57,19.51,4.02,0,2.87,234.11,0.57,5.74,0.57,0,210.01,0,0,0,0,0,24.1,0,0,228.95,0,2.3
 60-70,0,0,0,0,41.22,0,0,18.65,0.98,0.98,2.94,4.91,1.96,0,22.58,0.98,2.94,0,0,0,0,28.46,1.96,2.94,6.87,246.36,0,8.83,0,0,230.66,0,0,0.98,0,0,13.74,0,0.98,212.01,0,0.98
 72-82,0,0,0,0,72.64,2.94,0,31.41,0,1.96,0.98,9.82,40.25,1.96,38.28,0,6.87,0,0,0.98,0,36.32,4.91,1.96,2.94,275.85,0,15.71,4.91,0,139.4,0,0,0,0,0,5.89,1.96,3.93,362.23,1.96,0.98
 84-94,0,0,0,0,162.49,4.25,0,36.11,2.12,3.19,2.12,6.37,70.09,0,24.43,0,24.43,0,0,1.06,0,24.43,7.43,2.12,4.25,116.82,0,47.79,1.06,0,570.31,1.06,0,0,0,0,0,9.56,2.12,341.98,0,0
 96-106,0,0,0,0,198.9,4.37,0,26.23,2.19,4.37,0,6.56,144.26,0,46.99,4.37,38.25,0,2.19,0,0,26.23,14.21,2.19,2.19,120.21,0,59.01,2.19,0,598.88,0,0,2.19,1.09,0,1.09,13.11,0,407.63,4.37,1.09
108-118,0.77,0,0.77,0,183.07,2.3,0.77,16.09,0.77,13.79,0.77,6.13,150.13,0,25.28,4.6,42.13,0,0,2.3,0,31.4,20.68,1.53,3.83,131.75,0.77,49.79,0,0,667.15,0,0,2.3,0.77,0,1.53,14.55,3.83,302.56,0,0.77
120,0,0,0,0,86.23,3.92,0,19.6,0,1.96,0,1.96,74.47,0,25.48,3.92,19.6,0,1.96,0,0,13.72,9.8,3.92,1.96,115.63,0,31.36,0,0,252.81,0,0,0,0,0,0,5.88,1.96,323.36,0,0
