stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,303.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,128.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,5.26,0,13.14,0,0,0,34.17,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,157.72,2.63,0,0,49.95,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,9.44,0,0,0,25.18,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,166.79,0,0,0,50.35,0,3.15,3.15,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,9,9,0,10,0,0,1,2,1,1,0,2,0,0,0,0,7,0,0,10,100,1,2,0,6,0,0,0,25,0,1,25,27,0,0,0,0,0
 24-34,0,0,0.82,0.82,4.1,1.64,0,16.42,0,0,4.1,0.82,0,0,0,0.82,0.82,1.64,0,0,10.67,0.82,0,11.49,145.29,0,0,0,0,0,0.82,0,0,0.82,0,4.1,35.3,0,0,3.28,0,0
 36-46,0,0,0,0,2.42,0,0,40.28,0,0.81,4.83,0,0,0,0,0,0,0,0.81,0,15.31,0,0,4.03,89.43,0,0.81,2.42,0,0,0,0,0,0,0,0,29.81,0,0,0.81,0,0
 48-58,0,0,0,0,0.57,0,0,39.02,0.57,1.15,3.44,0.57,0,0,0,0,0.57,0,0,0.57,12.62,0,0.57,3.44,107.3,0,0.57,0,0,0,1.15,0,0,0,0,0,21.23,0,0,1.15,0,0
 60-70,0,0,0,0,2.94,0,0,50.06,0,0,7.85,0,0,0,0.98,0,0,0.98,0.98,0,18.65,0,0,2.94,110.91,0.98,2.94,0.98,0,0,1.96,0,0,0.98,0,0,30.43,0,0.98,1.96,0,0
 72-82,0,0,0,0,3.93,0.98,0,50.06,0,2.94,15.71,1.96,0,0.98,0.98,0,0,0,0,0,42.21,0.98,2.94,1.96,107,0,0.98,2.94,0,0,0.98,0,0,0,0,0,8.83,0,1.96,2.94,1.96,1.96
 84-94,0,0,0,0,2.12,2.12,0,35.05,3.19,3.19,8.5,3.19,1.06,0,1.06,0,0,0,0,0,23.36,0,1.06,2.12,78.59,0,0,4.25,0,0,2.12,0,0,0,0,0,5.31,0,0,0,0,1.06
 96-106,0,0,0,0,8.74,1.09,0,22.95,0,1.09,8.74,2.19,0,1.09,1.09,2.19,0,2.19,0,0,18.58,1.09,4.37,4.37,46.99,0,2.19,2.19,0,1.09,4.37,0,0,0,0,0,1.09,1.09,2.19,2.19,1.09,0
108-118,0,0,1.53,0,9.19,0,0.77,22.98,0.77,2.3,9.19,1.53,0,0,3.06,0.77,0.77,1.53,0,0,28.34,0,0,5.36,72.77,0,0,3.06,0,0,1.53,0,0,0,0,0,3.06,0.77,0.77,3.06,0,0.77
120,0,0,0,0,3.92,1.96,1.96,13.72,1.96,0,7.84,3.92,0,1.96,0,0,0,0,1.96,0,17.64,0,0,5.88,52.91,1.96,0,1.96,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0
