stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,329.45,5205.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.2,0,0,0,0,0,0,0,0,0,0,0
  5-6,226.8,3254.84,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,73.56,12.26,0,0,24.52,0,42.91,0,0,0,0,0,0,0,0,0,0,0
  7-9,49.95,31.54,0,81.49,0,2.63,0,97.26,0,0,0,0,0,44.69,0,0,0,0,0,0,0,0,0,0,0,1132.98,68.35,0,0,386.42,0,5.26,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,31.47,0,91.26,0,12.59,0,84.97,0,0,0,0,0,25.18,0,0,0,0,0,0,0,0,0,0,3.15,1199,69.23,0,0,472.05,0,12.59,3.15,0,56.65,0,12.59,0,0,0,0,0,0
 14-21,0,0,0,7,91,28,0,18,0,3,0,7,7,2,1,0,4,0,0,0,1,31,1,0,28,218,18,5,9,4,0,34,1,46,6,11,50,112,0,0,7,0,2
 24-34,0,0.82,1.64,0.82,58.28,5.75,0,45.15,0,8.21,1.64,9.03,0,0,4.93,3.28,18.88,0.82,2.46,0,9.85,53.36,2.46,0.82,32.83,321.78,11.49,16.42,8.21,0,0,136.26,0,0,8.21,3.28,19.7,116.56,0,0,17.24,0,11.49
 36-46,0,0,0,0,16.92,1.61,0,43.51,0,4.83,3.22,15.31,1.61,0,2.42,1.61,7.25,0,0.81,2.42,4.03,54.79,2.42,1.61,10.47,207.06,3.22,11.28,5.64,0,0.81,116.82,0.81,0,4.83,1.61,0,78.15,0,0,20.95,0,5.64
 48-58,0,0,0,0,19.51,0.57,0,80.91,2.3,7.46,4.02,40.17,1.15,0.57,4.02,0.57,3.44,2.87,3.44,1.15,6.89,110.74,3.44,4.02,16.64,163.53,2.3,7.46,6.89,0,0,80.91,0,0,6.89,1.72,0,65.41,0,0.57,16.64,0,9.18
 60-70,0,0,1.96,0,25.52,0,0,65.76,2.94,11.78,7.85,53.98,3.93,0,0.98,4.91,5.89,4.91,2.94,1.96,4.91,129.56,0.98,2.94,16.69,116.8,0,7.85,2.94,0,0.98,75.58,0,0,2.94,0,0,24.54,0.98,1.96,17.67,0,6.87
 72-82,0,0,6.87,0,33.38,4.91,0.98,102.09,1.96,11.78,11.78,89.33,17.67,0.98,3.93,4.91,10.8,6.87,7.85,0.98,4.91,175.72,4.91,9.82,10.8,170.81,1.96,21.6,13.74,0,2.94,93.26,0,0,2.94,0.98,0,21.6,1.96,3.93,37.3,4.91,12.76
 84-94,0,0,3.19,0,47.79,8.5,2.12,96.65,2.12,21.24,9.56,46.73,21.24,2.12,0,13.81,19.12,6.37,3.19,4.25,11.68,104.08,7.43,10.62,12.74,82.84,2.12,10.62,10.62,0,3.19,277.19,0,0,9.56,0,0,11.68,5.31,5.31,28.68,2.12,7.43
 96-106,0,0,1.09,0,66.66,7.65,0,85.24,2.19,12.02,4.37,48.09,28.41,2.19,4.37,16.39,25.14,9.84,10.93,5.46,9.84,111.47,3.28,4.37,14.21,100.54,4.37,30.6,14.21,0,3.28,248.08,0,0,12.02,1.09,0,14.21,8.74,3.28,28.41,4.37,9.84
108-118,0,0,3.06,0,88.09,5.36,3.06,86.55,0.77,32.94,7.66,32.17,22.98,0,2.3,19.92,20.68,17.62,6.89,6.13,11.49,91.92,4.6,4.6,7.66,99.58,3.06,18.38,10.72,0,2.3,186.13,0,0,8.43,0.77,0,6.89,13.79,1.53,19.92,1.53,9.96
120,0,0,5.88,0,48.99,7.84,0,45.08,5.88,25.48,3.92,48.99,23.52,0,1.96,17.64,17.64,7.84,5.88,5.88,7.84,60.75,3.92,1.96,11.76,99.95,5.88,21.56,7.84,0,1.96,150.9,0,0,5.88,1.96,0,9.8,9.8,5.88,23.52,0,0
