stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,395.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,110.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,0,0,5.26,0,0,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,49.95,2.63,0,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,25.18,0,9.44,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.34,6.29,0,0,195.11,0,0,0,0,9.44,0,15.73,0,0,0,0,0,0
 14-21,0,0,1,12,180,87,25,0,3,0,7,7,0,3,1,1,0,0,1,2,40,0,0,125,486,4,26,4,17,0,4,1,33,26,1,218,226,0,0,62,0,0
 24-34,0,0,0.82,9.85,54.18,13.95,125.59,0,18.88,5.75,20.52,4.1,0,7.39,0,0,0,8.21,3.28,1.64,168.28,0.82,0,227.38,1796.85,2.46,36.12,17.24,0,0,64.85,0,2.46,39.4,1.64,28.73,389.09,0,0,173.2,0,0
 36-46,0,0,0.81,1.61,17.72,0,330.32,0.81,3.22,16.92,74.12,3.22,0,8.06,0.81,0.81,2.42,14.5,0.81,0,261.04,0.81,7.25,105.54,3154.2,4.03,24.17,16.92,0,0.81,89.43,0.81,0,16.92,0,0,677.57,0,0.81,128.91,0,0.81
 48-58,0,0,1.15,1.72,16.64,0.57,550.85,1.15,4.59,24.1,149.76,1.15,0,10.9,1.15,0.57,0,9.75,1.15,1.15,298.38,0.57,9.75,61.97,2259.07,1.72,9.75,12.05,0,1.72,95.83,0,0,8.03,0.57,0,519.29,0,3.44,110.74,0,1.72
 60-70,0,0,0,0,40.24,0.98,865.7,5.89,7.85,33.37,202.19,5.89,0,12.76,0.98,0,0.98,16.69,2.94,1.96,393.59,0.98,18.65,55.95,1914.95,0.98,6.87,9.82,0,0.98,145.27,0,0,13.74,0,0,332.74,0,7.85,85.39,1.96,1.96
 72-82,0,0,1.96,1.96,45.16,2.94,512.43,1.96,3.93,33.38,167.86,15.71,0,19.63,0.98,4.91,1.96,20.61,0.98,0,379.9,0.98,15.71,45.16,1080.81,0.98,7.85,33.38,0,3.93,156.08,0,0,5.89,0,0,142.34,0.98,10.8,183.57,6.87,4.91
 84-94,0,0,3.19,2.12,79.65,1.06,412.07,4.25,13.81,36.11,137,29.74,1.06,13.81,2.12,10.62,7.43,24.43,4.25,0,333.48,4.25,22.3,40.36,641.47,1.06,9.56,19.12,0,1.06,409.95,0,0,15.93,2.12,0,100.89,2.12,13.81,169.93,3.19,0
 96-106,0,0,3.28,2.19,89.61,2.19,278.68,3.28,16.39,20.76,115.84,22.95,0,20.76,1.09,3.28,5.46,30.6,5.46,0,254.63,3.28,14.21,30.6,485.22,0,13.11,28.41,0,4.37,336.6,0,0,8.74,1.09,0,24.04,6.56,12.02,183.6,7.65,0
108-118,0,0,3.83,5.36,68.17,3.06,212.94,0.77,17.62,8.43,75.06,16.09,0,5.36,2.3,6.13,3.06,16.09,8.43,3.06,190.72,4.6,11.49,20.68,471.83,1.53,10.72,22.98,0,3.83,214.47,0,0,10.72,0,0,22.21,4.6,6.89,139.41,6.13,0.77
120,0,0,0,1.96,94.07,0,146.98,1.96,21.56,13.72,60.75,9.8,0,9.8,0,3.92,5.88,11.76,3.92,0,117.59,1.96,13.72,15.68,354.72,1.96,7.84,13.72,0,1.96,172.46,0,0,9.8,0,0,19.6,1.96,9.8,123.47,1.96,0
