stage,axial,blastomeres,endoderm,epidermis,eye,glial,gut,iridophores,lateral_line,liver,mesenchyme,mural_cell,muscle,neural,notochord,otic,paraxial_mesoderm,periderm,somites,spinal_cord,vasculature
  3-4,0,79.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,2.63,0,7.89,0,0,0,0,0,0,0,0,18.4,5.26,0,10.51,0,0,0,0
 10-12,0,0,0,0,3.15,0,0,0,0,0,0,0,0,15.73,0,0,15.73,0,3.15,0,0
 14-21,0,0,0,1,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,3,0
 24-34,0,0,0,0,4.93,0.82,0,0,0,0,1.64,0,0,20.52,0,0,0,0,0,5.75,0.82
 36-46,0,0,0,0.81,4.03,0,0,0,0,0,1.61,0,0,13.7,0,0,0,0,0,3.22,0
 48-58,0,0,0,0,5.16,1.15,0.57,0,0,0.57,1.72,0,0.57,16.07,0.57,0,0,0,0,1.15,0
 60-70,0,0,0,0,6.87,0,0,0,0.98,0,0,0,0.98,14.72,0,0,0,0.98,0,2.94,0.98
 72-82,0,0,0,0.98,4.91,0,0.98,0.98,0,0,2.94,0,0,2.94,0,0,0,0,0,0.98,0
 84-94,0,0,0,1.06,0,0,0,0,0,0,1.06,1.06,1.06,4.25,0,0,0,1.06,0,0,0
 96-106,0,0,0,0,2.19,0,0,0,0,0,1.09,0,1.09,4.37,0,1.09,0,0,0,0,0
108-118,0,0,0,0.77,1.53,0,0.77,0,0,0,0,0,0,6.13,0,0,0,0.77,0,0,0
120,0,0,0,0,1.96,1.96,1.96,0,0,0,1.96,1.96,0,9.8,1.96,0,0,0,0,0,0
