stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,18.88,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,1,2,12,8,0,1,0,0,0,0,1,0,1,0,0,0,0,6,0,20,0,0,4,75,2,4,2,2,0,1,10,0,1,11,40,0,0,0,0,0
 24-34,0,1.64,0.82,4.93,0,0,16.42,0,0,2.46,4.93,0.82,0,0,0,0.82,0,0,4.93,0,21.34,0.82,0,12.31,251.18,0.82,5.75,3.28,0,0,1.64,0,0,0,1.64,64.03,0,0,7.39,0,0.82
 36-46,0,0,0,2.42,0,0,68.48,0.81,0.81,0.81,20.95,0.81,0,0,0.81,0,0.81,0,0,0.81,26.59,0,0.81,12.89,388.33,2.42,8.06,0.81,0,0,2.42,0,0,0.81,0,84.6,0,0,3.22,0,0
 48-58,0,0,0,1.72,0,0,105.01,0,0.57,0.57,35,0,1.15,0.57,0,0,0,1.15,1.15,0,39.59,0,0,8.61,270.84,0.57,4.59,1.72,0,0,1.72,0,0,0.57,0,59.1,0,0,1.72,0,0
 60-70,0,0,0,0,0.98,0,92.26,0,0,0.98,32.39,0.98,0,0.98,0.98,0,0,0,0.98,0.98,40.24,0,1.96,3.93,223.79,0,6.87,1.96,0,0,1.96,0,0,0,0,46.13,0,0,2.94,0,1.96
 72-82,0,2.94,0,3.93,4.91,0,93.26,0,0,2.94,70.68,1.96,0,0,0.98,0.98,0.98,1.96,5.89,0.98,69.7,0.98,4.91,11.78,278.79,1.96,3.93,3.93,0,1.96,1.96,0,1.96,0,0,32.39,0.98,3.93,7.85,0.98,0.98
 84-94,0,3.19,0,6.37,3.19,0,86.03,2.12,0,2.12,48.85,3.19,0,0,0,0,0,1.06,30.8,1.06,39.3,0,3.19,3.19,176.3,1.06,4.25,5.31,0,0,2.12,0,0,0,0,16.99,1.06,1.06,2.12,2.12,3.19
 96-106,0,2.19,0,12.02,8.74,1.09,71.04,2.19,0,1.09,46.99,3.28,0,3.28,1.09,1.09,1.09,1.09,22.95,0,59.01,0,1.09,2.19,168.3,1.09,13.11,8.74,0,1.09,3.28,0,0,2.19,0,9.84,1.09,1.09,7.65,3.28,1.09
108-118,0,3.06,0,13.79,3.83,1.53,58.21,1.53,2.3,1.53,49.02,0,0,3.06,3.06,0.77,0.77,1.53,45.19,0,40.6,0.77,2.3,5.36,201.45,0,3.06,6.13,0,0.77,2.3,0,1.53,0.77,0,9.19,1.53,0,2.3,0,2.3
120,0,0,0,23.52,9.8,0,45.08,7.84,1.96,1.96,31.36,0,0,3.92,5.88,0,0,1.96,27.44,1.96,47.03,0,3.92,5.88,248.89,0,7.84,5.88,0,1.96,1.96,0,0,1.96,0,7.84,0,1.96,0,0,0
