stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,52.71,184.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,416.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,6.13,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,10.51,0,5.26,0,0,13.14,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,239.21,7.89,0,0,86.75,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,3.15,0,0,40.91,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,251.76,9.44,0,0,84.97,0,0,3.15,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,4,16,1,5,0,0,0,5,0,0,0,0,2,0,0,0,0,9,0,0,8,120,4,1,0,7,0,1,16,0,0,17,52,0,0,1,0,0
 24-34,0,0.82,0.82,0,4.1,0,22.98,0,1.64,0,2.46,0.82,0,0,0,0.82,0,0,0,0.82,9.03,0,0.82,8.21,183.05,1.64,4.93,1.64,0,0.82,9.03,0,0,0,2.46,58.28,0,0,3.28,0,0.82
 36-46,0,0,0.81,0,0,0.81,49.95,0,0,0.81,3.22,0,0.81,1.61,0,0,0,0.81,0,0,12.09,0,0.81,4.83,237.67,1.61,3.22,0,0,0,8.86,0,0,0,0,62.84,0,0,3.22,0,0.81
 48-58,0,0,0.57,0,3.44,0,80.91,0.57,0,0,12.05,0,0,0,0,1.15,0,0,0,0,29.84,1.15,0,4.59,234.69,1.15,4.02,1.15,0,0,1.72,0,0,1.15,0,49.35,0,0.57,1.72,0,1.72
 60-70,0,0,0,0,3.93,0,145.27,0,0,0,22.58,0,0,0,0.98,0,0,0,0,0,31.41,0,1.96,4.91,292.49,0.98,2.94,2.94,0,0.98,10.8,0,0,0,0,38.28,0,0,1.96,0,1.96
 72-82,0,0,0,0,5.89,0,87.37,0,0,0.98,30.43,0,0,1.96,0.98,0.98,0,0.98,0.98,0,43.19,0.98,0,2.94,196.33,0,4.91,3.93,0,0,1.96,0,0,0,0,8.83,0,1.96,3.93,0,0
 84-94,0,0,0,0,5.31,1.06,64.78,2.12,2.12,1.06,11.68,0,0,1.06,3.19,2.12,0,0,2.12,0,31.86,0,2.12,1.06,104.08,0,1.06,2.12,0,0,15.93,0,1.06,0,0,9.56,2.12,1.06,2.12,0,0
 96-106,0,0,3.28,0,4.37,3.28,53.55,0,1.09,1.09,14.21,3.28,0,1.09,1.09,0,1.09,2.19,0,0,28.41,1.09,2.19,4.37,84.15,1.09,1.09,2.19,0,1.09,9.84,0,0,0,0,5.46,0,3.28,3.28,0,0
108-118,0,0,0,0,7.66,0.77,31.4,1.53,0,0.77,13.79,2.3,0,0.77,2.3,2.3,0.77,0,0,0.77,21.45,0,1.53,1.53,81.96,0.77,3.06,0.77,0,2.3,6.13,0,0,0,0,2.3,0,0.77,2.3,1.53,0
120,0,0,0,0,7.84,0,23.52,0,1.96,0,17.64,3.92,0,0,3.92,1.96,1.96,0,0,0,21.56,0,1.96,3.92,99.95,0,1.96,1.96,0,0,11.76,0,0,0,0,5.88,0,0,1.96,0,0
