stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,79.07,606.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,281.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,13.14,0,0,15.77,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,84.12,5.26,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,12.59,0,0,9.44,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,62.94,6.29,0,0,40.91,0,0,0,9.44,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,2,9,3,5,0,1,0,2,1,1,0,0,0,0,0,0,0,6,0,0,2,80,2,0,0,0,0,3,9,0,1,5,21,0,0,1,0,0
 24-34,0,0,0,0,3.28,0.82,9.03,0,0.82,0,2.46,0.82,0.82,0.82,2.46,3.28,0,1.64,0,0.82,15.6,0,0,14.78,100.14,0,1.64,1.64,0,0,1.64,0,3.28,0,0.82,18.06,0,0,4.1,0,0
 36-46,0,0,0,0,0.81,0,13.7,0,0,0.81,4.03,0,0,0,0.81,0.81,0,0,0,0,19.34,0,0,4.03,41.09,0.81,1.61,0.81,0,0,0.81,0,1.61,0,0,12.89,0,0,1.61,0,0.81
 48-58,0,0,0,0,1.15,0,15.49,0,1.15,1.15,10.33,0.57,0,0,2.3,1.15,0.57,0.57,0,0,26.97,0.57,0,2.3,27.54,1.72,0,1.15,0,0,1.72,0,0.57,0,0,11.48,0,0,3.44,0,0
 60-70,0,0,0,0,2.94,0,18.65,0,0,0,10.8,0.98,0,0,4.91,0,0,0,1.96,0,25.52,0.98,0.98,1.96,15.7,0,2.94,0.98,0,0,0.98,0,1.96,0,0,4.91,0,0,0.98,0,1.96
 72-82,0,0,0.98,0,2.94,3.93,17.67,0,0,1.96,34.36,0,0,1.96,5.89,1.96,0.98,0.98,0.98,0.98,53.99,0.98,3.93,9.82,18.65,0,0,2.94,0,0,0,0,3.93,0.98,0,3.93,0,2.94,8.83,0.98,2.94
 84-94,0,0,0,1.06,3.19,3.19,12.74,0,0,2.12,9.56,1.06,0,0,4.25,1.06,0,0,1.06,1.06,31.86,1.06,0,1.06,10.62,0,1.06,0,0,1.06,5.31,0,4.25,0,0,1.06,0,0,2.12,0,0
 96-106,0,0,0,0,6.56,4.37,14.21,0,1.09,0,12.02,1.09,0,1.09,8.74,2.19,0,3.28,0,2.19,22.95,0,0,3.28,10.93,0,1.09,3.28,0,0,7.65,0,1.09,0,0,4.37,1.09,1.09,2.19,2.19,3.28
108-118,0,0,0.77,0,0,0,14.55,0.77,1.53,1.53,12.26,1.53,0,0.77,8.43,0,0,0,0.77,0.77,19.92,0.77,0,3.06,14.55,1.53,0.77,5.36,0,0.77,4.6,0,2.3,0,0,0,0,0,3.83,0,3.83
120,0,0,0,0,3.92,1.96,9.8,0,1.96,1.96,9.8,5.88,0,0,5.88,0,0,0,1.96,0,25.48,1.96,0,5.88,25.48,0,3.92,3.92,0,0,5.88,0,1.96,1.96,0,0,0,0,3.92,1.96,1.96
